ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,z}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y}$"
"$\hat{S}_{x,z}$",,,1.062448913472471e+80,,9.81504547105991e+44,2.6985665689160473e+20,,,1.9622770010546177e-20,,1.3665848499687574e-13,1.046419091740607e-09,,,,,,0.008274177884681376,,,
"$\hat{S}_{y,z}$",,,,1.0188439808542342e-45,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.705671045949692e-21,,,,,3.0491559956334474e-23,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,5.0961204736260686e+19,,3.2795960634091952e+22,8670316.333297523,48222329216.278496,,,506.02337195266523,1.2073135817582682e-09,,,,,,8178723395062131.0,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1514611.436995325,,2.0737281177667133e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,6.60235341932841e-07,1.153360456018883e-07,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,7317511239956.024,,,,,0.001976193305343103,4.177322686192927e+29,,1.30748390933106e-11,,,,,,302294671.76542884,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,2.3938777899663928e-30,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,955640056.5442724,,,,,828285223.5818075,,76482776794.67764,,255268.80583202126,,,,,7205188724.278655,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.19277985037271717,,0.0006166405730482343,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,3.917439096173962e-06,,5.187264115345134,1842764029.2095115,,,,,0.1876201532030303,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,5.42663077935686e-10,1621.6902417833264,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,5.329917830937198,,,,5.157537541169014e+17,2.27893597684471e-11,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,,1.93890978401553e-18,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,120.85792859872849,,,,,1.222684704808266e-16,,3.3080305192278365e-09,1.3878886983631572e-10,,,,,,,,43880126961.02789,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,3.774913738649527e-62,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.2350525130503214e-35,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.649067155525915e+61,,8.096821709468929e+34,1.824294276099819e+44,,1.8894684400683372e-11,,,3.370924182190506e-09,,,,,,6.1243106526684745e-15,,,,
"$\hat{S}_{x,y,z}$",,,,5.4815717677847026e-45,,,,6.068415460654013e-17,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,52924937976.938774,,1.6478766269114784e+16,75.81128173144799,,2.1942658421339394e+36,,8.75966754257664e-38,,,,,,1.8628172813377907e-14,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,3.0961067632028144e-27,4.557332939328321e-37,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,0.013190648900283408,3.229862780847825e+26,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,296654551.0822425,,,,1.141595836987498e+37,,,,35625056.58446409,,,,,7.416581919454855e+18,,3.075677428413187e+17,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,3.2513162491032847e-18,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.807013085380179e-08,,,,632.7116325095551,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,194510319.14860836,0.020185724910454443,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,0.0015804988380467276,49.53995977038641,653.0398755546987,,,4.985021148955178e-12,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,5.141115414221223e-09,,0.0015313000590516618,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,163283683129999.56,,,,53682130288261.31,,,1.3483300135563035e-19,,,,200600954362.9704,,,1.4187497471841668e+24,,7.858859112402293e+23,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,1.2724493284551585e-24,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,7.04845940578829e-25,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,0.0029518350985831866,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,338.7723116646919,,8.536224280503917e-132,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.1714781232774348e+131,,6.841014490931448e+64,1.864043254327848e+46,,,1.8135819106083816e-46,1373782449.0531855,,,,,,,,71.66780319661233,,,
"$\hat{S}_{y,z}$",,,,1.4617714979636648e-65,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,5.36468237889999e-47,,,,,9.561646542433602e-78,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,3.619984102032863e-14,1.0478918367932935e-13,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,5.5139500132339845e+45,,1.0458449761368014e+77,9542969654770.385,3.767376147413983e+21,,7.223208899806503e+29,,,,,,,,5.596162837631021e+18,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,27624430710577.793,,2.654367286065725e-22,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,5.491234440536336e-12,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,7.279172919185296e-10,,,,,1.3844262485981656e-30,,182108414934.53494,244499749845.39612,,,,,,57237491724215.65,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,4.0899837346759146e-12,,,20602704.39218503,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,4.8537317284390966e-08,,3.62769520972604e+16,115757273227545.88,,,,,0.000690853112691799,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.7565711620947314e-17,,2.907219586659831e+16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,8.638766032733723e-15,3.439712653934483e-17,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,,5.644139851810448e-23,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,1447.485697941867,,,,1.771749152670684e+22,6.966744282056256e-07,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,0.013953267093406167,,,,,1.7869387096379098e-19,1.7471066077078407e-14,,,,,,,,,,1435390.7069269477,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.3458207129998508e+16,,,,,,,,,,,,,,,,,,6.21791659856964e-61
$\hat{S}_{z}$,1e+160,4.262900376223524e-17,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,1.6082557302715163e+60,,,2.08324027739924e+29,1.0314471983296952e+47,,,,,1.8849738991951175e-41,,7.128789519547974e-30,,,,,,,5.2139171997187805e-12,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,,4.80021441044919e-30
"$\hat{S}_{x,y,z}$",,,,,,,,,7.312675597099689e-67,,,,,,,,,,,,9.695115771504153e-48
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.3674885296383367e+66,9440661632708706.0,5616326376172050.0,,,3.082155317406248e-19,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,0.00019857818610717897,1.0592477931158316e-16,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,5035.7998509477175,,1.7805233047755593e-16,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,3.244482827820431e+18,168273255.9575511,,180178.46498607556,1.1036081915425795e+17,,,,,,,9.685614358997253e+16,5.305113245477825e+40
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,5.942714986463813e-09,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,5.55005283276934e-06,,0.15369939053781717,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.8243557567257734e-11,,1.0812166066570799e+32,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,3.9155998711197026e-19,9.248840554639773e-33,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,9.061186820317452e-18,6.506206670702143,,54813870393.0603,2.553887100098511e+18,,,,,1.2775169055671796e-05,1.4027626952063644e+29
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,1.032459029375943e-17,,78276.85063439765,,,,5209661976.911956,4.340036359184317e+19,,,191794376798.6834
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,,1.9195103337448264e-10,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,2.3041281621611664e-20,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.229307172971687e+52,,,,,,,,,,,,,,,,,,3.668948484931662e-62
$\hat{S}_{z}$,1e+160,2.3644534650751283e-53,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,2.725576562622754e+61,,,8.752241913022113e+55,1.2662540273932444e+64,,,2.236732707362383e-24,,,,,5497.6341100323025,,,,,,4.197786099789641e-13,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,,1.1425643965715114e-56
"$\hat{S}_{x,y,z}$",,,,,,,,,1.4713636884119318e-78,,,,,,,,,,,,7.897309531631939e-65
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.1945045916915856e-18,,6.163958461047899e-41,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,6.79641619455294e+77,6.973699668931884e+32,1.622334099620126e+40,,,51176653.895536855,,,4.189140569310852e+34,,,,,,1.0576103199181028e+41,4.470806890373717e+23
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,8.371671460750604e+17,1.4339590855267838e-33,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.4344712642848293e-20,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,1.954015989480724e-08,6.9712097056092684e+19,,2123106983365684.5,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,4.710078238331335e-16,,,0.008549424343452077,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,198747.0459805371,3.8284375502196345e-06,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,2.3871244792449353e-35,,,116.96693950697282,2067.1540763270077,,261203.16366206124,,,,,0.0001763487900283881,0.0001818964267147499
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,0.0004837568768830407,5.031521324336705e-06,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,1.0846020422442165e-31,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,9.455278387198756e-42,,,,,5670.58044367088,,9.219971575296307e+30,,23270672595774.914,,,2382208088330.4463
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,4.2972543912699914e-14,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.6517495180266859e-93,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.054186721935183e+92,,,6.470347021313542e-55,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,,8.650442565274004e-15,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,1.5455121598671077e+54,115601021849952.58,,0.0005463189417274178,,,1.7059504934947577e-46,1.2470590561868591e-29,,2.8080200914504124e-43,,1.043553559036644e-32,,,,4.109408392569153e-31,,,
"$\hat{S}_{x,y,z}$",,,,,1830.4325982878759,,,,8.708489838321843e-21,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,350013108182.38403,3.88572990200546e-34,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,5.861834817676512e+45,1.1483047216745716e+20,2.573519069052872e+33,2.652254214158869e+27,,0.0012131303873597638,,39899933365311.77,,27159670924.836308,,,,47.71597299756544,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.857035855579792e-12,,3.7703776457836196e-28,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,2.7420722434397808e-08,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,8.018866428489015e+28,,,,824.3137014945136,,36468769.28178793,37957.728170124996,,623892867.9704256,,,,2842293413176355.5,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,3.561228080399792e+42,,,,2.506269849737094e-14,2.6345096195379254e-05,,,,63.60372855211516,,,,4.6828858030606675,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.8645724926518044e-05,4.9540563657391045e-11,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,8.645089626435909e-19,53631.59673013276,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,9.582641842773739e+31,,,,3.6819297360688736e-11,1.602839287541596e-09,,0.015722348717035154,1.1567260065668836e+18,,20185478851.547306,,,1.4234935986365532e-09,,199978.2272834036,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,3.1562270993390197e-17,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,5.00054437717776e-06,,3.1683398200637116e+16,,0.00026710683340813273,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,2.43344030203533e+30,,,,0.02095734273407821,3.5182856047309606e-16,,0.21354353747990484,,702497012.2505766,,,,,,3743.82035547561,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.8065631109073558e-09,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,356307683.2705544,,6.186271923284731e-95,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.6164824508215748e+94,,2.4900536489769212e+61,4.149072036424421e+67,,,,3.355055679602051e-36,,,,,0.2624815524308399,,,0.00016453936334229232,,,
"$\hat{S}_{y,z}$",,,,4.015977729680106e-62,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,2.4101774835940856e-68,,,,,3.300571228392413e-89,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.0297785771072824e+88,4.226703538026252e+50,5.548349641679834e+35,,2.2041754112200116e-06,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,353771346070.3915,,1.8023377483060658e-36,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,2.8266845551731755e-12,2.36590996033512e-51,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,2.9805764657789873e+35,,,,,453684.4004835803,,5.991577956060054e+16,4.8859931992459604e+64,,,56343.44137314139,,,1.5481582429170295e+33,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.669009411767014e-17,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,2.0466667865078624e-65,,,,,1.0810890069783111e-54,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.001209659236917331,,0.003095581386003535,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,3.809791548164077,,,,,,1.7748294666230567e-05,,9.249932184539012e+53,6558465032038.062,323.041094807403,,,192650311.58955288,190343.9314049609,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,826.679092327173,1.5247470179607668e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,5.19075205095193e-09,1.9429313174604677e+20,,0.35847472759429544,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,5.146862326080895e-21,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,6077.573048096056,,,,,,6.459288025465708e-34,,,,,5.253647923623465e-06,,2.789596931172655,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,0.0002515772145664311,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3974.922775591593,,,6.549856387137591e-128,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,,3.1938865319540983e-25,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,1.5267510322268587e+127,3.130981611260233e+24,,2.4305828390806027e-27,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,4.1142395310347134e+26,,,,2.3874706716788093e-29,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.188533127809378e+28,1.1260281947375726e+46,1.3252913376507003e+29,,,158031.12603060275,,,,1.335569566659926e+30,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.09374169704814873,,7.545510723496213e-30,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,10.667611441751134,8.88077229925007e-47,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.3462884941816737,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,6.3278673329604054e-06,2.8877655966108104,,224306813704.4149,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,4.458179328059875e-12,,,,0.0006952503616608034,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1360737.849836082,,6.550943784936364e-11,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,7.348954099575187e-07,1.2730149235489155e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,7.487442249083745e-31,,,1438.330787216299,78553.67454862167,15264976052.755337,,661365.2535509793,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,1.51202379416039e-06,,15915.887678677358,327428050161781.7,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,6.283030014968678e-05,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.0541060837820754e-15,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.985737190196256e-17,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.349256603305627e+16,,1.3364853129125955e-112,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.4755588262773867e-48,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,7.482311929195131e+111,,6.777093411604943e+47,2.3398777344647333e+39,,,4.44341080261098e-18,,,,0.0007200506948145876,,,,,,,6.01686326779533e-11,
"$\hat{S}_{x,y,z}$",,,,4.273727576747759e-40,,,,,1.4835908972962274e-70,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,2.2505234029056976e+17,,6.740402639450347e+69,1.3485989335825526e+37,3.3390584252758976e+22,,,4057566562.048745,,6.389833519448931e+21,,,,,,,7.69936428802576e+18,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,1.2402394592805647e-22,7.41510300133117e-38,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,8.062959072275266e+21,,2.9948562517811366e-23,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,2.4645313507687234e-10,4533780185623.753,,1.1832941755610969e+43,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,2.2056649397580378e-13,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,8.45098387749452e-44,,8.482852191091509e-15,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,1388.7911048506094,,,,,1.5649859999580107e-22,,,117884878514113.03,,15521.286045022309,113152141.83946551,,,,,0.00018780536633014838,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.442765097552602e-05,,2.589176429553369e-09,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,8.837658604984684e-09,386223197.68780655,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,16619955539.830893,,,,,1.2988085283290526e-19,,,,5324.66148087628,,,,1.272050683275855e+18,12254543401.683483,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,,7.861321983057663e-19,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,8.160238755714259e-11,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.095734034035121e-61,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.9624258121025548e+60,,5.807502205877962e-79,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.314578473340022e-39,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.7219106675290929e+78,,7.607001181597359e+38,7.376372520664983e+41,,,9.014221688472358e-40,,,5.926801802078148e-20,,,,,78552.44817008552,,,,
"$\hat{S}_{x,y,z}$",,,,1.3556799052630406e-42,,,,,8.22446631226426e-24,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.1093581171614941e+39,,1.2158843650545542e+23,1772277035021.0405,21.26115724036808,,321090699.68441236,,5579489.785461687,,,,,8.382276562637112e+44,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,6.584428907787962e-08,5.642458714069654e-13,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,15187345.99468779,,0.04703412841993956,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,3.1143848170715045e-09,,11.705946657960423,5.768132805381355e-14,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.08542666639608917,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,1.6872506174398548e+19,,,,,1.7922785746568993e-07,17336632732641.908,,,,,1555159678.3013685,,1.9921330134727775e+35,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,6.430207868379506e-10,2.832608182424276,19349.99365295844,,,17023.154875406643,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.005503291719018663,,5.1679603514862594e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,181.70942974804146,0.3530315298122715,,,,,,
