ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,4.582725603226886e-09,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.8787686320719452e-05,4.089681437201126e-06,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.7023842561184067e-07,,244517.82256281914,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,4.717871295694186e+28,,,,45.35904480576101,,,6.582905752285033e-05,,,5874114.474484699,53226.35171405748,,23169817722616.2,3957.943132960895,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,4.3159597195445085e-14,,,,,,3254960571795.595,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,3.0722338349196997e-13,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,4.319245465281575e+25,,,,6.668419107676413e-36,,,3.0153062486164796e-23,,0.0002526564850495744,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.972896790655564e-36,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,5.0686888677421136e+35,,,1.0909603543924552e-123,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,2.0371998732256138e-32,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,9.166235931248757e+122,4.908698518700786e+31,,,,8.671832135146478e-18,,6.946479618323993e-13,,,,3.3778109401906624e+17,,,,1.2361562464781379e+18,,,
"$S_{x,y,z}$",,,,,,,,2.621588989034003e-63,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.615898260531602e-14,3.151470878277904e-50,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,0.00012528954483173601,27655645373522.816,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1.1531588531874974e+17,3.8144804703672397e+62,7981.511955710279,,3.1731214998453104e+49,3.008339871391976e-09,,,,1.0175259621457115e+23,,,,3.1198306211304845e+34,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.7752848744322543e-18,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,1439578109985.55,,,332409249.8688635,,,5.6328987781175424e+17,9.422806728709505e+19,,7674.51625550769,,,,5.459954582872269e+41,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.0612549198883489e-20,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,8.101528964058139e-32,8.417055133017092e+20,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.1880639774799125e-21,1.2103577164524474e-37,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,2.9604972501615335e-18,,,9.827759066621224e-24,,0.0001303013723219806,,,1.2343349069495763e+31,,8.262020280508436e+36,,1377937477.5327902,14378063009.678123,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,1.7658338476611332e-12,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,7.257223323299902e-10,,566304695837.8962,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,8.089592257039051e-19,,,3.205302214892825e-35,,1.8315170663451545e-42,,,,6.955039766670119e-11,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1.7041439569224034e-65,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,5.334044422869694e-60,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,5.868048857832108e+64,,1.8747500409117405e+59,,,2.953230981819942e-62,,6.554865396849293e-35,,,,1.448762147716595e-33,,,4.0699056945082214e-20,,,,
"$S_{x,y,z}$",,,,,,,,3.80031021657846e-34,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,3.386121865021697e+61,,2.631364133479429e+33,175040433.00753772,,2.0423553801555988e+81,146605.10274231888,,,,6495.494348305448,,,2.989022079865943e+22,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.6948178042713941e-78,4.896307516881876e-82,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,5.712965757785444e-09,5.900339242836207e+77,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,3.2792349916750987e-48,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,1.525584339963208e+34,,,,6.821044979298262e-06,,,3.049491733708233e+47,2215180880.2290874,,4874400.677031943,,,1.198486037999851e+19,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,4.514304041377348e-10,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.0011326154317607402,3.596419775871322e-18,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.584825554462382e-18,882.9122153539979,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,6.902444280285122e+32,,,,0.00015395287046333605,,2.0515342628930275e-07,,,2.7895360173250342e+17,,2.7805430464738368e+17,,5284301.631941889,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,2.4570593892368626e+19,,,,3.3455758213898834e-23,,8.343860239447566e-20,,,,1.8923976518587136e-07,,6533454.61109752,,3.250510210875577e+18,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,1.5305838327879886e-07,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.0764401128604177e-19,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,23214.666578922035,1.348996362531142e-138,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.3076216347985756e-05,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,7.412918431623382e+137,,,,,,1521940826500378.8,,,9.426279120572455e+21,,,,8.62185264515718e+24,,,5.706046612281607e+48,,,3.591399159724482e+97
"$S_{x,y}$",,,,2.7844301218712655e-98,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,3.815364155629009e-24,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,9.493350292127655e-11,8.965759328894537e-11,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,11153544985.054806,1.650012115087939e-07,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,6.570557689154356e-16,,2.6209817967824827e+23,10533689047.893328,,6060561.561068926,,3213289401021521.0,,,,1.0194005348815949e+18,,,4.762808821598544e+49,,,
"$S_{x,y,z}HF_{y,z}$",,,,1.0608639816505565e-22,,,,3.112075742950806e-16,,,,4.817786682761125e+21,,,86038185373.92197,,,1.7506695639476562e+32,,517.2739182776489,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,0.001933211717555119,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,2.075641919925955e-22,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,6.683754432973496e+37,8.191943550913499e-25,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.4961650821080749e-38,,1.2004086059528784e-45,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.159843529176634e-25,,,,9.809686828506046e-19,,,1.1622746291707569e-11,,1.2207115366273343e+24,8.330496757861919e+44,,,27209596978.699253,3.1378702405583044e+43,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,3.675173876271815e-11,,,,482886.1927169228,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,2.070881327903735e-06,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.7525268683358026e-49,,,,2.0996013853530437e-50,,,5.7121002192158936e-33,,,,3.1868749289711717e-44,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,1.7074346711332292e+54,,,,0.03290333216846434,,,140866205556558.38,,,,2.7190380955132744e+19,,,,3.035766198971942e+24,,
"$S_{y,z}$",,,,,5.8567394519188084e-55,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,5.0463779018004955e-28,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,8.01098539867501e-09,1.0487281099466853e-24,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,5.125427306329654e-18,124828588.52362864,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,30.392058618258538,1.9816193306553803e+27,1.9510568392318208e+17,,9.535359932812687e+23,,36904.65581345905,,,,3.1139576558798556e+16,,,,4.546134469970812e+29,,
"$S_{x,y,z}HF_{y,z}$",,,,,7.0989347377465615e-15,,,2.7096852089738282e-05,,2171946720015.2065,,2.2156479173889752e+50,,,2746954.9000047203,,,,1.3911165360919372e+20,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,4.604164507281277e-13,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,4.5133524697301526e-51,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,3.6777712002274444e-20,,,3.211347457187718e-17,,,3.640394678479365e-07,,8.80626633416107e+37,5.749819334374114e+26,,,,,1972251958.0659878,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1839865137228182.0,,1.7391850801671377e-27,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,5.435180980202349e-16,1.1355550264484082e-38,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,3.2940613158505046e-25,,,2.1996709657521864e-30,,,7.188470369343027e-21,,,,5.070346087933973e-10,,2.5357468725741973e+25,272312886185.0011,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,3.943611291866986e-26,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,3.672246341367152e-12,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.0629357958156997e-10,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3264841533.2966094,,,1e-160,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,2.358484985989386e-57,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,4.240010031611455e+56,,,,244100.9802658089,,1.2570926804751133e-11,,,9.712790040356553e+45,,,,,2.7054961445488217e+21,,,
"$S_{x,y,z}$",,,,,,,,6.949890869508484e-51,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,4.09666523629307e-06,1.4388715143533222e+50,333240771.953162,,6.156653307817121e+37,1.1081580498549647e-09,,,1.659227464022995e+29,,,,,2.2034551417416606e+34,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,3.000833283811241e-09,4.872337858995655e+27,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.0524028278411137e-28,1.6242590738872645e-38,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,2.5968330380732973e-23,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,79548629590.46535,,,902398353.8547409,,,3.850844414479351e+22,18165971460.298313,2.8416659264008757e+29,,,,,5.203873434817945e+47,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,5.5047978148897657e-11,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.935702250572922e-23,,2.5039017386943052e-14,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.854188488828517e-28,39937669459883.2,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,1.0295702839709387e-46,,,6.026901203620272e-30,,3.519062500307889e-30,,,,2.5408426154555504e+22,5.393194953075152e+27,,,6.677468107429074e+18,6.387581759646719e+35,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,1.5655376911454322e-36,,,291779365700.8482,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,3.4272471516209516e-12,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,3.6961797266458997e-22,,,4.538327016766847e-35,,1.921645506036379e-48,,,1.4975736071093195e-19,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.2941697515307018e-10,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,7726961620.121569,,,3.9980048472992465e-86,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.5012475927224684e+85,89781751799254.34,,,6.490299658605787e-53,,,,,4.07939797121634e-41,,,,,5.288103160675563e-57,,,1.9686410679937632e-23,
"$S_{y,z}$",,,,,1.1138120831457259e-14,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,4.504552198479966e-19,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1.5407609087417929e+52,2.2199764947500086e+18,,3710.928569099479,3421345.3823229945,,,19.617337864059095,,,,,59095050.20686747,,,1215357.709261391,
"$S_{x,y,z}HF_{x}$",,,,,,,2.9228268071580335e-07,5.519675370944364e-07,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,0.0002694743327389531,,1811700.7483157646,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,5.0796461389434354e+22,,8.228030252983951e-07,,,,4.4469906185062077e+30,1.2373322396855228e-11,,,,,3.2042426237374696e-05,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,2.2487117374129088e-31,
"$S_{x,y,z}HF_{x,y,z}$",,,,,2.451342102574595e+40,,0.050975316168260475,,,,,,,39377926.4788139,,,3.530838789343107e-26,,,80819036951.15529,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,2.5394937961957434e-08,1.950742970778996e+29,,1.64400437157893e+54,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.4456757344041665e-37,6.082708886227491e-55,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,5.1262519715791516e-30,6.917180500453988e+36,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,3.133996103950325e-31,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,1.8910372389033508e+56,,1.692189102978018e-08,,,,,2.832188212665593e+25,,,,3.1908144325371835e+30,,1.5960796487332524e+40,,31208.622986033035,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,6.265351486648312e-41,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.3476921516542693e+142,,,,,,,,,,,,,,,,,,3.465605605370538e-50
$S_{z}$,1e+160,7.420092183311425e-143,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,,1.3642247872971089e-47
"$S_{x,y}$",,2.885498564667405e+49,,7.330170286535149e+46,,,,1.3932893578627784e-67,,7.217864558163323e-43,,,,3.349408069304019e-78,,,,1.3927849143314e-08,,,
"$S_{x,y,z}$",,,,,,,,1.2172074974951047e-38,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.4069886515530068e-10,3.072909425604496e-15,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.0857042411274185e-16,7107377866.1698475,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,8.215526128929564e+37,9210611528620158.0,,325424495648218.5,2.6012580892533002e+19,,,,850390441400907.0,,,,4.142609305940797e+59,,,7.177260016784593e+66
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,6.607350077809736e-14,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,3.844293667480928e-20,,,15134660464842.344,5232439134237366.0,,2.037804488628824e-12,,,,2.4398127613603845e+40,,,1.3854513228140468e+42
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.9111545769480816e-16,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,8.458154521846972e-35,5.412781295767152e-08,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,1.1759304330286578e-15,,490724211071.33264,,,1.18229100380828e+34,,6.783282945250184e+23,,1756126482502.6501,2.1338708539062193e+55,,,2.9856021700210216e+77
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,18474790.41471729,1.4742124249736977e-24,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,5.694350663028002e-13,,7.463229899703411e+47,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,1.339902446311804e-48,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,2.4139375117173825e-60,,4.0986751763787916e-41,,,,4.686319222034552e-56,,,,,,,71798595.00991547
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,7.154708127824325e-05,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,13976.810543969597,,,1e-160,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,1.0864455098351188e-58,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,9.204327239124602e+57,,,,2.2792001484899895e-26,,,,520985.1064666583,,,,,1.9764730843052275e-26,6.006464243715891e+36,,,
"$S_{x,y,z}$",,,,,,,,4.37272583222155e-35,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,2.11619350201395e-32,9.2293215856549e+40,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,4.387504101658284e+25,2.2869030402758024e+34,4.725465790573097e+31,,5.42425629267542e+73,,,7.69844866880151e+47,,,,,1.2609099391066114e-06,9.154706876752917e+65,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.0835032572213067e-41,1.843570705444612e-74,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,263853359009.21912,2.1471084272583932e-07,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,3.7899839659235106e-12,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1.9194406665135587e-06,,,1.2989630028353224e-48,,4657426.6455508405,,,,,,,4.187638881758536e-11,3.111115263216439e+18,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.6240530494979176e-12,,5.022068660247344e-17,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,615743432955.687,2.9497163650392798e-09,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,339015646.33543456,1.9912113267498588e+16,,,1.60926643996859e-33,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,2.831024142501817e-08,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,5.059517419897076e+25,,,793078.0533846271,,,,23879805022.253136,,,6.214011397761567e+32,,,5.023598060107299e+37,35322906.11680498,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.6648729758879767e-37,,,1.092334264179838e-66,,,,3.2142814244887414e-19,,,,,1.990605116163774e-38,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,8.974979200237336e-17,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.1142087103372406e+16,,,5.311507250296723e-115,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.8827047632178903e+114,2.017570927320445e+38,,,,,4.092143252723733e-13,,,,1.8357547084255292e-20,,,,,1358307752.411895,,1.537178326473228e-17,
"$S_{y,z}$",,,,,4.9564552425827703e-39,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.1424951824062498e-14,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.3690898347454213e-62,,7.544341558005005e-36,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,4.2210303101801054e+61,7.731969902498585e-07,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,2443707217078.482,87527721376808.3,1293331.4700007434,1.3254967213658814e+35,,,,,260637.29204506788,,,,,3.1370793274260324e+31,,5.735716375643595e+23,
"$S_{x,y,z}HF_{x,z}$",,,,,6.505426096491456e+16,,,,1.7434613821674397e-24,9018653.536226219,,4781252.190527678,0.24024688588617002,,,,,1.332741157543415,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,,,,,,,,1.1088129685691881e-07,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,2.0915023097529523e-07,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,9.223458773898033e-41,,4255283214883.0723,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,5.447350865615752e+19,,,,3.83674950024836e-06,,,,,1.0841919766909506e+40,3.304266155511024e+52,,,5.715141798570723e+36,5.02903081148448e+27,4.162384858023942,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3.0263905900320676e-53,2.3500198447484025e-13,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,8.37201479257461e-17,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,1.9884547092381363e-28,,,1.1944556057007088e+16,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,7.362101837557345e-10,,,,3.1876783964545074e-32,,,,1.7497378634596365e-37,,,,,,,0.7503332468873832,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,95.44956922581619,7.401221896884983e-43,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,0.01047673664858752,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,8.454136308201338e-65,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.351128251432211e+42,,,,,,1.2904959112759372e-75,,,,5.673009834971908e-49,,,2.3603274757597213e-52,,1.014843879268308e-51,,,,1.182852941500248e+64
"$S_{x,y,z}$",,,,,,,,7.056348129147447e-31,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.2547292487970629e-45,4.40941795270343e-22,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,7.748959072727953e+74,,1.4171636400269564e+30,7.969846888950126e+44,,2.1208520746201447e+36,,,1079518480113407.2,,,2574.9428903377398,,55778.344350013096,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.267873017995258e+21,4.715086035310148e-37,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,2.477738574478313e+19,1.0821378792495604e-10,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,4.0359382959138443e-20,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.7627327099547535e+48,,,,9.263389357586045e-16,,9240966601.164343,,,,,0.04372611652866292,,1.1001694143167122e+18,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2158576593762397.5,0.0001989597687540946,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,4.236700247189763e+51,,,,0.0003883581277675778,,,,22.869627567874446,5026.141748465517,1.7528848133460108e+21,,,5.8199036769071445e-06,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,4.632682494981569e-16,,5.704881418255547e-22,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,9.853732386118244e+50,,,,1.7928104744825852e-05,,,,9.089509188192394e-19,,,171824.14959338764,,,1.2886162498288504e+27,5.17467193335864e+31,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,1.9324896590129265e-32,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,7.76026222029108e-28,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,47.28308331532272,7.531395786782495e-124,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,0.02114921299296775,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,1.8780881192301235e-53,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.3277751273608372e+123,,,,,,4.10024796308283e-35,,,6.554684232150115e-42,,,,,,8.575749820277888e-38,1.4182874201992055e-49,,,5.32456379315112e+52
"$S_{x,y,z}$",,,,,,,,1.860389650537748e-55,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,3.1866948368932507e-06,0.19369011691833607,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,5.162886036263902,0.00022876078085553767,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,2.4388768898945707e+34,,5.375218034087369e+54,313804.7573375155,,4371.378678898196,,1.7769000269499558e+19,,,,,,1.3478695490322343e-13,1.0866653990523826e+16,,,
"$S_{x,y,z}HF_{y,z}$",,,,1.5256265055379681e+41,,,,5.627778630385286e-20,,22216.913401945287,,3.8341048213663934e+47,,,,,1.542460020148674e-17,10069.407078061391,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,4.5010752929902546e-05,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,2.6081707376055026e-48,,,,,,,,,,
