ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y}$"
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,2.237399573284642e-28,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,7.908401997052645e-31,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,8.510260873185613e-69,7.446561343315399e-14,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,2.274564134479658e+28,,4.507508563244715e-25,,,,,,1.175052110506777e+68,,3.040174755635494e+35,,598638147262.9362,9.984506615092305e+42,,9.249294308880286e-13,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,13429017151623.63,3.289284598348584e-36,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,1.6704581967790571e-12,,343.86382174018297,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,0.0029081279761834938,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,473487.3000254413,,3.058478226538319e-41,,,,,,,1.0015517426654087e-43,,,,,,4.282377203985584e-45,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,,2.8625550930491596e-152,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,8.564182326279505e-12,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,3.493382546341883e+151,116765379565.94684,,,,,1.8272554916725545,,,,,,1.403361335820175e-24,,3.722550808728663e-24,,,2.7937191912712646e-09,
"$S_{x,y,z}$",,,,,,,,,1.0307105764975702e-12,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.6965198870749734e-05,,3.10161036688879e-11,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,58944.19556284326,1.2580033626796146e-43,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,0.5472688436605343,970204461661.8499,7.949104347940267e+42,32241316016.850147,,,,,,,9.755691235803564e-09,,4.618219278943925e-19,,,46.16338892765395,
"$S_{x,y,z}HF_{x,z}$",,,,,357945781.78236884,,,,0.021662187790570872,70549560587.20384,,8.346867111810246e-05,,,4.373746073934512e-25,,221123.94493740686,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,,,,,,,,1.4174432720441044e-11,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,2.8519148816385707e-17,,,,,11980.54295826836,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.18857470350955e+43,,2.0423009849635708e-36,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,7.125748547258956e+23,,,,102504269.13164102,,,3.5064160099527548e+16,2.3402863562478427e+86,4.8964379264491096e+35,,,5.74470575619738e+22,,,2.2863695859243724e+24,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,8.413438356438698e-44,4.272981369695672e-87,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,1.052598789749141e-12,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,2.6863300230991962e+23,,,,2.1653367664011738e+18,,,,,,1.740733194073868e-23,,,3.148674020668436e+20,950029593173.22,4.52235057710764e-06,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.175940073300153e-21,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.717947661559706e-49,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.689655936631697e+48,,,1.3256784211092333e-108,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,2.7111652985967097e-10,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,7.543307517695515e+107,3688450868.4055405,,,,2.8916745134543347e-28,,,,5.862827659102431e-33,,1.3283843134105187e-25,,,5.594348570984094e-55,,,,
"$S_{x,y,z}$",,,,,,,,7.507525935205357e-53,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.0434211797370603e-34,9.519827002529526e-36,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,2.9843268320155255e-07,9.583857596718496e+33,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,3.458203872348761e+27,1.3319967305216462e+52,3350839.423055516,,1.0504392566527613e+35,,,3.579898124869726e-08,,0.09133521759250769,,,780316123107.758,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,189.20811173541097,,1.1933994372968083e-17,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.005285185665815439,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1.705661599053544e+32,,,27933755.79748908,,,8.379424095130453e+16,,,0.00035331583813439385,,,29427296903022.04,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.4280288543662675e-49,4.5590742584158e-45,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,4.551733018234742e-08,7.002659623735553e+48,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,7.527941951020043e+24,,,10.948679231942082,,,,2830.328822167381,21969654.10743315,,2.1934277515968405e+44,,9098188609627.865,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,4.393770360431824e-21,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,1.7875182200598763e+54,,,1.2815318950700506e-12,,,,3.3982054257158255e-14,,1.0991198829861388e-13,,2.2759496240529945e+20,,3.074156934346437e+25,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.252924367091881e-26,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e+160,4.9103295723463935e-138,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,2.0365231809117683e+137,,,,,,,1.702414156818969e-48,,,,,,,,1.0615956013060823e-06,4.0842474204757995e-07,,8.091827941724892e-42,1.7034991984143974e+34
"$S_{x,y}$",,,,5.870269859421076e-35,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.5894646048866297e-40,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,5.874011303269125e+47,,6.291426666096324e+39,5717112200.589723,3841413.573652561,,,,,,,,,850172825023.3309,1.1225438747515884e+45,,1.09874805342724e-06,
"$S_{x,y,z}HF_{y}$",,,,,,,1.355185960711394e+21,,2.6032083784437777e-07,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,7.379061095608296e-22,1.7491348165195176e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,,,,,,,,7.226872757511163e-28,
"$S_{x,y,z}HF_{x,z}$",,,,1.2358147098550829e+41,,,,,910126.7546101923,1.3837243764402272e+27,,17242227273110.467,,,,,8.78970269100543e+29,1.4430852346119379e+54,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,5.799714759354299e-14,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3.747862713832032e+39,46925.22361006478,,,3.698561412877356e-15,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.5141095431469636e+37,,2.1310500474323037e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,6.604541953560207e-38,2.6681873813289764e-40,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,941978.2813433843,,,,,1.1762314326767118e-12,,,,,,270375394205509.12,,,2.505977653753058e+22,129238058043081.31,1.1376949086381586e-30,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,7.737658822346677e-15,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2448431.490674734,,,,,8.90833777184249e-46,,,,,,,,3.990458568145481e-23,,,6.92959761499404e-55,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e+160,,,,,,,,,,,,,,,,,,4.22945898826653e-33
$S_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,,0.001013088816863879
"$S_{x,y}$",,2.3643685936528165e+32,,987.0802868948878,,,5.914973871705407e-54,,,1.2035155837948953e-53,,,0.07031402749317163,,,,,2.1321358309048734e-50,,,
"$S_{x,y,z}$",,,,,,,6.815591778214547e-26,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.2924306055898161e-17,,2.5574160866210877e-23,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.1929234809339835e-20,3.91019672250995e+22,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,1.4672240247668793e+25,,7.737359326488853e+16,3.131925979345685e+19,1.1119627616887342e-11,,,6.1835155674180275e+63,,,,,1.5055912250652e+36,,,1.6906245432182773e+53
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.6525904683738467e-11,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,89931069137.72034,,,,60511059402.63607,3.0409811341297836e+41,4.57226508161535e+53,,,,,2.6788875245020293e+39,,,8.308990871948869e+52
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,3.288412377100008e-42,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.8011975225757574,173.86919332003933,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,1.6172030119389792e-64,,,2.1870997900382165e-54,,,,8.498682596147261e+18,1.2481316676880323,,,5.527150015176869e-16,874.9421426087678,,14.221913260438857
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.1766529561338526e-19,,0.005751450161497614,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,5.3857828839399244e-08,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,0.001142932716691819,,,18567402.762965787,,8.810903665037253e-33,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,6.64190906105138e-37,,,3.7328928178344745e-40,,,1809250693855104.2,,,,,,1.1349573642123938e+32,,4.690132708738365e+49
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,4.38789105010865e-96,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,1.0048222603669062e-37,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,2.2789991560415765e+95,,9.952008822285194e+36,,,4.738899499633279e-19,,5.460677289114282e+22,,,,,,,7.654323161058382e-32,5.9363075636524315e+28,,,
"$S_{x,y,z}$",,,,,,,,1.1306002946174359e-33,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,5.812830429218098e+18,1.1630045956802794e-20,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.4217432508427632e-23,1.7203323100111715e-19,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,2.1101945717088648e+18,,8.844858830842359e+32,7.0336187592748026e+22,,8.598418301305743e+19,4.6927585547347214e-18,,,,,,,5.26145896825187e-23,1.6042977083103534e+36,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,2.5380569324864637e-16,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,1.8312746698902605e-23,,,,2.130942788418249e+17,,,3940021940407490.5,140927599721651.8,,,,,1.9328886307731436e-25,327829134480.9543,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,7.095842134366262e-15,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3.445430738296644e-20,1.1654349190013531e-08,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.19593780320542192,,85804877.10604104,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,5.1036603638533,2.9023947249462956e+19,,8.97814617316455e-55,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,1.3064512419432883e+31,,,,1.90061351049983e+22,,5.173603818032735e+24,,,1.1138156816704261e+54,,,,,6.926020342894907e+19,3.4482132959482234e+25,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,2.9000526190622736e-26,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.6845488365914956e-29,,,,6.233257049610824e-37,,3.0503695212546657e-12,,,,,,,1.443830584508541e-20,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.6013963781656e+24,2.3073671196868404e-87,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.776700743252699e-25,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,4.333944050202647e+86,,,,,,,1.6565652998508007e-49,4.4226752802573897e-54,,5.356401739243792e-42,,,3.463058704536541e-32,2.716775242984126e-57,,,,,2.870092933687902e+37
"$S_{x,y}$",,,,3.4842077350960837e-38,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,2.2391078002098886e-23,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,6.036586665735817e+48,,4.466064563333049e+22,15367409354.231775,2958952121053.165,,4.825699541351164e-14,,0.00010220041604076239,,,22994922798.318066,1.2490144735432123e-05,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,9.976297260103795e-15,,3.3795747923223407e-13,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,100237590553671.6,6.507277687143973e-11,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,3.4830176636982836e-53,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,2.2610748848416523e+53,,,,,20722384214579.73,,,0.002912234706555967,,,2.455432219037402e+23,2622506142796.941,,,,2.8710735820334474e+52,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.866924940811438e+41,,,,,9784.695980113744,343.37891714181524,,,,,1.020121627140144e+22,4540285.347481457,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.377521979773446e-21,,5.607964972568055e-22,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,4.206059958677185e+20,3.06200301669869e-08,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,2.887620699845541e+31,,,,,4.348786072346126e-11,4.0726027468680356e-24,,9.802752665909517e-23,32658361.03186318,1.7831780421090434e+21,,1191560.4592351986,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,9.911989604094714e-17,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,3.6808344841275594e+56,,,,,80063.12346110718,3.813146454381554e-13,,2.2025047402686053e-07,,,8.392356361353654e-07,,1.00887918565501e+16,144669367121.05826,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,6.912313365988581e-12,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.2095031191049634e-61,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,8.267857967493325e+60,,,6.0291086573694095e-62,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.6586199666142938e+61,8.14097906083038e+41,,,,2.087177603023679e-20,,,5.443092742874697e-16,,,1.409939572412102e-29,,,,16747.535172221025,,,
"$S_{y,z}$",,,,,1.2283534849161006e-42,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,2.5898549530122393e-80,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.6010373435418953e-11,0.3218336701520076,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,4.791159116269298e+19,3.86122009974693e+79,62459505022.3969,,2104354.471611902,,39776823781.66621,,,614497717964465.1,,,,2.1746686145326253e+48,,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.1071950909539168,4.752051108737474e-07,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.057050023736845555,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,1837190816395796.8,,,2.5140267747092377e-11,,17.52847649306329,,1.4551244555778132e+63,,14.531606164413436,,,,7.675802288547991e+43,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,6.872264404372969e-64,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.08237565435404944,4.1707126496680757e+40,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.3976717745817e-41,8.416524831417337e-55,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,7.092502541007598e+28,,,1.6273453436288067e-15,,,0.06881551761627754,,12.1395090314186,,1.1881388340555763e+54,,3040599976.864008,6.428305827989276e+31,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,7.816968989903639e-20,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,3.288824599121956e-10,,1.2792682192952222e+19,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,5.9710279137594545e-05,,,4.598401767135071e-49,,,1.3027954113564943e-44,,,1.5556198269938135e-32,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e+160,4.0317226229621798e-106,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,1.9277377457960737e-26,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,2.4803293617091196e+105,,,,,9.572754361763988e-49,,,,,,,,,4.120982974593292e-28,,9.295287430378036e-08,,7.753111443000462e-67,5.187427606170789e+25
"$S_{x,y,z}$",,,,,,,6.955149174833934e-53,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.0446314218551914e+48,,1.4377836835165749e+52,,4.1516483438866737e+24,1166087481851596.0,,,,,,,1.0505687170713857e-07,,3.846181147102509e+64,,0.00013229741017093072,
"$S_{x,y,z}HF_{x}$",,,,,,,8.575685920340466e-16,4.306687581018557e+47,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.408681846747704e-25,,2.3219701480261404e-48,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,1.289804754325831e+66,,,7558.726952462496,,,,1.7421847394618062e+59,5155830551749230.0,,,,5.42891896051755e+36,,7.735390998242151e+60,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,5.739919408942354e-60,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,1.9395517171539469e-16,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,9.412109473072981e+26,3.811061618638624e+20,2.057748817423503e-09,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.6239407809869448e-21,1.1160272044896418e-13,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.0624610804420528e-27,,8960355052073.297,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,2.4266055117558256e+27,,,9518653.884799145,,,,,,485967962.4319235,,,,,5.917515247997552e+42,1.2921546898515874e+24,1.8419873408916533e-37,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,7.7390114964862035e-25,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,10758139.62171722,,,2.5999815446897043e-65,,,,,,,,,1.6898984761186603e-43,,,,1.2927594742492624e-61,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.785491059304339e+40,,,,,,,,,,,,,,,,,,5.235445868129445e-93
$S_{z}$,1e+160,2.0896497091050228e-41,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,,6.321573275122258e-05
"$S_{x,y}$",,1.910056994548368e+92,,15818.846930642596,,,2.8358555058759624e-86,,,,,,,6.3605996207286964e-83,,,,7.068020717584418e-49,,5.924287292709258e-72,
"$S_{x,y,z}$",,,,,,,5.868569672877117e-19,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,6.37775295750774e-26,,145683443.2149432,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,1.7039927201030254e+18,,1.567950352832064e+25,6054294990770.462,,,,,1.698744346093647e-12,,,,2.6695682497899004e+21,,0.02765182465726108,3.526272752359827e+85
"$S_{x,y,z}HF_{x}$",,,,,,,1.6517199798233507e-13,6.8641980030948836e-09,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,0.36761005792872026,
"$S_{x,y,z}HF_{x,z}$",,,,,,,36.16397877517318,,,,2.7202737749735357,1.9710466760745947e+59,,2.1271726196195372e+33,,,,3.6545644234276216e+40,,,1.6879667554790144e+71
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,5.073446570994115e-60,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,299866213.8040202,0.00040356534161535194,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.882828421096415e-18,3.334820509834287e-09,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,588670097592.7032,,,,,,2.5754421559467846e+17,,2477.913479877379,,8525561125250713.0,4.0854803364747226e+46,,4.701075929507115e-34,1.5721788190237258e+82
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,1.49894333505915e-40,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,1.1729433233881046e-16,,6.671366265893826e+39,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,3.7459240837116705e-22,,,,,,,2.44769260317351e-47,,,,,,2.736304205200188e-41,1.4148232439558584e+48
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,9.338341343959615e+99,5.862220930986232e-91,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.0708539805592318e-100,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,5.742265002358242e-53,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.7058381316102405e+90,,,,,,3.6487917470903266e-38,,9.37815556167163e-09,,,,0.0003090480860758887,,,,7.195576929614226e-16,,,1.7414730939608647e+52
"$S_{x,y,z}$",,,,,,,,2.135091559020703e-59,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,2.740633254275021e+37,,4.68363989251434e+58,1521640692465386.5,,83867500.46656674,0.002843198841946003,,,,2.3255482224270396e+16,,,,2.271009752994149e-13,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,6.571853690241315e-16,6.811621893485505e+16,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.468079138327363e-17,1.1923569850500597e-08,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,106630775.46793784,,,,351.71651917090634,,,9.283405334808558,77491093935.00456,,6.197610390984271e+24,,,,8790.42394334495,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,0.10771909271810569,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.2904708776453035e-11,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,4.163713003170682e-09,62051934.743951835,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,3235.742413737012,,,,4.300061337607345e-17,,1.6135251119604267e-25,,,240170251.705268,,4.628440512803049e+24,1.7821792322016848e+17,,9.505538339330705,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.6115532966479654e-08,2.1605549368817227e-25,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,0.0018695798626020199,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,5.611107917381637e-18,,,534.8795309595563,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1389742629092581.5,,,,4403327632924.421,,0.00011376015610226394,,,,0.10520182700882263,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3030421.104196341,1e-160,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.2998714225401265e-07,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,1.2982354978631886e-18,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,,,,,1.0124598238487198e-62,,,1.08523349948677e-42,,2.119600000349014e-29,,,,,2.3152191928846746e-26,,,7.702762724066127e+17
"$S_{x,y,z}$",,,,,,,,2.5353694080281485e-46,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,9.876935128138165e+61,,3.9441984147696147e+45,493951596032.6397,,7.232639050388665e+29,,3.2060176806386195e-09,,0.022046319632220097,,,,,1.4996058043934892e+35,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1035.0085663302068,1.3826211885221375e-30,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,2.024489865063461e-12,0.0009661755781845019,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.6281707022868292e-26,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,9.214606814781532e+41,,,,311913438.91803056,,6.141862143787878e+25,,218210751.98040634,15190.860049194594,,,,,3.3164127207935596e+22,,,
