ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.4802294183056004e+21,,1.1243894904393915e-26,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,4.031885085385216e-22,9.519956671348425e-48,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,2.9293051736396528e-05,12555.866706951923,1.0504249488967034e+47,8.893715287299757e+25,,,0.009908198647806656,,6.290170565933898e-24,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,0.00015579440705402783,5.311875569859398e-09,,,100.92651909248576,12422.865848205205,,6.152336998658899e+33,1.1245331429823248e-22,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,8.049672372051536e-05,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.6253986090456073e-34,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,611.7989053248756,2.273604451026644e-74,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,0.001634524009926077,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,4.3983024380008184e+73,,,1.700225716936565e+32,8658403187.678507,,,,,,,,,1.1967477791619845e-18,,,,,6.873395254523557e-40,
"$\hat{S}_{x,y}$",,,,5.881572017401204e-33,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.1549473711539186e-10,,,,,4.357180921791614e-61,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5.402306763486746e-08,,0.00010258721115340825,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,18510611.184815098,8.414092626298809e-15,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,2.2950619172104824e+60,118848228135073.44,9747.803734566938,,,,,,,,,,,,1.3504146658552175e-11,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,1.4548850502113558e+39,,,,,74051328475.96114,,7.535801172170426,7.032343806184805e+71,,,240901888034210.6,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,,0.1326998917769993,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,5.349218168046269e-65,,,,,1.422001010702179e-72,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,8.355979575748567e+17,,,,,,,,1.8694320713511612e+64,2.3042193546203016e+28,6.204310918249183e+30,,,1.5051467625388331e+21,,,4.151067507856101e-15,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.391913106579024e-14,,1.6117825382648516e-31,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,41807538796015.29,4.3398645966359567e-29,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,6.6438703845280325e-22,3.278375858981713e+50,,7.124473091262796e+21,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,3.0502908849219234e-51,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.4036125720319793e-22,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,171512906707.08234,5.185171094084327e-131,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.830465002309396e-12,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.9285766696124703e+130,,,8.312753416199453e+44,481705146713.0203,6.56007646351143e-34,,,,,2.826290575588237e-60,,,2.83694571128159e-38,,,1.0739980203952226e-06,,,
"$\hat{S}_{x,y}$",,,,1.2029708448361442e-45,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,2.075958720440573e-12,,,5.456486574512606e-58,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.524372475781673e+33,,1.8326811334440493e+57,,1155.6506151994113,170.02544297043875,6422845607877376.0,,2.2040145536948228e-07,,,1.8007113425721216e+36,,,1.0738367677747319e+30,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.005881472693318398,8.030017509355575e-09,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.0008653134319730767,,124532729.70263448,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.5001296673425432e-42,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,1.5569422979333927e-16,,,,6.666090417180301e+41,1.2499813293366926e-17,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,3.5382066112995817e+59,,,4537175.1212967,,,8.000119494029994e+16,,,,,10.102366990311587,,,2.4611860391389803e+24,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.3523558915594084e+26,,4.231487796905497e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,3.5249176465497117e+37,,,5.553360921088041e-37,,,,,0.09898670291418081,2.1918534771206995e+36,23632349849414.754,,6.056652327815469e+20,,1.1260193087285544,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.9829768447849137e-27,4.56234876299139e-37,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,1.5096994721401017e-06,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,1.6510771064197488e-21,,662383.4865507584,0.0019160577118060864,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,931100.4126730216,,,9.31240231299082e-31,,,,,4.0630817179096277e-25,,,0.8880842382082691,521.9049477676716,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.760045000049494e-12,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,362312933297.1266,,,,,,,,,,,,,,,,,5.314239795226327e-153,,
"$\hat{S}_{x,z}$",,,1.8817366895981615e+152,2.692471609304878e+38,,2.065825382535118e+147,,623.4511187984443,,,,,,4.985219958173728e-07,,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,3.714059589501753e-39,,
"$\hat{S}_{x,y,z}$",,,,,,,,1e-160,,,,,,,,,,,4.840680187464975e-148,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,1.9190036687412664e-05,0.0005985978471137617,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,1e+160,52110.37458078081,,1.9333430578682047,,,,,2.62611003744205e-14,,,,,0.0016039749867275326,1345232.995934502,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1670.5706591189144,0.5172387776345535,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,3.061120079019674e-43,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,7.433656496845912e-07,,3.2667780883664346e+42,,4.832127878958267e+50,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,7.176082781578369e-61,,,,,,2.06948165497554e-51,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.8115680611351894e-11,1.5013258951154053e+31,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,38079135517643.625,,,,1.3935179267539769e+60,35567341008.8548,,5.806522936864905e+43,,,,2005929.5445136933,,1.3479027643234396e+19
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.660779003769405e-32,1.722201067442827e-44,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,,,2.5196914324550712e-12
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,7.418932778151365e-20,,,396873993029.23615,2.1459951904631562e+18,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,,4.659842689508435e-19
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.6986134116732566e-18,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.887154741201107e+17,,,,,,,,,,,,,,,,,8.996970447715821e-132,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,1.0328591026699143e-62,,
"$\hat{S}_{x,z}$",,,1.1114852558550785e+131,9.681862680156718e+61,,1.1931545287675594e+56,9.779331921164149e+16,,,,,,,,,183916.4843690079,,37475036827.94771,,,
"$\hat{S}_{x,y,z}$",,,,,,,2.0201659790043646e-30,,,,,,,,,,,,8.381144067172307e-57,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.94608427295603e-05,,7.085287824372274e-07,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.0483105209709379e-13,1411375.2677204693,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.950088311520068e+29,,20218.01378249363,9539158293229.824,,59361427.08296809,,,,,5306264117601105.0,,1.4626441873944003e+18,1.022564739658574e-17,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,1.6845956189737878e-08,,,7.138186112796882e+18,,101083856769961.28,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.4009161209838226e-19,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,9.89277647246604e-15,,53455960.827003784,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.268541935511944e-22,3.797362577502627e+23,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.977635807725994e-31,,2.633406685799437e-24,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,1.8706987668526586e-08,,3.358369070540212e+30,7.883066156551073e+21,6.798989720490278e-06,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,5.1070306587382164e-48,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,1.884565068449867e-16,,,,,,147080.67538126672,,,,,0.00020170685323678085,5.437250518521285e-06,,1.958084975050978e+47
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,6.836932786650122e-19,,,,,,,,,4957.689755965376,,,2.668443008051246e-11,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,6.338168299102716e-64,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.577742894806956e+63,,,,,,,,,,,,,,,,,1e-160,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,2.4911163815429855e-20,,
"$\hat{S}_{x,z}$",,,1e+160,4.014264477601825e+19,,1.6073588695717847e+21,3.594493161956969e-68,,,,,,,,,,3.412149938847045e-12,,,,
"$\hat{S}_{x,y,z}$",,,,,,,1.3312521193946138e-69,,,,,,,,,,,,6.221386019827727e-22,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.5759948567727926e-43,6.4646774444851904e-49,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.171743678414011e-05,,1.546867587110735e+48,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,7.511725130283732e+68,,16202.87640100076,6.345198372333062e+42,,9.656229616588924e+17,,,,,,1050.4997126369565,,2.7820333909205845e+67,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,2.7260652891705093e-13,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,1.035600891555074e-18,,,3668290719127.572,,3.650560380067398e+39,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.739305465155839e-40,,,9.360026098821765e-39,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,339223305083044.75,4.03830811588024e-09,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,1.0683730893932866e+38,553092621283660.44,,247628455.11158514,,4.387041864120344e-30,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.808015441752092e-15,2.947910668328615e-15,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,4.6051225796468273e-48,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,0.000951927913897099,,,,,,,2.2794402947885073e+29,,,,1.3031250641777583e+24,293070356790.3282,,2.171494857530353e+47
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,7.673860533340113e-25,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.5395406771488314e-07,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6495443.834923288,,,,,,,,,,,,,,,,,8.241022853901186e-90,,
"$\hat{S}_{x,z}$",,,1.2134416051602307e+89,2.2707799193588918e+20,,9.775008797747034e+26,1.175819837181259e-29,,,,,,9.849431949739645e-19,,,,,,,,3.451626060325525e-08
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,4.4037733092264156e-21,,
"$\hat{S}_{x,y,z}$",,,,,,,4.250971455453854e-71,,,,,,,,,,,,1.0230169820721617e-27,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.5925867592735725e-32,25.784352884162807,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.3524034693694153e+70,,3.637875212561584e+26,3.857151535712518e+31,1.0451058209951085e+22,,,4.411131132523569e+32,,,,,,8.504704278482457e+28,,7.223035013593472e+43
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.748857345482879e-27,,0.03878321106186137,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,9.568409054002201e-23,,,,1127720626882766.0,3.196750021256018e+36,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,8.867444437583712e-16,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,3.1281770340212447e-37,,,1.0448190583164624e-10,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.1482511628263563e-13,,7.76560533767313e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4.775425970207153e-23,128772961864.12144,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,2.266992229333044e-33,,,,,9571035214.569304,,8708896035764.124,2.0940540304441595e+22,,,,1.015286978074338e+18,,145.55684082743912
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,1.3844595770587277e-44,,,,,,0.0068701683432764405,,,2707922392.8372407,,6.307381575501127e+20,28971852.179887917,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,,3.6928680180979796e-10
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,,1.585443956465483e-21
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.1753592525091798e-33,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,8.508036992648678e+32,,,,,,,,,,,,,,,,,3.475117613300336e-107,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,4.6191112083982e-42,,
"$\hat{S}_{x,z}$",,,2.8776004477451203e+106,2.164918649678445e+41,,234.904529625797,,,1.8732535545385538e-25,,,,,,,9.016418137970391e-24,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,,4.9889254502285905e-14,,,,,,,,,,0.004257048604354289,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,7.629685824391847e-43,1.4677831473751821e-38,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,20044396533409.42,6.8129955149593265e+37,7159743.1719172755,,,395701571858035.4,,,,,1.760600402812643e+23,,,5.338305631809326e+24,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.3106699581299061e+42,,1.3966981440372176e-07,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,7.79448084558063e-05,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,2.527157006995077e-15,,,1.6927845075606156e+32,,,,,,,,12829.5908324284,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,5.907426465292079e-33,,,,1645570685330866.0,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,6.076919143700809e-16,420.8590776693578,6340491.48349429,,1.5259711185704093e-28,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,114.43001289936556,,1.5771648027652468e-07,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.008738966068975637,0.0023760922671261383,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,1.701728775679323e-18,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,5.67988055894144e-24,,,,,,6.55320397503224e+27,,5.876377095408781e+17,3.398567860039804e+33,1.1090878713674002e+23,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.9424158680423935e-34,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.4779642225517292e-59,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.766063648506212e+58,,,,,,,,,,,,,,,,,3.875930216581407e-99,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,2.3439421887594257e-18,,
"$\hat{S}_{x,z}$",,,2.5800258108929677e+98,4.266316826394376e+17,,5.497507514022146e-05,,1.2306876530395085e-51,,,,5.231071721258576e-75,,,,,3.7310326602997694e-45,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,2.6031069676601726e-38,,,,,,,,,,,18190.061540604776,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,2.1165972947792475e-19,54755165967052.79,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,3.841563225881799e+37,4.724564292256152e+18,,1.6578616822948203e+24,240511768.03400952,,4.282044443474633,,,,,3.4303297771761365e+26,,8.125538576179225e+50,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.8263116955973045e-14,6.031866293066109e-25,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,4.157800710435903e-09,,,,5.6973758155412045e-09,,,,,,,,1.0464588852476749e+32,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,9.556037165887516e-33,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,0.23353330709210424,,175519402.68223435,,,,5.353895023938201e+21,,,0.0009901639392254594,,1.9116541567115118e+74,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.0006176520224555713,3.3353284815532606e-05,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,1.867799042620046e-22,3961.2388501813384,,29982.05440725588,,1.1437278898957975e-08,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.0002524462769909019,1619.0346079080987,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,9.108598055613138e-35,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,2.915171616016477e-27,,,,1009.9337699393847,,87433384.18468642,,,,13537047935.271725,2.6802231206404264e+44,,1.097863791874924e+34
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,7.387134955727165e-11,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,9.357171322926968e+28,3.3915478565898404e-69,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.0686990389390404e-29,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,1.2211809377798517e-11,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,2.9485062345706884e+68,,,81887947073.43155,4.806932663858896e+32,9.134930661442401e-55,,,,,,9.880161221204767e-31,,,,,2.8167383806066396e-39,,,
"$\hat{S}_{x,y,z}$",,,,2.080328704245303e-33,,,2.4640735568497873e-56,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.094699059097292e+54,,4.058320406954317e+55,,8.441689875904902e+23,8.496670988933468,,2.427462534027985e+28,,3.657293265259928e+20,,,,,8.350197436910107e+37,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.1845969405418434e-24,,0.09797910583976775,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.11769315315403586,10.206257665132927,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.14104192181586075,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,4.119528050307991e-29,,,7.090090571125115,,4.0711859309486596e+21,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.4562867355138995e-22,,1.1736444818895372e-11,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,1.0121292331281028e+30,,,2.7342625473840114e-21,,,,,85204677858.66687,,1.6694164103044538,5447.100668615926,504160988.29535156,,11736563.121458158,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.00018358390285709437,3.0880015821464357,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.5990117227957694,,0.32383403097381547,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,5.5875498770534155e-08,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,1.98349341423889e-09,,,,,2.3928133174566483e-05,,,17896931.964880254
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,3.550205467731904e+38,,,1.1975764735570591e-38,,,,,,8.520381900998623e-08,,,41791.810196999104,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.572377651480806e-41,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.359795301454696e+40,,,,,,,,,,,,,,,,,1.5025934710872677e-116,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,2.1954036187029747e-16,,
"$\hat{S}_{x,z}$",,,6.655160023265681e+115,4554971083589592.0,,9.168817710111215e+124,,572023.6379746958,,,,,3948293735406500.5,,,,,8.316058365553322e+19,,1363897.9110338257,
"$\hat{S}_{x,y,z}$",,,,,,,,2.0599135127316338e-144,,,,,,,,,,,1.0906531590187655e-125,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,2.8199638487370403e-22,573.4462096565313,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.001743842723450828,1.0543770706026082e-55,,,,,,,,,,,,,
