ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$"
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,4.854572746959209e+143,3.546144750926023e+21,,9.484273016563893e+54,,,,3.399939903182272e-24,,,,,7.054777557058541e+20,1.748179504505435e-06,4026.0977590294274,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.174076052323353e-10,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,0.00024837946315567615,,8517335806.493303,,1.1036287037920664e+26,8.390320775772065e+18,,,,,3.400383890674604e+49,7.331927059276794e-07,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,9.987198435825214e-27,,,,,,,9.061018407404607e-27,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.115551469394018e-22,5.801957152568835e+23,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,2.9412284583736936e+23,,,,1.0012817973185418e+26,,1.6547369917585885e+44,8.964176261120546e+21,2.3392441721832163e+24,,2.2525206380512784e+26,2.5327396263161863e-16,1.1918495451182336e-19,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,6.043256450907282e-45,,1.7235563340160945e-24,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,4.274885075663991e-25,,,,,76.99433268462508,,,3525562965.038614
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,2.836426437186174e-10,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,1.4174791365313376e-21,,,,,4.439470978011235e-27,,,0.012987968920986427,,,1.2024927628480677e-20,2.9408444227207812e-50,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.6157002170676545e-24,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.8230680774307373e+23,,,,,,,,,,,,,,,,,4.303652361769641e-148,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,1.949499218848106e-60,,
"$\hat{S}_{x,z}$",,,2.3236077543884256e+147,5.12952244520963e+59,,9428159882194278.0,,1.1382885760908702e-16,,1.1672170783110206e-18,,,8.392519290419576e-08,,,,,6.2919173874396656e-09,,,
"$\hat{S}_{x,y,z}$",,,,,,,,5.942072673149056e-10,,,,,,,,,,,1.0606523568703667e-16,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,1682914455.9587502,9166975082094.922,,4.138447401807933e+36,10.487175281388039,,,0.00011200032986681043,,,,,7.389431660416222,8785118475265885.0,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,1.0908723881591165e-13,2.6095523733145046e+26,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.8320748425135344e-27,2.416365131433439e-37,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,3.519897934957149e-17,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,0.09535456146849527,,,,2300411.5731098573,3.6509824135363173e-07,,,,,59245549.28831002,8.567386637685373e+17,2.8409914675897384e+16,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,4.3470482051528287e-07,,,1.2994222305293032e-22,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.709386646892761e-16,,6.675665816621398e-27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,7.76428480420325e-15,1.4979779208092642e+26,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,8928.54513186871,,2738988.8165235138,,7.695727966672255e+21,,5850051548125468.0,128794863302624.22,4.896651209267038e+30,,394711.21784687164,11915373.267494818,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,2.042212028717656e-31,,,,,2.8040082751408736e-11,,,2.80824647468324e+28
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,3.5609409965084934e-29,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,0.13532840493766382,,1.6878905031897714e-08,,,2.533497794805392e-06,,,35663232839.41663,,,158934063.88269892,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.4215786702809144e-115,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.922627524790769e+114,,,,,,,,,,,,,,,,,2.8586820202547525e-96,,
"$\hat{S}_{x,z}$",,,3.4981155403596955e+95,9.026204917081396e+45,,2.730925766738163e+41,,,,,7.565548648797184e-40,,,4.990785330445541e-20,,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,1.1078853285366668e-46,,
"$\hat{S}_{x,y,z}$",,,,,,,1.2278444247854777e-42,,,,,,,,,,,,3.661761927693872e-42,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,8.14435428311461e+41,,1.6137469857612186e+18,3.0083593913743834e+77,,1.0085157268037695e-30,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.19675828257731e-19,,1.1960527019328023e+67,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.32407093004651e-78,8.360835591809757e-68,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,5.708679360485894e-52,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,9.915561784735296e+29,,,1.751718632021549e+51,,8.878923102185468e+23,,2.80669514166738e+27,,,,,1.3217812037451983e+39,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.126262710568874e-24,,,5.051603311616276e-10,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4361058908284215.0,2.1466693304681367e-23,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.8368114817028814e-40,2.2930210782074326e-16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,3.562909220721163e-28,1979569531.321823,5.444216839677605e+39,,4.65837931257873e+22,,,,2.0036926731743986e+19,,101693670.74136038
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,9.833453672287243e-09,,,222029.75212647108,49242110.93005492,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,,,4.5039008980669705e-06
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,,2.0307821519277113e-08
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.987569840808781e-11,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,50312697419.129715,,,,,,,,,,,,,,,,,9.341798370963605e-107,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,9.746946019736055e-13,,
"$\hat{S}_{x,z}$",,,1.0704577002092266e+106,1025962386551.803,,7935.3788702480115,,5.1391610537617095e-12,,,,4.394696608885857e-30,,,,3.2276821050426585e-28,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,0.1888683654900472,,,,324467883262.6717,,,,1.1402332847246979e-52,,,0.00012601792760636596,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.0009941474386242547,154.86681133436582,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,5.2946929328548515,1005.8870154952513,,24296.103296687612,,,0.05456349716557304,,,,380545302487531.5,,,194584289057.84738,2.7412324435614914e+22,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.006457161423960269,4.115886353415093e-05,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.3934096368704482e-05,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,3.647994179949111e-23,,71766.40476277794,,964.0885988499019,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,3.081969130332859e-12,,18.32727101354039,,,,,,,4.09990427033459e+21,4.486996788991983e-11,,,2.275469933414857e+29,0.0010372490673501774,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,2.439081339619646e-22,1603114117.4724703,6460.725569771923,,1.171360285837633e-35,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,8.408383592056666e+42,,0.00015478137698322049,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.1892892243221303e-43,6.237859108724196e-10,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,3.54492326970258e-36,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,8.770135141612215e+51,,2.6278080256496265e-15,,,,22286621698.801193,,,8.537083014428014e+34,,2.8209355292587203e+35,8.081313846874866e+23,3.0981985445149145e+27,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.237422551515817e-24,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,7984134099.24316,3.4392609832909155e-124,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.2524839733024938e-10,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,1.7148807186990356e-56,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,2.9076013854672144e+123,,,5.831309368027839e+55,5.810835030301688e+50,7.248465656591271e-25,,,,,8.587814259553456e-44,,,,0.0016176456716717408,,3.556009452025246e-24,,,
"$\hat{S}_{x,y,z}$",,,,1.720923059741522e-51,,,1.5680491366837989e-59,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.3796023149956802e+24,,6.377351172265289e+58,,1.152247050100718e+17,6.480633867011334,,2.2910943715742675e+19,4.623929347580742e-13,,,,844690371659802.6,,1888617.0093184889,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.1543058936087017,8.097281209403495e-20,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,8.678694381665718e-18,,1.2349824269888082e+19,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,2.2022316868059242e-17,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,4.364726361371467e-20,,,4.540848294896626e+16,,4.687628743115336e-14,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,1.164440647848848e+43,,,2162662802197.0188,,,,21332747425202.73,,8.154362765682461e+39,,,2.792019080433557e+39,,7.600208367508237e+17,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.3717085731110976e-07,7.331686183699281e+23,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,1.2263373959869534e-40,,9.778378748702009e+19,7290178.246330811,30.03536898520125,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.0226644167702555e-20,,1.3639427206026968e-24,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,0.03902412666159294,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,618.1823482806092,,,1.1838657495704804e-15,,,,,3.5816374143285427e-40,0.03329408073836918,,,,,1224.6933263820297,,,25.625173080021483
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,2.8121410066288558e+23,,,5.294879772161175e-07,,,,,1.3157533999661309e-18,,,,0.0008165309457137198,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.84762265494638e+65,7.603660379791315e-73,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.0628668342813931e-66,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.3151560564932088e+72,,,1.6403900768190966e+19,1272623018328.2217,7.11815547278077e-42,,,1.0259640188822032e-56,,,,,1.0715421620502863e-34,,,,,,
"$\hat{S}_{x,y}$",,,,6.096111005128207e-20,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,7.857786521209146e-13,,,1.5226179193273453e-51,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,8.570340709564447e-38,3985190541.7875834,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.0856775853483633e-27,,2.509290307487891e-10,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.4048583285710971e+41,,6.5676358284406316e+50,,3.240779285393497e+26,1.1668147555487567e+37,3604598453.887651,,,,,2.814981197470536e+32,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.7506356299798336e-29,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,9.746930512139292e+55,,,2.77423411454187e-10,,,,5.712210941414002e+28,55149315744.33716,,,7389327575942813.0,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.813259124801892e-11,,,,,3.1982918293784745e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,9.332343937700056e+33,,,3.552421596629392e-33,,,1.3533031114436806e-16,,312666902630.43646,32.35524344306233,9.383370989119817e+19,,7.808441695850544e+31,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,4.621254812221697e+23,0.03090689154478984,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.163914435869949e-24,,1.0657150838003927e-20,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,2.220048243402374e-07,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,1.2806652581287842e-32,,4504406.618062643,91972259162179.52,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.08728437151538e-14,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,0.08744475488911149,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,11.435791675190787,,,,,,,,,,,,,,,,,1.4189985525884453e-102,,
"$\hat{S}_{x,z}$",,,7.047223537866651e+101,6.876909934105298e+32,,1.276753124117414e+17,9.095915778094353e-23,,,,,6.548121111479681e-10,,,,,,6.881258204071756e+20,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,1.4541414815404332e-33,,
"$\hat{S}_{x,y,z}$",,,,,,,2.2988421917503568e-48,,,,,,,,,,,,7.832367754661057e-18,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.350015862718232e+47,,2326737583663.989,4.853109869997997e+121,,36249025616032.78,0.3358634077449443,,,,,,1.85756164783133e+39,1.0993945243075962e+22,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.297863270104004e-13,,7.581496854268803e+107,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.060534434182123e-122,1.3190007451324662e-108,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.17278108186258445,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,2.758694842152404e-14,,,5.787670671001562,,1.2837284521855243e-06,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,2.9774008627918263,,,,778980.942813504,,9.3290656451972e+35,,,,,1.5683104467998774e+44,1527155626.7444017,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,1.07191870872387e-36,,19418484.16519537,321666.70825656306,,,,,,7052.360980454249
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,3.1088078882020788e-06,0.040701852421622546,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,5.149732551175881e-08,,24.568906339721227,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,,1.3410445406036044e-09
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,0.0001417964852864904,,,745687387.497137,,1.1527383194640351e-10,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,5.383401413177765e-40,,,,,6.376288585212772e-45,,,,,,,1.4532226089238786e-21,,8674995730.730537
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,2.145807091532557e-97,,
"$\hat{S}_{x,z}$",,,4.660251165848231e+96,2495764602027.4165,,4098.592820581594,,2.2322554211993774e-68,,,,1.4045633856332595e-46,,,,7.898563753500968e-44,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,4.006788136940708e-13,,
"$\hat{S}_{x,y,z}$",,,,,,,,4.036147972133283e-52,,,,,,,,,,,0.00024398617861681098,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,2.7187092631583458e-33,1212.1232679248687,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.0008249986007710094,1.6435990540664785e-15,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,2.4776098569831564e+51,3.6782160327003566e+32,,608420890439106.5,,,1456720.7347442878,,,,4725782168541.55,,,4.4797740908283065e+67,0.14471090786162868,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,6.910329116006869,,5700.076056801026,,8.246866932878877e-10,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,0.000175436255592915,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,6.864733755406726e-07,,,,,4370548086733.344,,,17.657419295700382,,,7.119650207520833e+45,1212581709.076895,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,2.2880425524557603e-13,,66462873776082.555,1.5568814302062158e+26,8.152183867791156e-21,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.4230967149986854e-27,1685317201407.6096,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.5045993999131914e-14,,5.933601099928136e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,2.1160518287465112e-13,,,,0.05663341755969413,1.2266651687665518e+20,,,,,1.7256109729530264e+26,1.2660529574845286e+43,,200575.15288412455
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,4.985662409429726e-06,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,5.7950489170146314e-27,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.257627845663151e+57,4.190050023762958e-130,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,7.951477883130816e-58,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,5.2445758268065055e-42,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,2.3866063515440565e+129,,,1.9067318941004115e+41,1.4820080461965033e+41,7.0467432385823e-44,,,,6.331110507691992e-54,,,,,8.597893151556665e-42,,,,,
"$\hat{S}_{x,y,z}$",,,,6.747601691950649e-42,,,1.1859524486444963e-71,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.4190952701736088e+43,,8.43204127739663e+70,,6.319485433656991e+16,4.398271770106335e+35,,1.2818674619685163e-05,,,,,4.2698588391181654e-17,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.2736203042219547e-36,3.597072469984121e-17,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.5824073185992217e-17,,2.780038512831003e+16,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,1.5795017300441186e+53,,,78011.18521756821,,,243925310519868.8,,3.664264247052818e+36,,,,2387514053430466.0,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,4.0996155662105656e-15,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.729060822522022e-37,,,,1.0054061975361597e+17,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,9.946228722784801e-18,296460562482.2793,6.186634330430721,,1.2315226368343625e-35,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,4.150861068741548e-36,3.37312994223228e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.4091386905974633e+35,,0.16163877588193884,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,1.1630756307072135e+41,,,2.3419977982375772e+16,,,,4.1884570210724585e-16,,,,8.120029385497184e+34,,13027479707832.764,7016213260213.636,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,7.676081808814875e-14,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.425270246089343e-13,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.1110531811317965e-17,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,9.000469257298107e+16,,,,,,,,,,,,,,,,,1.1092275462919664e-131,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,2.5649755291872398e-25,,
"$\hat{S}_{x,z}$",,,9.015282782535443e+130,3.898672672003497e+24,,1.9134615488971328e+45,,2.686359429405608e-25,,,,,,,,,,49064055498355.92,,,9.077685582772372e+31
"$\hat{S}_{x,y,z}$",,,,,,,,2.0140792290907844e-50,,,,,,,,,,,5.226130624764176e-46,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1048619.4859202171,2.0766356803074303e-07,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,4.965047976049233e+49,2.0311299828088891e+24,,4815481.162550176,19899454091.394653,,,,,,,,1.5817971664614002e+53,3.722510059725191e+24,,5.850824118804645e+59
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,4.9233678221670505e-25,9.536347678323457e-07,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,5.0252634841497554e-11,,,,16249143258.115446,,,,,,,,27827.833051208392,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,3.593524505339003e-05,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,6.154170617583556e-11,,,2645841.989289336,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,3.77951519421081e-07,,448.53436973349255,19930.122947431206,,,,,,0.018786674935111755
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.0022294835523845673,,13786492032707.93,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,5.017530512168215e-05,7.253476791830278e-14,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,1.7091609313395416e-60,,,,,53.22921716876193,,,48960121094.06773,,183.43271134792454,1.1016023752770195e-32,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,,,2.0424786084141554e-11
