ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,z}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,61291477541112.66,5809139804630521.0,4.949122407569094e-11,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.631548202324258e-14,,3.764830492525257e-07,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.7214252602474645e-16,2656162.0821585804,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,1.540475911890891e-05,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,1.3386134032295723e+32,,,,,400772355.80528843,,,2600631523167.539,20205602481.575703,,,,64915.00401148941,6.691324078793317e+28,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,3468508237924987.5,,,,,0.000586524657202558,,,1.7009392626488907e-08,,,,1.4944725262512402e-29,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.2929939883536905e-156,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,7.733988007734311e+155,,1e-160,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,2.4700576274313843e-155,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,4.048488540892469e+154,,,,878298603.6015602,,,2.314100245922066e-66,,1.1473946457477552e-37,,,,5.490277277300748e-07,,,
"$S_{x,y,z}$",,,,,,,,,2.1258810266303753e-32,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1.1385649435162368e-09,,4.703932099083873e+31,45.76421565762426,1.1691548488445036e+45,,,,5.104274877775251e-65,,5.691069025017717e-44,,,,0.5460724883106273,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,8.910589425238856e+24,0.02185113380902883,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.122260214534791e-25,,8.553186953706924e-46,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,839979465.6434394,,3.194606511960768e-55,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.1905052931668775e-09,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,4.321333968838262e+65,,,,,1.9591421385908196e+64,,3.13027597062721e+54,,,4.9589415149357094e+23,,,,2.3125119462376058e+55,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.5854491090590924e-08,1.1158071212885068e-10,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,8.715397127797312e+36,,,,,1.7571391167530022e+43,,,2.0165593745925932e-24,11801051352282.785,,8962122403.782694,,,7.760806518933422e+35,,1442848704.8086889,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,8.473821273615261e-14,38677999.752388254,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,0.0005153570430069407,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,6.930733601293232e-10,,,1940.4023163539694,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1821401.633273506,,,,,1.8312587090656747,,,4.3243019852371915e-56,,1.2885258736451933e-36,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,7.266110315634409e-65,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.3762521577030162e+64,,4.1417145408175393e-131,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.414459012432587e+130,,1.4274226909118434e+76,,,,3.1537285459853186e-22,,,7.389634894183971e-44,,,,,,1.8386836031427704e-23,,7.955286370986306e-34,
"$S_{y,z}$",,,,7.005633344396367e-77,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,5.672505257730218e-83,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,3.19787704044065e-16,1.5854059688614423e-21,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,3127074579021980.0,,4.331110752799538e-09,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,3.170849949254495e+21,,1.762889507483925e+82,6.307532705444202e+20,230887653.78572258,,,,6.868343276595288e-12,,,,,,3.2631664207036476e-09,,5.252276203362013e-16,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.633195108872019e-14,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,61229671492872.586,,3.377601477990152e-09,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.3532468306208908e+43,,,,,145595518413.82495,,296068084.5613118,,,,,,,65.28010115611872,,2.0409402500146125e-17,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.7901424835219076e-08,,6.815704182631381e-20,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,55861475.22920133,4.4859348856601164e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,22291.89735224718,1.4671998273462682e+19,,,,,,2.4795169754601116e-16,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,4.5416448700003725e-10,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,1.2570257730093742e+33,,,,,1903936429237849.5,,,4.8997024777812104e+16,,,4033043572183792.0,2201845429.6271696,,9052.307903315086,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,5.438673615682164e+22,,,,,306450812.20968395,,,0.015318603713687257,,,,,,,,0.00011046906608576422,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.5184531617323648e-155,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6.585649298916308e+154,,2.1161590393269183e-125,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,1.3037937839942442e-44,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,4.725542747099328e+124,,7.669924586819587e+43,1.0180647555098606e-09,,,18.23121386194761,,,1.270916756000276e-68,,,,7.614969211683252e-12,,6.121799442227804e-17,,,
"$S_{x,y,z}$",,,,982255789.3178283,,,,,1.0267676408033806e-09,,,8.655127794086848e-41,,,,1.1640507606286449e-23,,3.2406583536631376e-21,,,
"$S_{x,y,z}HF_{x}$",,,,0.05485098291163218,,973930186.5975864,399740.4683176491,1.7295563662386286e+38,,816626.5611469689,,4.864999950809285e-25,,,,3.846524062557234e-21,,6.9238118472308985e-18,,,
"$S_{x,y,z}HF_{y}$",,,,,,,6.143978196364763e-37,,5.781829488302603e-39,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.6276099426779783e+36,2.5016231261463416e-06,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.00025494262095914454,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,1.2245499320956196e-06,,3922.4512411373285,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,7.868335949453663e+67,,1.1553844423685997e+40,,,2.0554984791595969e+24,,,,49259576775995.17,,,1.2129481228103538e+17,,2.0107175957196862e+26,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,9.258791963702824e-20,,2.2694702289650106e-25,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,8.872392829845694e-17,4.406314686295968e+24,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,2.0300621025378215e-14,,1.0800545081046133e+19,1.1270916641969646e+16,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,0.1014225105704414,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,131320294567.40967,,8.59069066249268e+22,,,2.5997497577986893e+20,,,8.244375676043248e-18,,,,,9.859744097987654,21408097.13212124,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.633506633853537e+16,,3.0857927336574425e+20,,,1.4442911246930243e+17,,,4.973348828939227e-27,,,,4.671129777805311e-08,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.5989555780886525e-145,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.7785838927500292e+144,,3.915078941661958e-158,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.5542269131755958e+157,,4.6099111235921945e+69,,,4.0789654499308767e-35,,,,2.110783164794132e-68,,,2.9316279214514213e-30,1.3259133491498216e-31,,2.4168034603472436e-38,,,
"$S_{y,z}$",,,,2.1692392178284927e-70,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,6.563131193735881e-98,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,2.4516020355527805e+34,,1.5236629750056508e+97,1.6724122722267944e+45,,3.543030804527374e+16,,,2.683454626101247e-45,,,6.044241271024351e-10,0.0002888826563062844,,9.189492658943387e-09,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,5.979386880894586e-46,7.463040699186862e-31,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.3399364150713467e+30,2.8224422963587415e-17,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,2.509557961480095e-28,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,6.300448093254864e-25,,,,,,,3.9847655059149017e+27,,
"$S_{x,y,z}HF_{x,y,z}$",,,,4.737578054814226e+67,,,,3.726539626469801e+44,,1.5871886970556592e+24,,,,,1743.0413617453892,7.549153624186958e+28,,2.581879207031177e+25,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,3.41107407486046e+29,,,,1654467376.7308507,,,,0.0005737098510379886,118162.70449507443,177234901.82662088,,0.02476195595525688,,0.003192070203217768,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.280602260162942,,5.642229547870006e-09,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,3.5637631693319696,8.46290717763391e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,6.040011048658579e-15,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,7.541970979032696e+30,,,,3461.613143503367,,,,1.3246518083776574e-29,,,40.38453189267156,,,8.643971256705076e-09,,165562611052191.56,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,4.137696823126532e+37,,,,108819935.67150643,,,,3.873147888858321e-26,,,313.2763179807103,115687566.54810786,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.5907414186710653e-82,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.1782973790091655e+81,,1e-160,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,2.824633659565947e-28,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,3.54028210565779e+27,1.7015687533561588e-27,,,0.5327040196856472,,,6.188431543982115e-45,,,,3.751746325147343e-54,,9.699656436085399e-13,,,
"$S_{x,y,z}$",,,,5.876929733386377e+26,,,,,1.3642639095404349e+17,,,6.333893337303573e-26,,,,2.373060096700856e-37,,2.6285740949329417e-13,,,
"$S_{x,y,z}HF_{x}$",,,,1.8772150444633549,,7.329960083286668e-18,286653.48496779986,8.824734865151514e+16,,,0.0002651522234273161,3.015602650722389e-20,,,,2.5821427047837784e-32,,0.04484974261722423,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,361494.6609469048,3.488532505063845e-06,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.7662925847385525e-06,,1.1331785206929623e-17,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,3771.418497171763,4.088149751081447,,9.004702316143881e-15,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.2446094348024966,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.6159183355149836e+44,,1.5788077675866168e+25,,,3.3160867522133578e+19,,111053088141200.64,,,,,3.1482552422811653e-24,,6106060.572606835,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.615053940950038e+16,4.799188537192983e+18,3.9591565741270645e-08,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,6.191743660349578e-17,,3.649104586177628e-12,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.0836855902829234e-19,274039829877.13766,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,1.7469266415989e-24,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,2.6654254134858836e+53,,4.213968290943195e+36,,,3.8727526489816422e+31,,,3.176362534301441e+23,25257904.841019966,,,,5.7243388256116785e+23,3.073530031097997e+17,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1030964350736.9231,,3804343967049.2197,,,22.296671990620457,,,1.6377171305607836e-07,,,,3.2535878611303405e-18,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1e-160,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,5.0009941605215496e-20,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,1.999602414844073e+19,,,30827180391939.984,,,,5.178875864253338e-53,,,,1.9334312238826678e-38,,1.7097995560221545e-32,,,
"$S_{x,y,z}$",,,,,,,,3.1010421066813925e-10,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,0.0006352132679592136,2.245123168894926e+19,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,3.2438905773602897e-14,,3224722417.8137937,1574.2744215856162,,116847.48679398035,,,3.8621547974353596e-36,,,,3.6236285051178554e-31,,4.3062802508659086e-32,,,
"$S_{x,y,z}HF_{x}$",,,,,,,4.454098616300908e-20,8.558164385367997e-06,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,,,,,,,2.8672346545031303e-07,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,3487681.0603187005,,6.642529454302804e-31,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.9309209685877932e+52,,,,2.5892281704090265e+35,,,,,,,,1.1473809721549036e-17,,692.3937319406947,1.505450607151217e+30,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,46.20398379321527,64.88467910977253,,3.198734633069044e-10,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,2.4848676687659737e-06,,0.015411958781643817,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,402435.91744127625,0.021643155371092546,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,8.294213025558162e-13,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,5.172151911314566e+37,,,,2.7596647906584336e+30,,,,8.715500991112774e+16,,,3126236198.720068,,,5454.235212201055,,1205659894336.6355,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,5.84863878621245e+31,,,,2.3221897826991628e+31,,,,0.0014442649519618306,,,,0.00018334376151637403,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1e-160,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,6.44884593920883e-62,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,1.5506650483306228e+61,,,,8.928257442560694e-16,,,1.7377876692617258e-31,5.757353292654563e-42,,,,1.4644821743837162e-23,2.2442774287336967e-38,,,
"$S_{x,y,z}$",,,,,,,,,7.764077669570323e-44,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,3.886351790447578e-30,4.2232802179891496e-62,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1120039387790314.6,,1.2879829936777817e+43,2.3678277272260536e+61,605454008418.2333,,,,4.3593868552698035e-36,1.7623808532315201e-35,,,,6.4055930807237335e-19,0.1424291919103362,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.5731072582207834e+29,,1.651653116662866e-12,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.0009384773977915206,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1065.5557633601597,2.1166188972288347e-30,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,5.75444294886058e+30,,,,,2.293900571799815e+35,4.724516072823698e+29,,,3.8213748450241755e-18,,,,1.4989517277478017,2069232887786.517,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,9.2394779665978e-15,0.001073862818027072,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,3.021590131937762e-07,,931.2176408502768,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,1.7369092170804174e+41,,,,,5.674142442970766e+34,,,2.6168592209741037e+17,,3309515.7064161263,108231222977657.5,,238356197.21024776,5655921152.681809,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.00031172224899359675,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,6.828352147207393e+22,,,,,1.5611356940691203e+18,,,0.6671328912656284,4.195401721055007e-09,,,3207.984041012554,,14995521958615.273,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,4.455777112031272e+37,,,,,7.021032602849649,,,4.832708806739061e-13,1.768058593825765e-10,,,,6.668657501618188e-14,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.5306700973094594e+52,,,,,,,,,,,,,,,,,,3.87286687948192e-80
$S_{z}$,1e+160,6.533086402862076e-53,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,,0.0016182935764056628
"$S_{x,y}$",,2.582066544290238e+79,,,617.9348509935177,,,,1.3018002626681144e-55,,,4.401839540376444e-102,3.706777331505435e-117,,,1.9708425924209948e-108,,,,,
"$S_{x,y,z}$",,,,,,,,,1.060508459868793e-41,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,5.434850938900491e-10,,8.638076231848143e-34,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,9.42943915905886e+40,419.08223733362234,1.1576651712253376e+33,,,,4.4048506355980107e-11,7.640176902846155e-18,,,4.240808061480434e-25,,,,,7.681669981771571e+54
"$S_{x,y,z}HF_{z}$",,,,,,,,1839976866.4167027,0.002386166510808048,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,2.4418332823227013e+32,2.860163548516214e-17,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,4.095283683940895e-33,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,22702245381.908123,3.496303561098024e+16,,,103042.91328682641,,,1.3494048373036111e-06,,,,,2.2717774939939775e+101
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.001504655711187495,,2.4625445387640512e+17,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,1.3088702169022752e+17,,,9.704694559794104e-06,,664.603864236016,2.8825351518763402,1.647010085716364e-08,,,,,2.6977611832806522e+116
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.3469168448298249,4.060840257946762e-18,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,2.3580411692834494e+24,,,741067.448667374,60716082.35265007,,,,10655.384668691457,3.4721497665751015e+19,,,5.073971933859995e+107
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,9.384926317472927e-05,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.8800600988660447e-20,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1e-160,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,1.2887673481224105e+123,2.2186938404015003e-12,,,,4.1751159857405086e-08,,3.1884305805564166e-89,,,,,1.977517156500515e-49,,,,
"$S_{y,z}$",,,,7.759352387821494e-124,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,450715633581.5299,,,,,0.03799356064780471,1.4722340529010843e-26,,1.2872881637020968e-63,,,,,2.9390849648393306e-25,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,5911085464927.747,5.84901866354986e-12,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.6917366631446993e-13,,5.215137994755907e-11,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,26.320249614661495,170968850934.23254,19174948026.409885,,1.755764984896188e-11,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,3.932677025636928e-16,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,23951430.413319107,,6.792398246932734e+25,,,56955230831.14261,,2542797167123181.5,2.908791543704167e-63,,,,,1.0600084557640696e-08,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,3.1363392576215e+88,,7.768268428135872e+62,,,,3.4378537787089467e+62,,,3.8834461750912905e+42,,,,2.8843767584866935e+28,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.0719165930055177e-12,,71144.470983363,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,2.575032470937987e-43,,932908405864.049,182991906.27519706,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5.464722568090659e-09,1.405590604832592e-05,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,5.0568461401853815e+48,,3.4024195011819486e+24,,,,94338870.0875207,,3.4669534659704314e-29,,,,2.2336734147811545e+19,,739550169674.2291,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,4.4769302145182923e-20,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.3521733088648992e-12,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.23258124068825e-59,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.9111026738085933e+58,,1e-160,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,120114996.60984658,1.5481799092599278e-28,1.9714741515836287e-10,,,,,4.8334867127849404e-123,1.4117509488287526e-47,,,,1.1068286531612783e-49,,,,
"$S_{y,z}$",,,,8.325355103227999e-09,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,6.459197629544407e+27,,,1.9950155341257442e-20,,,,,1.026405415430134e-95,6.539173968103027e-29,,,,5.3681883186917885e-39,,,,
"$S_{x,y,z}HF_{z}$",,,,5072346493.595813,,5.0124922984031805e+19,,2.4818116741303863e+51,5.285074065138623e+27,,,1.7803080413146867e-92,5.421569486647493e-25,,,,1.682576027735558e-43,,80006.46094921498,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.8921210709159115e-28,3.186446673285649e+25,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,4.0293145947522176e-52,,3.138291967613151e-26,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,,,,,,,4.3867665487097935e-14,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,1.2498990558209562e-05,,,,22795833534704.812,1.916587352702691e-57,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.0688998634359e+122,,9.742738931097042e+94,5.617005466433437e+91,,,,,,8.597776495063769e+51,,,,1.4891084992940925e+46,,5.217607215188194e+56,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,7.083402358111688e+46,,1.5292451384193616e+28,1.8444843369855333e+24,,,,,1.1630914115691758e-52,,82871.35290719468,230.0487399945786,,27.993937564186687,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.206689603728169e-05,,6.260600241208797e-17,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.004346904921207421,1.597290932932846e+16,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,4.2206495756625986e-18,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,9.034822121236574e+48,,1.862825856011879e+38,5.943267843568523e+42,,,,,6.715427388091916e-47,0.035722020087639396,,,2.3693035445687536e+17,,43476661.07509137,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.300084632241733e-08,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,138249235.46573266,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,7.233313056894744e-09,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,,,,,4.364415665132946e-54,,,,5.15543635764137e-127,2.983825005498897e-96,,,,,1.7085360598882922e-58,,,3.9637016276314914e+126
"$S_{x,y}$",,,,,2.5228942386300396e-127,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,1.9810075837027146e-27,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,6.2660639713989234e-18,7.702031723416464e-18,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,5.781767612467571e-25,1.5958981660009226e+17,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,2.291257471163757e+53,5.047936253383206e+26,1.7295748757588252e+24,,1.2983587135323048e+17,,,1.0467855231325672e-53,8.635693515463294e-23,,,,,161498.9002004048,,,
