ModelName,$R_{x}$,$R_{y}$,$R_{z}$,"$R_{x,y}$","$R_{x,z}$","$R_{y,z}$","$R_{x,y,z}$","$R_{x,y,z}HF_{x}$","$R_{x,y,z}HF_{y}$","$R_{x,y,z}HF_{z}$","$R_{x,y,z}HF_{x,y}$","$R_{x,y,z}HF_{x,z}$","$R_{x,y,z}HF_{y,z}$","$R_{x,y,z}HF_{x,y,z}$","$R_{x,y,z}HF_{x,y,z}T_{xy}$","$R_{x,y,z}HF_{x,y,z}T_{xz}$","$R_{x,y,z}HF_{x,y,z}T_{yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$"
"$R_{x,y,z}HF_{x,z}$",,,,,,,,6.669622228838856e+37,,,1.0132743558444281e+27,,,6.65525092265276e+48,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,1.5025729482208666e-49,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.7227416337610924e+55,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,5.804700951104307e-56,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,6.462878033511824e-114,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,1.5472982699266818e+113,,,8981275668913028.0,,,,,,,1e-160,,,,,,,
"$R_{x,y,z}$",,,,,,1.1134275762866395e-16,,,1.5624509323467197e-139,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.885744577093573e-125,1.4969675627609397e-28,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,6.400200987419505e+138,3.465310159248976e+124,,37.92807491439236,,,1.0459387454420322e-41,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,6.680171467146856e+27,0.026365693546458784,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,6.265174430148365e-68,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,9.560789332623704e+40,,1.59612475462446e+67,,,1.3741228378827475e-50,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,1e+160,,,,,,,7.277369769509129e+49,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.9116687566371764e-08,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,52310317.70164532,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,6.03761193598766e-20,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1.6562839920853832e+19,,1.753017490117602e+111,,,,,,2.2463067457303925e-140,,,,,,,,
"$R_{x,y,z}$",,,,,,5.704449645467682e-112,,,1e-160,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,9.969923953913908e-18,1.9273166406847125e-32,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,1e+160,1.0030166775820075e+17,,1.7098692975492482,,,3.647215347337649e-06,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,5.188561022566239e+31,0.5848400234060567,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,3.5281881355171355e-62,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,4.451751756080167e+139,,,274181.78110321023,,2.834315976331652e+61,,,1.7478198364644395e+50,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,5.721413495471252e-51,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,7.497630921488961e+24,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1.333754635926263e-25,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,4.4008231808557585e-121,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,2.2723021555379687e+120,,,1.1136536905907974e+44,,,,,,,1.876367183738859e-152,,,,,,,
"$R_{x,y,z}$",,,,,,8.979452126356231e-45,,,,8.757076246107758e-149,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,3.4020221030048184e-81,1.1117466847881583e-27,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.939428286244099e+80,,7.802776351439009e-41,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.1419336453128043e+148,8.994854796356317e+26,1.2815951078946116e+40,,,1.350184401795572e-24,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,7.406395738760783e+23,,,1.9043631904085073e+60,7.434635678227389e-31,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,5.2510991865238096e-61,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,5.32944728870921e+151,,,,,,1.345055821536135e+30,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,4.976595916975944e+57,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,2.0094056593762097e-58,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,1.1582079745789414e-62,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,8.634027928909255e+61,,,1.4299402839495564e-20,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,6.99329902950882e+19,,,,1e-160,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,0.10228749155175046,2.1598277341395248e-08,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,9.776366443535949,,1.8031024634433017e-07,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1e+160,46299988.846027106,5545996.526954692,,,7.3639562064328155e-16,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,7.918324900285376e-49,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,1357965707517985.8,1.2628933677171545e+48,,,4.689446350954559e-26,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,2.1324478950408404e+25,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,inf,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,0.0,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,3.2163882592979744e-19,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,3.1090773855090033e+18,,,1.1164063650072941e-16,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,8957311883415018.0,,,,1.2293546041781532e-90,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,3.2484341721210916e-19,1.285486815886502e-18,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,3.078406232092559e+18,,5.563029135740437e-11,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,8.134349492012672e+89,7.779154073317947e+17,17975818130.72601,,,5.968417600677983e-21,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,1.675485977868581e+20,,,1.246943337576602e+25,1.7636849921373071e+109,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,8.019610593882083e-26,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,5.669946756127681e-110,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.9333495146862297e+55,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,5.172370502093583e-56,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,3.465155886862245e-91,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,2.885873053479035e+90,,,0.5204567189825487,,,,,,,1.5485103709051307e-118,,,,,,,
"$R_{x,y,z}$",,,,,,1.9213893557852804,,,,4.0880680810153804e-142,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,4.068155977341009e-34,9.896399054004198e-35,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.4581161724620278e+33,,0.00015813244238201374,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,2.4461432152852587e+141,1.0104685497654709e+34,6323.813032522552,,,1.995768719941097e-32,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,5.010600627258623e+31,,,10191174.540913073,4.9709314082497693e-29,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,9.812411670366755e-08,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,6.457819197009853e+117,,,,,,2.011695430639815e+28,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,8.084988902104368e+60,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1.236860077494626e-61,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,7.732544185184685e-91,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,1.293235416508798e+90,,,5.052342799192285e+27,,2.435691667064836e-122,,,,,1e-160,,,,,,,
"$R_{x,y,z}$",,,,,,1.9792797910701335e-28,,,2.853782968956905e-159,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,4.489714438355208e-64,5.5002306172236644e-27,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,4.105609973224008e+121,3.5041207088201003e+158,2.2273131481527957e+63,,1.4853107214534453,2.888307791558654e+140,,,4.437702192550431e-29,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.8181055842796045e+26,0.6732598004957869,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,3.4622348868863364e-141,,,,1.5136007834826284e+54,1.467034016234946e-60,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,6.606761907846734e-55,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,1e+160,,,2.253418450834082e+28,,6.816474525699408e+59,,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,4.517954015275517e+20,,,4.481885580316522e-146,,,,,,,,,,,,,,,
$R_{z}$,1e+160,2.213391275384677e-21,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,1.0443735183083281e-26,,,,,,,,,,,,,,,
"$R_{y,z}$",,2.231203769216655e+145,,9.575118312266246e+25,,,3.651413129826512e-27,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,2.7386657287051838e+26,,,,1.798162888562607e-114,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,159489.80350755685,2.009705667128541e-22,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,6.26999330369492e-06,,2.5158407848413645e-49,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,5.5612314454969513e+113,4.975853013485283e+21,3.974814328574671e+48,,,,421093622344.17676,24624.229600194318,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,7.216474532301812e-05,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,2.3747688089720336e-12,,13857.181862471478,,1.8041763908072446e-11,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,4.061040756345566e-05,,,55426952990.58696,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,2.9648491487710875e-06,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,337285.2883306033,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,6.569220337660228e-26,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1.5222506608085121e+25,,0.836100674876038,,,,,4.0363343688265455e-151,,9.962782361511301e-142,,,,,,,
"$R_{x,y,z}$",,,,,,1.1960282177122534,,,,7.82580103020761e-120,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.5184514324038076e+16,3.70821663800024e-36,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,3.9706940032014895e-17,,2.108596954676621e-33,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.2778244631316306e+119,2.696714074772282e+35,4.742490013476104e+32,,,2.117571284060321e-06,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,2.4774954417136724e+150,,,,472239.1201313222,,,1.964932056844567e+27,1.5790810297713434e+17,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,5.0892344929517505e-28,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,1.0037356671197074e+141,,,,,,6.332797248186837e-18,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.1230587674035118e+75,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,8.90425353529788e-76,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,6.345408825484144e-73,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,1.5759425869990367e+72,,,1.982946017272374e+28,,,,,,,1e-160,,,,,,,
"$R_{x,y,z}$",,,,,,5.043001631358287e-29,,,1.3422508372970375e-108,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,5.669583349545193e-70,1.5433671232297571e-77,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,7.450172294276632e+107,1.7637980400803506e+69,,5.278287447884255,3.0586821724375054e-50,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,6.479339782146782e+76,0.18945538867930342,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,3.2693818567068913e+49,,,,7.32438354254717e+51,5.902124135483867e-12,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.3653026144671748e-52,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,1e+160,,,,,169430526543.47775,,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.5184798762157998e+21,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,6.585533438165132e-22,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,1.1375464112017238e-79,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,8.790850115236904e+78,,,1.957168836042217e+49,,,5.635586218606266e-141,,,,6.860408032448289e-104,,,,,,,
"$R_{x,y,z}$",,,,,,5.109421229198591e-50,,,,6.783724557370383e-141,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.9030418581113917e-15,4.4186673607552976e-13,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,344466269821738.56,,1.0895595878072446e-13,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,1.774438294810277e+140,1.4741164555590922e+140,2263125776068.979,9178020286274.709,,,,1457787219.2599728,4.0396569962643535e-21,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,4.2255812760409134e-10,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,6.859711669770553e-10,,2366538316.6808543,,5.933296833007679e-55,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,1.4576392472141745e+103,,,,2.4754576958507703e+20,,,1.6854036265923422e+54,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,5.571870026927769e-18,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1.7947295883916774e+17,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,1.2500104592486058e+16,2.1219039497767594e-27,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,7.999933061369025e-17,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,4.712748661904361e+26,,,,4.284850321310288e-119,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,3.510635206617208e-16,2.7394501208470946e-10,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,2.3338038087972334e+118,2848487356690027.5,,125743683350.58337,4.986181538208679e-39,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,3650367613.5223055,7.95268576006256e-12,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,2.0055427030425714e+38,,,,38144.52464402589,1.1119877778563374e-47,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,2.6216082369153803e-05,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,8.992904597636633e+46,,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,2.833556090622158e-34,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,3.529134303392004e+33,,,,9.180919090720838e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1.2671968857270563e-14,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1.0892155677645616e+159,,78914335354150.45,,3.001310177911287e-110,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,3.33187821558628e+109,,,8.142658199536442e-124,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,8.024727904450753e-17,5.175209646084478e-39,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,1.2281001799350115e+123,1.246148170887352e+16,,3941822.0959284417,2.075012390850306e-11,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,1.932288870184403e+38,2.5368978499382625e-07,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,48192483303.20651,,,,1.183685666400592e+48,1e-160,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,8.448188808781033e-49,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1e+160,,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,3615079677.681806,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,2.766190759704795e-10,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,6.931234684863187e-65,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,1.4427443961518938e+64,,,5.265018896740062e-16,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1899328415742570.8,,,,1.029337096482617e+21,,1.0571747443329864e-150,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.1620245389183822e-19,3.4158780897130225e-32,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,8.605670246265234e+18,,3.9099511721363886e-06,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,9.714990389612248e-22,2.9275049452482447e+31,255757.66959094844,,,1.1067237073872373e-13,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,9.459174137109564e+149,,,9035678853946.379,,,133847496.61587718,8039141362028517.0,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,7.47118941544237e-09,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,1.2439139392713327e-16,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.8571811647268246e+56,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,5.384504317580086e-57,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,3.0335386972052148e-74,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,3.296480117169085e+73,,,25239078686519.45,,,,6.709117287005472e-52,,,,,,,,,,
"$R_{x,y,z}$",,,,,,3.9621097601082965e-14,,,3.118062753737362e-110,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,0.0010837629580070563,3.194156345004579e-61,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,3.2071195449847292e+109,922.7109974665595,,81912249.06181872,1.0892219641546901e-09,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,3.1307171346322015e+60,1.2208186339082273e-08,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,1.4905090449631074e+51,,,918086517.632857,,,,6.331315937497342e+38,1.2792556036033089e+34,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.5794504805509398e-39,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,7.817046078854584e-35,,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1.5544947163902313e+33,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,6.4329585006383884e-34,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,5.273858687752779e-18,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,1.8961448518183667e+17,,,1.684865424990828e-40,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,5.935192123759342e+39,,3.443191584420463e-98,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,2.9042821913388066e+97,,41140.96041869566,3719364479.2989693,,4.6886779094475765e-32,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.430667611603862e-05,,1.8048004841238694,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2.68863136583076e-10,0.554077865557225,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,2.8449225355599103e-89,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,2.132797388332057e+31,,,3.515034196891374e+88,,,1.1773779692164497e+104,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,8.493449224852614e-105,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,2.749363128067754e+38,,,1e-160,,,,,,,,,,,,,,,
$R_{z}$,1e+160,3.6372059761447285e-39,,,,,,,,,,,,,,,,,,,
"$R_{x,y}$",,,,,,1.4093124983625836e-60,,,,,,,,,,,,,,,
"$R_{y,z}$",,1e+160,,7.095658352294858e+59,,,1.648373543273272e-11,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,60665860846.94379,,,,5.118163931080809e-149,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,22.658489234441173,2.260032109504497e-12,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,0.04413356908544406,,7.606876108192913e-41,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.9538256559688364e+148,442471589582.5241,1.314600087837581e+40,,,6749317967377888.0,,7.607658765737278e-55,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,1.4816311882673093e-16,,,19679980012.39969,1.4363081214713066e-32,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,5.0813059737354096e-11,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.3144648449582338e+54,,6.9622944064093505e+31,,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,0.00038388107127177725,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,2604.973453593463,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,2.610414461117739e-43,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,3.830809302105289e+42,,5.35179594646523e-99,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.868531629387856e+98,,,,5.159078276406695e-113,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.4881348163583173e-40,1.0020875765179091e-64,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,6.719821275649916e+39,,4.134277170158269e-41,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.938330737436497e+112,9.979167723791537e+63,2.418802510915633e+40,,,,1012739.4806123732,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,5.3253864819468306e-64,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,9.874207722160985e-07,,1.8777979840336855e+63,,3637781443685888.0,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,2.748928201103736e-16,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,7.745354222724928e-24,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1.2910965350893732e+23,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,3002054685284.74,8.289181069487244e+49,,,6.8115231784552336e-96,,,,2.9263322971216425e-121,,,,,,,
"$R_{y,z}$",,,,,3.3310519122177535e-13,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,1.2063917914412967e-50,,,,,9.605519746990458e-148,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,3.634512465089981e+26,3.989348308292193e-19,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,2.7514006613132984e-27,,1.6528798735825268e-37,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,1.468100414255343e+95,,1.0410680799582073e+147,2.506675082547735e+18,6.050046443076076e+36,,,,1241677176106610.0,9.679486547075226e-09,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,7.708386619240932e-05,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,8.053623109475118e-16,,12972.883294461337,,4.289501813709969e-15,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,3.417246910009522e+120,,,,,103311265.02801557,,,233127305554186.22,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,4.6747542726092985e-18,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,2.1391498711692323e+17,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1.2142623027693967e-46,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,8.235452897774035e+45,,1.675209785956857e-32,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,5.969401613952569e+31,,,,4.0066260060151215e-143,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1507036.5627514473,1e-160,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,6.635539075271448e-07,,9.847641099948835e-51,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,2.495865594888833e+142,1e+160,1.015471613811348e+50,,,32676076139908.324,,171.34376218329405,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,3.060342973000569e-14,,,5.42225172208178e+31,1.5593694701457767e-10,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.8442522613392565e-32,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,0.0058362206318912,,6412848392.53981,,,,,,,,,
