ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y}$"
"$\hat{S}_{x,y,z}$",,,,,8.785609973551521e-05,,,,3.068256786012929e-15,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.1210831604422583e-14,7.650156753062991e-24,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,334203862644739.44,325917962459543.06,1.3071627579390673e+23,9646988940965.545,,,1.2937254152419439e+19,3.605724016897913e-21,,,,,,,1.7955370201630556e-21,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,32040158771620.16,,1.0365928748539773e-13,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.8140623716533697e-09,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,7.729615482687156e-20,,,6.070751178246042e-40,,,,,,,,551248962.3433298,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,1.084568280416348e+54,,,,2.7733681094659123e+20,,1.6472426074443715e+39,,,,14687090.762276776,,,,6.480088888103665e-14,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.314861730792882e-08,2.0962097784969737e-15,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,6.808700349074313e-08,477051490866062.5,28.006435948998025,,,,,189.16847323538394,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,76053624.23902813,,0.035706078482141766,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,8.311584349810943e-11,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,5.576930824926363e+20,,,,5.569364422846533e+20,,,15431887081608.23,,,0.005286293127479501,,12031400487.71503,5940799.806569632,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.683275034607546e-07,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.1743663370793994e+78,,,,,,,,,,,,,,,,,,4.73616770413059e-72
$\hat{S}_{z}$,1e+160,4.5990410306995285e-79,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,2.1114117203406085e+71,,1619716.93733728,,4.8153311325072174e+27,,,,1.2674420171987565e-91,,,,,,6.5272009479580165e-109,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,,6.173918275152086e-07
"$\hat{S}_{x,y,z}$",,,,,,,,1.3948765344668963e-70,,,,,,,,,,,,,2.0767003815152502e-28
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,7.169093287401146e+69,3340944559.993977,,1013.1336898827468,3.8691199377333114e-21,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.9931655016801676e-10,434913936.17946196,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,2.2993054873904114e-09,0.000987036567815382,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,2.5845670749246426e+20,,,9.900502701346616e+24,2.59634044168305e+19,,,,1.4036145129472663e-09,,,,,7.889907281203721e+90
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.010049721883299e-25,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,3.851575024389947e-20,,,2.4734422117417396e-12,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,404294871031.50214,,319091379.94756866,890.4079626484009,8.354578075295772e-06,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.1338985094624446e-09,,9.840832469542556e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.0011230807022722842,10161741936924.613,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,5.907025508308586e-15,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,712446323.955593,,,119694.85364640603,,,,169289941036049.34,3.631096558904419e+20,,,1.5320502738817044e+108
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.7539890051883438e-21,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.331457119854805e-125,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.3086919074325756e+124,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,2.1612054805353955e+72,,2.3923360465449342e+61,,,,,,2.554163630054753e-19,,,7.80401831756695e-24,,,1.6931495728530736e-12,,,
"$\hat{S}_{y,z}$",,,,,4.627047307654754e-73,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,4.180014766086991e-62,,2.5701317994383164e-50,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,8.19270391512093e-11,1.0018910708179761e-13,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.0581851768180182e-06,,9981124985808.766,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,3.890851045921235e+49,,945014.1826849418,12205982424.854168,,,,,,,,,,,5.185884985625707e-25,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,3.041795851906416e-22,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,1.9283111807759157e+24,,,3.287531605295798e+21,,4.6839585006791853e-11,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,3.915175943440097e+18,,,,,,,,,,0.0257025594542245,,,30926313525.20866,,21349463276.734787,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.1419749926555795,3.1210347730171063e-18,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,7.0434939371747225,,3.445502616262707e-11,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,1.2813911491583595e+23,,,,,,,38.90663113846582,3.2040655510970144e+17,29023341769.64542,,,778263.6184050061,1657096.292364379,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,1.2849116627723472e-06,,,977.7309147725872,44.49750934271478,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,0.022473167931672606,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,590615274653.4562,,,,,,,3.2334924082848735e-11,,,6.034652328943296e-07,,0.0010227762924245802,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,4.636105490325442e-105,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,2.4847489246971188e-26,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.156982842790755e+104,4.024551495165235e+25,,9870896.00265094,,,,,,1.687227599285072e-61,,,,,,5.079355540713227e-41,,,
"$\hat{S}_{x,y,z}$",,,,,1.0130792581863274e-07,,,,1.927127184191465e+38,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.1306957691402509e+17,6.085838617952667e-18,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,5.189071111669023e-39,1.643158918230417e+17,6379671.256202595,,,,,,,,,,,,5.309020451653436e-19,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,8.844111982132663e-18,,1.5674788869845862e-07,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,3.9227756118382244e-15,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,1.8835866410884913e+18,,254921539988721.66,4.9961624748893794e-23,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,5.926882659006582e+60,,,,,,,,,1285210.5262474925,,,,3.5830937801904394e+18,,2.0015361890770798e+22,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,3862211.9713730905,9.129280121691679e-07,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.2884833909432398e-07,2.589189840982448e-07,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,7.780826406081196e-07,7761062.401184277,,1095376.619700763,1063036595.6377039,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,9.407013870487789e-10,,,,3.879819021695755e-05,14787911399585.7,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,6.762280169111753e-14,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,1.968753697166045e+40,,,,,,,2.7908842507238274e-19,,,,25774.39809455157,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.9058011471444006e-158,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.441391717333182e+157,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,1.2137755491205936e-108,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,8.238755515585409e+107,,4.733834540806352e+64,,,1.527883462184185e-12,,,1.9853439450013357e-55,,1.46866832875517e-31,,,,1.3238721782152202e-19,,,
"$\hat{S}_{x,y,z}$",,,,,2.1124523710743426e-65,,,,1.3287553812193976e-64,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,993.208694263576,,1.7898728521667697e-19,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,0.0010068377429392715,9.82168765903842e-22,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,654500179333.3442,7.52583970032393e+63,1.01815495942772e+21,5.586989035502875e+18,,,,1.863766814389052e-31,,1.7261617165069032e-37,,,,2.5553170886451773e-09,,52115133949700.4,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,1.9188284174135732e-14,,205.5502268450551,1.3976637806069225e-47,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,0.004864990982246911,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,5.036910619531605e+54,,,,5.36547808599008e+30,,,,,411.21728096021644,,,,610.5623212236894,,7.154796553186485e+46,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.914953769264361e+19,9.080415424648817e-23,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,6.808889253079971e+30,,,,5.793199967518807e+36,,,0.0024318044165482088,5.1023890149514205e+32,,1.1012712009689521e+22,,,2006167281984.433,77257819083880.88,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.9598662451446208e-33,1.4461412662580733e-20,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.16059312399521922,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,1.2943673687116036e-14,,6.226916664438071,,5.0489533621661146e-21,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,7.553599331229629e+18,,,,391340865.0705645,,,0.001637834444149451,,4.984629193089191e-13,,,,,1.9806085108517965e+20,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.18437704727135e-71,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,8.443257173075664e+70,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,2.236570647116628e+126,,0.0012470645241110271,,,2.2247461164783756e-07,,,1.3829135960648548e-81,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,4.471130841716059e-127,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,801.8831268677555,,,,1.1763115285362598e-05,,,1.04133207086889e-67,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.8312249299463588e+36,7.047191812400153e-22,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,4494894.912247035,85011.49361720083,1.4190049407203764e+21,2.152521672930406e+23,,,,4.2169472367692546e-57,,,,,,,,0.40345092019091394,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5.4608256126640464e-37,,4.645713966905695e-24,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,2.2212036796022175e-06,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,2.4786162329901185,,450206.3494596246,2.7651582154643157e-68,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,7.231109758740869e+80,9.603084625690991e+66,,,2.371383713982947e+56,,,,,,1250477455433910.2,,,,,3.6164295930968404e+67,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,28.37544855126014,,0.00022701029615904896,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.03524173364849207,0.0005070205905602291,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,7.996945451951425e-16,1972.3064873855644,4405.08653977252,,,,,4031470040.285042,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,1.8733333432173404e-22,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,2.480484761159966e-10,,5.338078263650389e+21,396442723.46391654,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,2.522432474639727e-09,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,2.9519901489244864e+51,,5.38660043190621e-28,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,3.387545179865641e-52,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,1.8564584706835588e+27,,,,9.794268626613925e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.021194977704515e-51,,6.801693528351888e-29,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,10210052818.877197,2496170.470804277,1.4702220790037699e+28,,,,,,,,,,,,8.081038591723424e-24,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.486822960698231e+50,4.006136646900545e-07,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,9.561874541615646e-30,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,1.2374647004213011e+23,,1.0458200383698325e+29,1.3729206699371497e-25,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,3.2994191687555888e-22,,,,,7.283742039121449e+24,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.853548762323766e+24,,7.134176673864857e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.504408311514738e-25,1.4899011976427442e-38,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,3.0308364862205754e+21,6.711854461102225e+37,1401703442057.122,,,,3.3601480844276766e+31,1.645536438883557e+26,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,1.0898990058097878e-11,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,6.07704561485413e-27,,91751620532.67555,5263.684908863179,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,2.976059313083301e-32,,,,0.00018998097669489385,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,3.356805094882928e-127,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,1.0034975214943791e-141,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.979023123875698e+126,9.965146685273615e+140,,3.3022414392378885e+59,0.006776366058048477,,,,,,8.841639089536195e-49,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,3.028246172789795e-60,,5.149303617859766e-52,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.6705011396709155e-13,,5.4758012224181846e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.7548163098833703e-10,18262167660.614735,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,147.57172080635644,1.9420101711066623e+51,,2724423619412.5156,5698602152.07632,,,,9.1217194676769e-34,,,,,,,1.3688797298086106e+16,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,3.448091463840738e-11,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,7.305243683751637e-17,,,29001550872.03303,,6.144766430320174e-36,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,1.8106903996335453e-29,,,,,,,1.6274011572932884e+35,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.1840339365145867e-11,6.332911434141062e-08,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,1.131012010186515e+48,,1.0962845366419472e+33,,,,,5.522755299317785e+28,,496.15220511489366,45786834319.7936,,1.217314094192387e+26,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.0020155105423111655,,15790525.580524415,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,8.214806718913728e-27,,,275134814710.04083,,1.7332309596534411e+19,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,3.6345818360133027e-12,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,5.769571530155159e-20,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.48630222373803e-07,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4022037.186197543,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,3.3690112492826385e-59,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,2.968229922690016e+58,,5419.428760417175,,,3.1160243356569676e-24,,,7.0828835577861e-87,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,0.00018452129259524067,,,,1.4516526550791376e-09,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,8.511588059855053e-08,,0.04046760357896768,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,3.20921755506497e+23,688870024.4518785,865282.6407742578,24.71112474077245,,,,4.755452459277818e-80,,,,,,,,143965139704.09573,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,11748688.881179588,1.1556917391815427e-06,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,0.000305216750653204,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,6.9461260000538206e-12,,3276.3601534315153,1.68113918291566e-86,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,1.4118543554209867e+86,,,,2.1028493262486827e+79,,,,,4.431778730659019e+16,,,,,,5.948347466779426e+85,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,2.2564303427019174e-17,3.811467430026202e+23,,1.4321186653292471e+37,,,,1.0686878470124305e+23,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1310985689011.1921,6.982661592292688e-38,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.6236614069482565e-24,7.62784833108474e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,9.35726931671909e-24,,5.769600662915741,,1.184980348957711e+30,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.17332222079554416,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,8.43895850998359e-31,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,2221513926426777.8,,,,,,,1.1442771454169677e-84,,,5.65685038004866e-46,,,8.220436887003676e-15,,,
"$\hat{S}_{x,z}$",,,4.501434756290107e-16,4.044163639268918e+133,,449954042.63879925,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,2.472699151661367e-134,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,2.222449195334267e-09,,,1.9991921115334886e-27,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,15062967018103.295,5.12134744973194e-08,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.0338911577420917e-20,6.638798311104039e-14,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,5.0020205373506894e+26,9.67219801148018e+19,,19526111.239578985,5.003319893779934e-22,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,5.52652247291352e-22,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,1.998672923638538e+21,,,1.8094561361166624e+21,3.0195164810407918e-33,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,8.7391415969914e+83,,,,,,,3.311788514084586e+32,,,,,127.24920807280539,,,1.0625949158312906e+35,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,1.7677681621683583e+45,,,,,,,,,0.007858595076111216,446.8247018100435,7.583854140606131e+16,,,,2999557722337.864,124478931.90123156,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.234478110717872e-16,,1.318590760660484e-17,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,8100589158429723.0,0.0022380141383166532,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,2.934164089943695e-08,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,8.033487954358855e-09,,34081256.85360663,7.401977689079728e-08,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,121648035712186.69,,,,,,,,,9.410924004070533e-36,,,3.333824825416586e-13,,,,13509902.920611585,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,8.671087543594469e+78,1.3160294145089335e-56,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.1532578756383598e-79,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,7.598614354475827e+55,,,,4.4502761116474167e-51,,,,,,,,,,,,,,,2.858439212391239e+71
"$\hat{S}_{x,y}$",,,,3.498412685024167e-72,,,,,,,,,,,,,,,,,
