ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y}$"
"$\hat{S}_{x,y,z}$",,,,2.2470515871650423e+50,,,,2.6970293043410597e-93,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1323129.8916947937,2.0599159081449634e-49,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,5.706836191141284e-07,7.557836961260868e-07,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,3.70778322056208e+92,1752284.3945517463,,4.8545671017247493e+48,3.35604129763832e-05,,8.2711163989625e-33,,,,,,34123279.7870063,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.00011242012528342103,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,29797.011160253307,,,8895.204461646987,5.341131258582243e-36,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,1.209026631671435e+32,,1.8722625443686274e+35,,,,,1.4447080442148475e+19,,,2.1417579771111385e+26,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,8.255370021839804e-12,8.362419682501999e-17,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,6.921813746413158e-20,1.1958261340224968e+16,76623.21446632178,,,832187078997096.2,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,121133274142.1006,,1.3050875077024213e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,1.2016528797889318e-15,,,7.221369427611567e-13,2045661.1468043614,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,4.888395136028048e-07,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,2.9305506570349866e-08,,,,4.6690616338865104e-27,,,,,1384778898274.3474,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,2.0985804077548353e-139,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,1.9684320809620545e-120,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,4.765125969463563e+138,5.080185441355225e+119,,5.343281329485209e+67,2.6312894664949964e-25,,,,,,2.333088844798691e-64,,,1.953709401066801e-60,,,,1.4502417651457236e-47,
"$\hat{S}_{x,y,z}$",,,,,1.871509168873097e-68,,2.2762246127735604e-67,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,3.884225225121434e-09,6.250209560480579e-10,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.774478589701834e-05,,1599946354.3156943,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,3.800418056368568e+24,4.393239552846714e+66,,20944.69545128801,257451600.26572266,,,,1.0213255556287047e-23,,,2.5636527702382805e-23,,,,5.0453995727008556e-05,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,0.002408983919517693,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,6.895402022155372e+46,,19820.035769034035,,,415.11277509905995,,1906160534.055493,3.2703602724201096e-09,,,4.750290410040539e-06,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,2.808621140034263e-07,,,,,,,5.246147856562891e-10,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,4.286163393345976e+63,,9.791197277781057e+22,,,,,3560465.9729499896,,53906833.328409255,3.6168078921922246,46081692791.98772,,,,305776708.5887412,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.27648689944488,876822440430938.2,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.8550523899406896e-08,,1.1404817599199705e-15,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,5.118468485916899e+59,,3.900684256499582e+22,,,,,,2.1700591697314367e-11,,,,141024039590780.56,2102408934.5045624,,210513.44521722957,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,7.09098961355646e-15,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,4.756448584231556e-10,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,42.22380907451729,,,,,,,2.9583153567802566e-79,2.416746479512246e-29,,,1.182553748646109e-38,,,,,
"$\hat{S}_{y,z}$",,,,,1.9530459920096963e-133,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,0.023683320427941097,5.120207123084663e+132,,2.0216607507619777e+134,,,,,,4.079564956002473e-21,3.988222313428911e-37,,,1.9801639426659112e-13,,,,,
"$\hat{S}_{x,y,z}$",,,,,4.946428324451039e-135,,,,1e-160,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.524101460580321e+29,0.09685565522183243,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1e+160,10.324642352681003,1.1845015727373263e+31,,,,,,,,,,,,2.0403659710232025e-29,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.961805876734004e-30,,8.442369541891346e-32,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,4.901081542241758e+28,,1.2997880013060753e+24,3.880917743101521e-12,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,7.693562327049971e-25,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,3.3803022308222427e+78,,2.4512417642196104e+20,,,,,,,,195.72883604394127,,,2.5412775189750766e+20,,,,257671011393.51334,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,4.137794379664608e+28,,2.5073827921599506e+36,,,,,,,0.005109109215647199,,3624624068.2968144,410752333481136.5,16524.310999742727,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.4345570760973517e-15,0.02872624419300616,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.758906802905751e-10,,34.81137294806765,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,8.456275252984378e+37,,5050086906711.834,,,,,,,3.9350287110842986e-21,6.0516895380120194e-05,,,,5.377745525676918e+18,1083693584.0196276,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,1.8595152842865805e-19,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,9.227700659542598e-10,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,5.5116321149723195e-55,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,1.814344606352636e+54,,4.1892370805552575e+27,1.210887855845395e-12,,,,,,,,1.3758093877859373e-67,,,,,,
"$\hat{S}_{x,y,z}$",,,,,2.387069484898802e-28,,1.283104703769402e-57,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,7.982926710505785e-25,2.8710646978372604e-05,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,825840308144.6702,7.793596244034334e+56,,214418783097.61792,1.252673406964852e+24,,,,,,6.769444294499341e-46,,,,,1541211521.0766916,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.663770522122274e-12,,34830.28441516098,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,6.488402054647237e-10,,,287.9582114380487,,3.838962407232161e-21,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,0.003472726111910651,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,1.5328420390320793e-34,,,,,2.6048705194823365e+20,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,7.268448731908133e+66,,1.477226130382034e+45,,,,,6.523829426230083e+33,2.003186682994358e+24,9.620133215262398e+18,,,,,56376959184779.54,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.1997014941642947e-14,4.992045966006536e-25,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,83354068063122.19,,1.0394866449598578e-19,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.773774276690639e-14,,152895078571027.66,9.423155873798984e+24,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,6.540432886042492e-15,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.0612155984604825e-25,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,1.6984430343900378e+131,,1.2058415320764752e+59,,,5.20337478933098e-07,,,,,2.8933225691000076e-41,,,,1.2474024028875696e-13,,,
"$\hat{S}_{y,z}$",,,,,5.887745304093347e-132,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,8.292963655663665e-60,,,,1.3313986230168249e-39,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,1921829.6595709461,7.510898559697272e+38,1.8223998959749696e+16,4201.595960569754,,,11620493.480630873,,,1.3233039095123474e-27,,,,2.224822978465219e-06,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,164564126767.50513,,0.00023800479850623137,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,6.076658501720681e-12,5.4872698479002483e-17,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,2.1964162167259766e-15,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,8.605486519714569e-08,,,28.770482306922403,,,,,,,,455287113792403.44,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,0.034757846230453776,,,6.61102400809101e-33,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.3119423076149878e-40,1.0447179146506702e-41,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,3.456234056581733e+40,,,,7.556843086547756e+26,,,1.5126249712240246e+32,47223.609362155614,,9.571961827938762e+40,8237814.3828660315,,235143131139215.38,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.1175848553443843e-05,4.3253674484274023e+39,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,0.5937865021565447,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,1.2139142174408747e-07,,,,982.1638518286031,1.6841069919375868,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,8016659240716.019,,,,449473.96250367933,,,,,4.252728944941856e-15,,0.0010181600535778112,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,8.304366266080331e+88,,2.961290160886759e+32,,,,,,,,2.665657088866506e-86,,,,2.395353092873802e-12,,,
"$\hat{S}_{y,z}$",,,,,1.2041858077533963e-89,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,3.3769065024703614e-33,,1.2349571587964835e-19,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,8.052501349607979e-69,,7.023804845534212e-45,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,8.097446886129565e+18,,1.241850148896508e+68,4.365971207287362e+19,4.2665780223295926e-07,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,2.290441124144091e-20,1.4237297618481065e+44,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,2343798.6948003597,,,,,1.0725628663361014e-11,,,,,,,,58398.60278022338,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.7123697355626612e-05,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,93234628140.35529,,,,7.57731815785053e-29,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,7.92883614410408e-32,7.500408205671098e-31,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.3332607673858266e+30,6.590558639791993e-19,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,3.751420256478755e+85,,,,,,,1.3197281401783867e+28,1.261219152250491e+31,,1.5173220581974239e+18,1.7133330859542578e+38,,5.932301643749187e+34,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,5.8365767181986104e-39,,,,1.391878782022063e-20,3.7541137112538796,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,0.26637445663999304,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,417474986453.9844,,,,,,,,,1.6856863660223531e-35,,7.1845336886825886e+19,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,5.817194836726686e+46,,2.5812547458491337e+55,,,,,,1.1397279998311007e-69,3.0843357495496105e-59,,,1.785897931404736e-24,,1.95918860542598e-18,,,
"$\hat{S}_{y,z}$",,,,,1.7190416138144966e-47,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,3.874084886848463e-56,,1.493566240778659e-56,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,9.081711804832577e-07,,4.705438172756279e-23,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,6.695384327103282e+55,,1101113.9986493276,95510.48939837757,3.167241259309437e-08,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.0470054192989895e-05,2.125200594048472e+22,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,5.0419502018659805e-06,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,31573218.398210466,,,,,1.1507469801836752e-34,,,,,,,,198335.9533439876,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,8.774023277029191e+68,,,,,8.690007596981797e+33,,,42.186838377700155,,,7704836221747879.0,,259442653926.71585,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.680712719086186e-13,22.539971247639855,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,3.2421891817258377e+58,,,,,,,0.023704075452323947,,2.699642687037798e+16,1496846282797.1802,198.92626744265556,,1.7212649896950646e+17,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.7041939098142544e-17,,0.044365628909340746,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,5.599424146336452e+23,,,,,,,1.2978861214173159e-16,0.005026988204502806,,,,7564473.056433242,24491.224847396123,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,1.321969147804083e-07,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,5.1041538177105376e+17,,,,,,,3.854416322315557e-12,5.8096807056835436e-18,,,4.0830950931648434e-05,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,1.517110653393342e+112,,2377465.141455902,,,,,,,,2.327439908635708e-73,,,,1.660281518529513e-27,,,
"$\hat{S}_{y,z}$",,,,,6.591477014305359e-113,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,4.2061605134097755e-07,,,0.7817787717639646,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,1.2791342463081372,191809034725.5908,,2597584.121855899,8.015902467461147e-18,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,0.0002595269084534735,3.8497309541818757e-07,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,5.213518755415445e-12,3853.164999186488,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,1.2475201688883909e+17,,,333127.9737832447,5.549322250550464e-22,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,3.0018493753114433e-06,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.8020218593375166e+21,,,,1.7171088831148914e-27,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,3.3138143902525877e-16,1.982960776668923e-39,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,4.296566352968387e+72,,,,,,,5.82374251180838e+26,7.694420188951817e+40,,5.04296409573895e+38,8.395177013249598e+47,,3.778665729273314e+41,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.2996430860844713e-41,3017670521745116.0,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,1.1911601130288983e-48,,,,5216.630866552554,2764.008177087009,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,0.0003617934303848193,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,6.0230749354223096e+26,,,,,,,,,2.646436789189905e-42,,0.00019169460626621964,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,1.2255389341427724e+58,,5.073364309584881e+24,,,3.4963414025152267e-15,,,,,,,2.201136330008712e-40,,,,,
"$\hat{S}_{y,z}$",,,,,8.159675487580245e-59,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,1.9710786353559207e-25,,,,1.8718594793797388e-24,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,5.386128306914393e+32,0.00822631761137201,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,286013259254548.7,5.342281357206156e+23,121.5610735254868,3.2529744599795035e+42,,,263204624.81917766,,,,,7.326293688420993e-31,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.856621199900231e-33,,3.0741095950882467e-43,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.0016740535025707968,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,3.79932533741382e-09,,,5.452194559854765e-23,,,,,,,,597.352473182206,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.8341238358644303e+22,,7.656547978779075e-17,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.050711553004283656,19089.060452092548,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,1.306071617093767e+16,,7.964425350139719e+19,19.71937242615167,2.2879050686436322e-09,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.2555833673329076e-20,,5.238602510111385e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,4.543107968219497e+39,,,,1.364946646324693e+30,,,,437081071.98383135,,,,10270.973787271063,1.7949978691269317e+24,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,9.736175173957816e-05,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,5.571037254135514e-25,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,8.820150600789025e-128,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.1337674890840786e+127,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,2.050229182469299e-42,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,4.877503493514801e+41,,2.1393749210404896e+17,,,,,,7.821627496773014e-78,,,,,,,3.629874493597828e-30,,
"$\hat{S}_{x,y,z}$",,,,,4.674262515490496e-18,,,8.358731001258955e-64,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,1.1963538482688155e+63,2215989542766.4443,,5142849.253224155,,5.94110550429647e-16,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,3.8367314623595e-13,1.94444742741211e-07,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,4.5126566741447644e-13,2606385173970.5117,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,2.9824045794679116e-21,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,1683188422216746.0,,3.352999143323503e+20,,3.148208456020277e-51,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,1.2785062960522885e+77,,,,,,3.1764097389666603e+50,,,3.6897852154409805e+20,,,,,8.53883939095178e+45,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4.0197721268137336e-13,7.626717179418508e-21,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,2.7101848525361553e-21,13945232139.234547,,1.3111801270127131e+20,,,,2729.720988628999,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,7.170909670169822e-11,2487703204192.9414,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,2.7549161872228494e+29,,,,,,,1.1711193456333828e-46,,0.0003663378067449485,,200739727.10736057,,447995487610458.56,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,4.981574969787497e-09,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,2.2321653401775353e-15,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
