ModelName,$R_{x}$,$R_{y}$,$R_{z}$,"$R_{x,y}$","$R_{x,z}$","$R_{y,z}$","$R_{x,y,z}$","$R_{x,y,z}HF_{x}$","$R_{x,y,z}HF_{y}$","$R_{x,y,z}HF_{z}$","$R_{x,y,z}HF_{x,y}$","$R_{x,y,z}HF_{x,z}$","$R_{x,y,z}HF_{y,z}$","$R_{x,y,z}HF_{x,y,z}$","$R_{x,y,z}HF_{x,y,z}T_{xy}$","$R_{x,y,z}HF_{x,y,z}T_{xz}$","$R_{x,y,z}HF_{x,y,z}T_{yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$R_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$"
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,1e-160,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1e+160,,1.1245880566673076e-125,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,8.892144942064194e+124,,8.087246456194024e+34,37002196.75190792,,6.832271621083026e-44,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.236514808120012e-35,,1.62951902909166e-30,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,2.7025422482475655e-08,6.1367801304991716e+29,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,4.044778420929717e-24,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,1.4636420439055728e+43,,,2.4723233164652415e+23,,,3.035363347110918e-13,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,3294498501972.7793,,,,,,,,,
$R_{x}$,,4.468024912055019e+98,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,2.23812539026346e-99,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,1.5611446773006716e-92,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,6.405556221279055e+91,,,,2.1445476471307397e-121,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,13519949149498.791,1.2596322690754493e-13,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,7.396477523268434e-14,,7.557292399166958e-18,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,4.662988026113258e+120,7938824882074.39,1.3232252335641138e+17,,,1.0457173773082447e-76,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,9.562813258148921e+75,,,7796.725685063554,9.696246122858118e+20,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,0.00012825896926394796,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,1.0313269561532485e-21,,,,,,,,,
$R_{x}$,,2.7037624528217915e-73,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,3.6985497707328034e+72,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,7.590850347899517e+41,2.194809820875795e-27,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,1.3173754641029283e-42,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,4.556203414476111e+26,,,,,4.680172307337542e-110,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,5.806032082982402e-21,1.6523970256787e-25,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.7223466658598394e+20,,3.2220917299547122e-21,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,2.1366734691203715e+109,6.051814330694908e+24,3.1035739631598115e+20,,,,1.9960826766323632e-50,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,2.3054696263843358e-26,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,5.009812527841396e+49,,4.337511058726453e+25,,1.1236283730834968e-22,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,8.89973966442097e+21,,,,,,,,
$R_{x}$,,8511087053.254797,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1.1749380469767155e-10,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,3.283116537444815e-115,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,3.0458863966439657e+114,,,,3.056516498152224e-15,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,6.166640652327471e-13,0.0009956462072355883,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1621628462528.574,,2.2469170144501306e-41,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,327169835531572.2,1004.3728311650983,4.45054264829946e+40,,,5.337169934929073e-50,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,1.873652164334335e+49,,,2.2762985239195632e+24,4.954270481153497e-13,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,4.393096904873874e-25,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,2018460646838.1016,,,,,,,,,
$R_{x}$,,4.568493740041805e-67,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,2.188905264847423e+66,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,7.001206917337211e-146,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.4283251613713665e+145,,,,3.6172120163746446e-79,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.2215520029745444e+39,6.723020040978781e-50,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,8.186307235098846e-40,,7.83352785097494e-58,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,2.764560096209819e+78,1.4874267723503818e+49,1.2765640449922478e+57,,,1.4139709790175941e-39,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,7.072280936733121e+38,,,126.04162184788947,0.00016169180774981638,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,0.007933887118707721,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,6184.605230880262,,,,,,,,,
$R_{x}$,,2.2374960659543858e+55,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,4.469281601053712e-56,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,8.289784248910146e-117,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1.206304012232248e+116,,1e+160,,1.4499862893863035e-76,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,6.8966169357590476e+75,,,,9.701560003519497e-55,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.3445950218546782e+17,0.007905449268936257,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,7.43718356639936e-18,,9.361379309405115e-18,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.0307620626344872e+54,126.49502463185856,1.0682186534150242e+17,,,,4.27223909996681e-25,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,9.105816625621589e-15,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,2.340692963574461e+24,,109819914139961.84,,2.4052211900699924e-10,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,4157621777.691472,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,2.8410361634293536e-107,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,3.5198425591067506e+106,,7.584283718866277e-21,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1.3185160749095541e+20,,9874725.283571014,1581966.4334639441,,3.3911148390473844e-54,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.0126864001611681e-07,,2.845376751830139e-22,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,6.321246638655635e-07,3.51447308113698e+21,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,6.760535204499014e-41,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,2.9488827346257467e+53,,,1.4791728313677268e+40,,,939933657180.748,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,1.063904874945553e-12,,,,,,,,,
$R_{x}$,,7.743013256119988e+38,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1.2914868758743395e-39,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,8.694862987924075e-88,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1.1501043793201313e+87,,2.5124875659510038e-93,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,3.980119199600851e+92,,,,4.779044833448504e-64,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,222159304651.15237,8.578125741235937e-21,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,4.501274441645642e-12,,2.109777007986609e-25,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,2.0924683380264746e+63,1.1657558191212991e+20,4.739837415112958e+24,,,,7.524498789642733e-58,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,2.622357340613517e-33,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,1.3289921733743553e+57,,3.813362826311244e+32,,0.008832596459212944,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,113.21699169862315,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,6.799969747514927e-110,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.470594777815671e+109,,,,8.214046357960287e-35,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,0.13797675094010772,8.649896498709305e-22,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,7.247597824897871,,4.448277740160723e-46,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.2174267789843836e+34,1.1560831972373487e+21,2.2480610663574895e+45,,,,1.672109399720943e-41,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,1.297873303315724e-07,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,5.980469939149252e+40,,7704912.316520139,,1.424107088249992e-25,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,7.021943842922978e+24,,,,,,,,
$R_{x}$,,1.1969763380794755e-105,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,8.354384027377516e+104,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,9.132489743453902e-150,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1.0949916485992139e+149,,,8.517847114395244e+56,1e-160,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,1.1740055750824529e-57,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,1e+160,,,,3.8016573037959154e-73,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,5.3360084595920906e-17,2.1783617057449883e+22,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,2.6304317303969253e+72,1.8740599974169544e+16,,6.809464081167478e+30,1.1216127133291763e-27,,,1.1914855302656858e-49,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,4.5906058546783223e-23,1.4685443495702392e-31,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,8.915733462326716e+26,,,,34342627513.995087,221494488447.70474,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,2.911833113504453e-11,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,8.392884131601775e+48,,4.514785026969652e-12,,,,,,,,,,
$R_{x}$,,1.431240504397917e+157,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,6.986945918084341e-158,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,3.360334878022872e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,2.9758938805181592e+159,,1.3836208228149433e-147,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,7.227413634651176e+146,,,,1.2451916637474032e-65,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,9.622814257947039e-31,4.386936502370048e-25,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.0391970303013446e+30,,2.6195376890627275e-22,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,8.030892184023308e+64,2.2794950404678726e+24,3.817467502663803e+21,,,,1.9360690245432323e-65,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,3.833094237550973e-22,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,5.165105103811706e+64,,2.60885837400887e+21,,1.5365792075619133e+18,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,6.507962590400384e-19,,,,,,,,
$R_{x}$,,1.0803805702450509e+18,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,9.255997632141617e-19,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,6.6955694805329e-52,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1.493524939002515e+51,,8.740410830247025e-55,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.1441109799317496e+54,,,,7.280777310511008e-47,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,3.632965666058673e-14,1.786771329619275e-17,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,27525721185382.92,,3.4609091729018563e-06,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.3734797224965724e+46,5.596687071384114e+16,288941.4168478549,,,,2.898212285254495e-28,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,7.096849528371032e-24,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,3.450402874516105e+27,,1.4090759512404852e+23,,1.9029056996586486e-23,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,5.255121155921622e+22,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,1.6980547231793475e-147,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,5.889091713885717e+146,,,,8.950807097259953e-91,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.4806011458140716e-17,6.85588015194703e-15,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,6.754013414262049e+16,,0.3183094936888202,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.1172176867783496e+90,145860192686712.28,3.1415965273646576,,,,8.395652640565607e-56,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,8.061925038783514e-17,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,1.1910926318798141e+55,,1.2403985340837314e+16,,31392889691553.367,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,3.185434695006946e-14,,,,,,,,
$R_{x}$,,6.748379263678239e+40,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1.481837284075443e-41,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,35.819801767750775,2.3753503045660217e-93,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,0.027917519099737685,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,4.2099053688112786e+92,,,,1.501306548899866e-136,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.5511229472676446e-13,1.8787271144832378e-32,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,6.660864836250694e+135,3919842440643.797,,1106396.1664413507,1.4778080603744508e-66,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,5.322752795182071e+31,9.038353804283624e-07,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,6.766778628522418e+65,,,,6.7113441541486835e+25,1.4205248890525985e-51,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.4900144844782548e-26,,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,7.0396513831372405e+50,,,,,,,,,,
$R_{x}$,,2.568642956771099e-88,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,3.893106269845481e+87,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,5.7899346945581197e-95,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,1.7271351971204205e+94,,,,1.0361231547818476e-111,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,2.8052256575483906e-16,0.0009948058984079514,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,3564775608369216.5,,1.0635572647821858e-23,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,9.651362344185299e+110,1005.2212211451108,9.402408625404838e+22,,,,3.85260428186617e-55,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,0.0215658893108231,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,2.595646806257528e+54,,46.36952298081851,,1.0750720667277695e+30,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,9.301702006301135e-31,,,,,,,,
$R_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,6.0225501064945164e+88,1.6741531272979625e-65,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,1.6604262020529038e-89,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,5.9731692620852e+64,,,8.579906185382351e-39,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,1.1655139093521877e+38,,7.353713620050697e+18,200198170241700.94,,2.940092625476778e-42,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.3598571438427947e-19,,5.1200519423927345e-21,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,4.995050648028859e-15,1.9531051857506622e+20,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,9.436690606696454e-22,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,3.4012533868310895e+41,,,1.0596935320634344e+21,,,5.0532938653224636e-18,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,1.9789072764249136e+17,,,,,,,,,
$R_{x}$,,9.35660487836565e+36,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1.0687637374879437e-37,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,5.8478081654917176e+16,7.136924339629403e-142,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,1.7100424153806253e-17,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,1.4011637960728708e+141,,,,,7.500230292280784e-63,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,29312616.98099122,3.5489454337342073e-31,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,3.41150024458234e-08,,3.4898183857503645e-39,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.3332923937404926e+62,2.8177384484263485e+30,2.865478628008846e+38,,,1.2335993988756875e-24,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,8.106359332789949e+23,,,93.88371927473966,2.771989433150137e+17,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,,,0.010651474054554844,,,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,3.607517359341383e-18,,,,,,,,,
$R_{x}$,,1237399.383784281,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,8.081465152679699e-07,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,,1e-160,,,,,,,,,,,,,,,
"$R_{x,z}$",,,,,,1e-160,,,,,,,,,,,,,,,
"$R_{y,z}$",,,1e+160,,1e+160,,1.7328985288253252e-104,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,,5.7706783367048446e+103,,,,1.0626732859237615e-104,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,932100455278.4913,3.832675360723593e-14,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,1.0728457371059021e-12,,1.7056553965110612e-66,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,9.410229966689331e+103,26091434986844.39,5.862848979023032e+65,,,,1.1181431392574078e-28,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,0.056753562127428415,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,8.943398791179185e+27,,17.620039386333254,,8.535260003273614e-28,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,1.1716104718736862e+27,,,,,,,,
$R_{x}$,,3.3843729344952103e-51,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,2.9547571126323083e+50,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,848647456776.6089,3.0041737798696813e-136,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,1.178345603954637e-12,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,3.328702243195063e+135,,,,5.229227003410424e-73,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,1.041066206748813e-41,0.0002798371563066009,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,1.9123285322052663e+72,9.605537030377152e+40,,1.2712359768039936e+47,,,1.7815100217528588e-53,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,3573.506868059935,7.866360127048117e-48,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,4.730930389100039e-13,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,5.61321568663466e+52,,2113749131257.5183,,,1.77189031119297e-07,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,5643690.208603966,,,,,,,,
$R_{x}$,,6.851086925021315e-71,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,1.4596224087419367e+70,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,2.7508002620637117e+29,1e-160,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,3.635305746444046e-30,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,1e+160,,,,,7.403586942037153e-127,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,,,22379070.578892916,4.291391683594663e-15,,,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,4.4684608168811165e-08,,3.877176391085084e-39,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,1.3506966391142864e+126,233024639494653.4,2.5791965573176706e+38,,,,6.67055526302133e-30,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,0.00011377194979601193,,,,,,,,
"$R_{x,y,z}HF_{y,z}$",,,,,,,,,,1.4991255758625778e+29,,8789.512720780085,,1.031446994725413e+23,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,9.695117685288475e-24,,,,,,,,
$R_{x}$,,1.9897906527328302e+146,1e-160,,,,,,,,,,,,,,,,,,
$R_{y}$,5.025654325124978e-147,,1e-160,,,,,,,,,,,,,,,,,,
$R_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$R_{x,z}$",,,1e+160,,,189479123.25650066,1e-160,,,,,,,,,,,,,,
"$R_{y,z}$",,,,,5.277626277836874e-09,,,,,,,,,,,,,,,,
"$R_{x,y,z}$",,,,,1e+160,,,4.562492316397952e-155,,,,,,,,,,,,,
"$R_{x,y,z}HF_{x}$",,,,,,,2.191784513052049e+154,,1.0840057345825405e+29,2783716377626.181,,2.3784340083116866e-30,,,,,,,,,
"$R_{x,y,z}HF_{y}$",,,,,,,,9.225043448548806e-30,,2.2615610419464998e+26,,,,,,,,,,,
"$R_{x,y,z}HF_{z}$",,,,,,,,3.592319993650904e-13,4.421724558623062e-27,,,,,,,,,,,,
"$R_{x,y,z}HF_{x,y}$",,,,,,,,,,,,5.1342604380718225e-18,,,,,,,,,
"$R_{x,y,z}HF_{x,z}$",,,,,,,,4.204447113123153e+29,,,1.9477001840123856e+17,,,5.692525569808401e-25,,,,,,,
"$R_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,1.7566895181002376e+24,,,,,,,,,
$R_{x}$,,1.0617961763586522e-10,1e-160,,,,,,,,,,,,,,,,,,
