ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,z}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}\hat{T}_{xy,xz,yz}$","$\hat{S}_{y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}\hat{T}_{xy,xz}$","$\hat{S}_{y}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{y,z}\hat{A}_{x,z}$","$\hat{S}_{y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y}\hat{A}_{z}$","$\hat{S}_{x,y}\hat{A}_{x,y}\hat{T}_{yz}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.874543504033262e-35,,3.542642716390389e-15,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.607030612029204e-42,,0.3303666405909033,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,5.001670550882396e-32,3.0269400028143614,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,38991850.153257936,282275148824181.6,,3.835781579954834e+41,1.999332002831693e+31,1.6386160868908327e+24,,,,2.1001638783866484e+72,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,6.102710744756784e-25,,,,,2396420.9130102284,90371446.26768266,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,1.1065442031744995e-08,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,4.1728896395911716e-07,,,,,,,,,,,,,
"$\hat{S}_{y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000003e+160,,3.194030616178118e-28,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000003e+160,3.130840371206492e+27,,8.529667737440956e-95,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,8.884012516117512e-39,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.172378609322028e+94,,1.1256175046869695e+38,1.2915851977160777e+36,4.133971132919242e-37,,,2.2864065214676053e-48,,,,,,,1.7756045028153973e-10,5.082743046718994e-05,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,7.742423819724083e-37,,,5.671056753621521e-68,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,2.4189815744887432e+36,,1.7633397855900537e+67,,1.7708974137083838e+45,427627771593.2708,2549.6759192434947,,,,,,,2.810057842492809e+21,4.002941066906985e+24,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5.646854483264108e-46,,5.802370858504083e-07,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.3384823587910684e-12,1723433.4453723824,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,4.3736754186570335e+47,,,0.00039220670848893866,,,,1217429.0569022316,4.608832531535628e+17,,,,,6.758768898927042e+26,124979620847.88805,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,8.214030988750314e-07,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,2.1697468787541468e-18,,,,,48360245.458276,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,2.06781415297566e-08,7650.489442054207,28975.419835255518,,,1.1959008584069525e-13,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,37019004.83242147,,3.451201072100641e-05,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.7013151880414523e-08,0.00013071059146922936,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,5.344888248301405e-32,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,5631884794.245568,,,3.5586456082088955e-22,,,1.4795593915909016e-27,,,,,8361897167061.909,,,7960.695747776507,1.870946507287216e+31,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,19674.415779202507,,,2.4981631837330183e-25,,,8.001304478408476e-12,,,,,,,0.00012561716107280056,,,,,,,,,,,,
"$\hat{S}_{x,y}\hat{A}_{z}$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000003e+160,,8.97206874127019e+32,,,,,,,,,,,,,,,,,2.6464198225548477e-54,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000003e+160,1.114570149691506e-33,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,3.778689954924092e+53,,,1.4774459111440372e+42,8.006126333054879e+30,,,,,1.3488387156575064e-57,,,2.4208683075701754e-36,,,,3382.254869158849,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,6.7684372907138465e-43,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,6.097011982971331e-39,,,,,,,,,,,,,1.2490434929452734e-31,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,5.884373125430838e+18,,,1.236355518570273e+29,,589224.2936116846,,4.5219642463176756e+38,,,,1.4185761842088005e+38,,7.413784823877469e+56,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,9.748666002227365e-26,673.4629140301398,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.008858807081836e-14,,0.0014848627580927884,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,5.884373125430838e+18,,,1.236355518570273e+29,,589224.2936116846,,4.5219642463176756e+38,,,,1.4185761842088005e+38,,7.413784823877469e+56,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,8.088288400705362e-30,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.6971465888998603e-06,,,2.7650757083993395e-16,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.7564456121079736e-07,1.0826192121841762e+23,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,2.2114283650391963e-39,3616537503701425.5,3627860.443200462,,2291.2128441852938,,295.2454984925483,153223191607675.6,,4.1307492723703746e+35,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,9.236858063718518e-24,0.0004364500672811035,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,2.4255871920167182e-14,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,0.0033870118430450484,,41227130621866.66,,3.076612766649975e-07,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,7.049321785687117e-39,,,6.526427164893397e-15,,,3250327.7982846964,,,0.00029566074665706533,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000003e+160,,9.999999999999997e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000003e+160,1.0000000000000003e+160,,4.4541195934701625e-71,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.2451125952388483e+70,,874462075.5979898,1.6687447099569173e+26,8.131776843839941e-14,,,,,,,3.1696982994235915e-28,,3.386105675690053e-29,,3.4216104713545762e-15,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.1435601701951026e-09,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,5.992528359989932e-27,,,5.4189981639907705e-30,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,12297435347817.36,,1.845359547535922e+29,,1.498709365851593e+19,2.1731313283047512e+46,,3333069290927.942,,,6.496198966729467e+34,,395381772356834.56,,4.961462311617952e+18,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.672407758203222e-20,,154802530523.3765,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,4.601654704320585e-47,6.459842721039961e-12,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,1.1348165727444752e-12,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,3.000237656990309e-13,,,881199679329.2942,,3.2208653689532186e-08,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,31047556.64857237,,,1.6291983024948692e-12,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,3.154874393508838e+27,,,1.5393617177083685e-35,,,,,613798822690.0631,990198.6196601674,,71002138956.51595,32.30757424480904,,0.09914646820995884,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.0098983983063887e-06,806435642896.053,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.2400245559693059e-12,1.4084082743090784e-11,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,3.8416717425110014e-05,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,2.9532451015316008e+28,,,2.529201065691753e-15,,,,,,,0.030952494062926224,,,26030.334370691908,0.014330505187600038,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,292260036135589.6,,,2.0155348104899663e-19,,,,,,,10.086087967171325,,69.78121056508772,,,,,,,,,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.8822883467975111e-25,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.31268230875137e+24,,1.8516923365530998e-86,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,3.867352647049268e-27,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,5.4004651866815326e+85,,2.585748162280947e+26,1461001.089816209,2.7029318372115437e-82,,,4.44433450521944e-67,,,1.5351965476858183e-61,,,,,2.6878236459708688e-42,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,6.844621862163006e-07,,,2.3007471926746746e-41,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.004705254608365086,6198416624.823798,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.1684869887837782e-31,,1.6133152392421296e-10,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,3.699686341449296e+81,,4.3464140831460744e+40,,8.558075610588115e+30,212.52835037283256,0.11376129345658595,,,0.0002517378040579744,,,,,3.393413725450843e+40,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,3.85771920733158e-14,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,2.2500556581094356e+66,,,8.79033605908871,,,,25922052545957.832,631829488.3953785,0.00033695961094401967,,,,,3890618739571.4404,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.5827054899568604e-09,,,5.157525824209564e-09,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.6073604554646995,,7.446017210597692e-18,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,3.020948872698231e-09,1.342999850412285e+17,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,6.513823923766746e+60,,,3972.3870784608225,,,2967.7147275853595,,193891418.88654697,,1.6464687336861383,331021821.9968836,4.6199676945862386e+19,,7.308560470679723e+16,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,2.164517299919257e-20,,,,,3.092958904577965e-15,4841718656.325287,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,2.065382297035344e-10,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,3.720482188253054e+41,,,2.946884998136034e-41,,,2.570285260359775e-13,,,1.3682585018099963e-17,,,323314997337945.6,,,,,,,,,,,,,
"$\hat{S}_{x,y}\hat{A}_{x,y}\hat{T}_{yz}$",,,,6.513823923766746e+60,,,3972.3870784608225,,,2967.7147275853595,,193891418.88654697,,1.6464687336861383,331021821.9968836,4.6199676945862386e+19,,7.308560470679723e+16,,,,,,,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,7.391214320990485e-50,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.3529576556318714e+49,,3.983670511061779e-65,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,2.341964150883006e-64,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.510247765780878e+64,,4.269920184828464e+63,6.0751988823500905e+41,9.737724006603168e-16,,,,,,,,,,,1.0432995472571975e-20,4.298518305639424e-10,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.6460366473025926e-42,,,9.417344207342498e-52,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.0436206635043497e-40,5.703324374183366e-32,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1026934013863915.4,,1.0618704997745774e+51,,33.209171783108275,4.89327602650692e+39,,7183783598.012283,,,,,,,3.862103712670821e+22,9.179093207590658e+22,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.030112163185853566,,1.753363362123666e+31,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,1.3920241142518476e-10,,,5986.556569331022,,325857050091.83234,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.0001670409338688913,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,3.0688303344002596e-12,,29.237143367146764,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,0.03420306790723206,,6.385913317867001e+42,6.098133428278922e+25,,,,3.436225401906813e-14,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.6398460475834986e-26,2214649.763331486,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.5659467177578543e-43,,4.5153866609395846e-07,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,4.486645622022135e-07,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,2326383020.605156,,,1.0894322319039633e-23,,,,,,29101699773393.36,,,2228836.6058857553,,0.010069827963978517,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,9.584974925264459e+19,,,2.5892624186118873e-23,,,,,,,,,,,,99.30656249313986,,,,,,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.8213540083610886e-99,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.490420837516542e+98,,1.1597913187060715e-61,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,5.590015866734308e-29,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,8.62224077617391e+60,,1.7889036880036635e+28,1.2465895900768721e+45,4.2231657873583734e-92,,,,,,1.039879241611354e-45,,,6.886829338299716e-48,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,8.021886336611668e-46,,,1.2096456893373231e-104,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.4844254699176295e-59,1.6569518147629265e-24,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,2.3678918857351055e+91,,8.26688350824304e+103,,6.853345688718336e+21,2.869913587285423e+58,8.771909052126491e+16,,,214766305673150.97,,,8.825426550615523e+21,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.4591413382899306e-22,,6.0351785193166773e+23,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,2.2280308084473998e-17,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,1.140002699592034e-17,,,,4.488268278017433e+16,3.102481544094601e+18,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,3.2232262651278094e-19,,,11.795816982382492,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.14265289648423152,,4881364506547818.0,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,9.616501224223317e+44,,,4.656223874902808e-15,,,,,0.08477581514646579,,7.010022401546802,2.644486996252054e+21,0.0022529682185542604,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,3.7814517576273496e-22,2.0486075126301448e-16,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,1.4520470173969627e+47,,,1.133089708769097e-22,,,,,,443.8589021205565,,,,1863.6374019072014,128330164318254.33,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,0.0005365850669108831,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,7.792400214808693e-15,,,,,,,,,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.7731183153578955e-44,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.6060488096085474e+43,,8.833885789666054e-60,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.1320046736055922e+59,,9.837811650623137e+47,3.2586041480561957e+45,5.008769785732638e-36,,,,8.543443793327654e-27,,,,,,,7.038430722780962e-20,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.0164862222551893e-48,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.0687986467964033e-46,,,3.337895326611794e-63,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,7.793680324660315e-40,,3.2799222732870226e-18,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.996498227665556e+35,,2.9958998175508174e+62,,1.283090861240302e+39,1.2171804624646533e+23,,6.8414960648133984,,,,,,,3224.6032906172227,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,8.215708605567927e-24,3.0488527369821946e+17,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,1.1704881827407705e+26,,,0.14616686036598267,,,1.3482275383966598e+21,,5361603593390.423,,,,,,277534838826.18054,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,7.417145633957461e-22,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.8651136410620906e-13,,,,2.983447735064197e+23,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,9.703606380654315e-73,,9.333225828970922e-71,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,3.351826774932534e-24,217.4236778019697,1.071440912632733e+70,,,6.091205408070344e-10,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.0305446869667542e+72,0.004599315079707206,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1641711177.0275922,,,5.119904164774522e-07,6481873782196123.0,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,1.5427637649266138e-16,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,1.4207712477205273e+19,,,0.0003101156669131196,,,,3.6031512448291142e-12,,,,,,1953161.558921561,,,,,,,,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.228768604222291e-51,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.364754597831463e+50,,8.217099650666161e-101,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,5.086725343055341e-35,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.2169744100875422e+100,,1.9659013069483914e+34,378.00943339246925,6.070848485410828e-47,,,,,,,,,,,2.260653270292012e-11,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,0.0026454366258149634,,,1.2139282413771304e-52,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.6472162044616202e+46,,8.237719215310113e+51,,1.3092611347897821e+19,1.776053988418332e+24,,1.0701636995814754e+16,,,,,,,240609745.63635087,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,5.630459470945203e-25,3265567857432.081,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,7.637895706425e-20,,3.062254540888218e-13,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,9.344364795695132e-17,,,3.1382972607358877,,36342519.69432804,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.31864412989530305,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.7515978760164765e-08,,9.153794521004602e-09,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,109244313.67837313,,270175838.7548797,4242574233.0023837,5.0666927174002755e-08,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.7012932192921295e-09,,6468445174643316.0,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.3570595234872776e-10,1.5459665700191115e-16,,,,,,,,,,,,,,,
