ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,y}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,z}$"
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,7.709826620144545e-09,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,4.784461801191595e-12,3.107835814039433e-24,,,,,1.9129446385783393e-10,,,,9.612121746836299e+89,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,6.092292536614159e+34,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.6414182247324552e-35,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,2.3898610543234607e+93,,,,,1e-160,,,1e-160,1.9689492415039116e-160,,,,,4.903933249136164e-137,,,
"$S_{x,y}$",,,,,4.1843436805286876e-94,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1e+160,1e+160,9.430852840047512e+91,978673842.26689,,,,1553097022342.1958,1.348927311487112e+35,,,,,3.864453900800134e+37,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,9.678947958611845e-53,1.060349490083828e-92,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.033170138196941e+52,,1.0217908733349943e-09,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,2.542650669582094e-16,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,3932903611035009.0,,1.4909886063081258e-21,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1e+160,,,,6.438747776954199e-13,,6.706959367557644e+20,,123.00174146147434,,,,,4463810.404685988,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,4.602574895462429e-08,,5.200654178317846e+94,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,5.078851089305815e+159,,,,7.413297895922647e-36,,,0.008129966194935641,,21726968.54940648,2.820494886089053e+91,,48.35056561421758,187035951.20849368,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.545477089613225e-92,1.9228350236574477e-95,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,7.695664302878381e-24,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,0.020682281319702865,,,1.299432980237942e+23,,4.277181473156345e-07,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,2.0391794692069913e+136,,,,2.5876877449436004e-38,,,2.240238516739481e-07,5.3465656925244e-09,,,,2337988.2436039126,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e+160,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,1.001542792072477e-73,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,9.984595844683934e+72,,,,,1e-160,1e-160,,,,,1e-160,,,1e-160,,,
"$S_{x,y,z}$",,,,,,,,,7.303600178962109e-114,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1e+160,1.3691877642487636e+113,1e+160,4.216840459729429e+24,,2.1428784940275747e+17,,,,,6.539427754499184e+39,,,6.349976693538391e+23,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1e+160,,2.3714437611523116e-25,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,1e+160,,,,4.666620169025467e-18,,5.309455968936509e+27,2.6168999015491076e+19,,,1.3613393327286708e+25,,,4.8870033056711285e+27,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,1.8834321366456333e-28,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,3.8213154404875676e-20,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,1e+160,,,,1.5291857904722491e-40,7.34570709857915e-26,,,1.1921496082103262e+20,1.0793762135660885e+28,,1354.807897377168,,2.5611500620850816e-11,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2299632.2322327266,,9.264610313174846e-29,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,4.3485214113088596e-07,8.38820893881948e-21,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,0.000738112024543069,,,2.3516862101567976e-13,,428637350560021.25,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,2.332974479926877e-15,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1e+160,,,,1.5748089296415528e-24,2.046243756044832e-28,,,,,39044959325.26034,4252267992562.347,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e+160,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,2.4901023051924153e+37,,,,,1e-160,1.2700654369238962e-155,,,1e-160,,,,,3.2251486849173194e-151,,,
"$S_{x,y}$",,,,,4.0158992580938476e-38,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,8.322700041840664e+121,,5.8684205224264415e-33,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.2015331502669873e-122,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1e+160,1e+160,1e+160,1.7040360283971703e+32,,17125.264653144968,,,9.220660805497243e-21,,,,,6.881487242313969e+18,,,
"$S_{x,y,z}HF_{y,z}$",,,,,7.873610059195093e+154,,,,5.839325816295371e-05,,1765.3239976966447,119.78666001739911,5.89663189563216e-47,,,,,862332742281.1085,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,0.0005664682524594792,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,0.008348174995903125,,,9.155192143586918e-25,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,5.453112327059038e-59,6.028133288764828e-10,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.3572457165877416e-11,,1658888335.9029064,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,1e+160,,,,1.084520969911194e+20,1.695883374949579e+46,,1.0922763654943996e+24,,73678626337.02798,1.833815149997686e+58,,,3.257194147959798e+29,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,7.713609808245136e-23,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,1.2964098844241414e+22,,4.1186901640392295e-19,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,3.100632242713598e+150,,,,1.4531742409562908e-19,1.1596451705576244e-12,,,3.0701270927505745e-30,,,,2.427956365184053e+18,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.199244169094241e-58,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.547016716255977e+57,,,,,,,,,,,,,,,,,1e-160,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,1.1753693588343833e-137,,
"$S_{x,z}$",,,1e+160,,8.507963836931247e+136,,,,1.0335869679033624e-40,,5.141994062912679e-75,,,,1.240248291603379e-58,,,3.1170507464097e-05,,,
"$S_{x,y,z}$",,,,,,,,,4.444858441398666e-101,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,2.249790433562895e+100,2.7116221499226004e+20,3627.005824575734,,,3.162818581100589e-31,,,,1.6299734096175284e-15,,,1.7444007592123242e+23,9.675044587960568e+39,,
"$S_{x,y,z}HF_{z}$",,,,,,,5.446330577633144e+39,,0.0002757095103691966,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.8360986094137865e-40,3.687829441976433e-21,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,5.559557251410968e-62,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,3.1617368317471523e+30,1.7987043837820153e+61,,4.9449984758301605e+70,,,3.0670967823823563e-09,,,1.660021116688389e+52,1.9447708180229806e+74,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,2.0222453149131075e-71,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,613506940726504.9,,326041227.5687152,,1.069934801591333e+19,3.019629040517199e+46,,421521.5351732821,,9.934345568851338e+20,8.06290165259741e+57,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,4.4995054081688066e+24,9.346363895376449e-20,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.2224664919493377e-25,,3.3116650640925122e-47,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,3.4055130894432e-08,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,2.372358032879418e-06,,,,,29364150.826491155,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,5.732627635701931e-24,,6.024019754609634e-53,,,,1.0066088330321948e-21,,,,32081.607947891964,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.568471355000383e-118,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.188915990258882e+117,,,,,,,,,,,,,,,,,1e-160,,
"$S_{x,z}$",,,1e+160,,4.9980124350759734e+116,,,,3.3747565212914794e-60,0.00025816304994015683,,,1.7969940910744767e-39,,,,4.7196963575176453e-29,,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,2.000795342128434e-117,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,1e+160,1e+160,4897549.7800923195,,2.7303763838443454e+28,,,5.342673485652378e-28,,,,0.0001446264007724307,,2.9631767319833547e+59,,
"$S_{x,y,z}HF_{z}$",,,,,,,1e+160,,2.0418373368348895e-07,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,3.6624987159902437e-29,,675492854.8981401,17320.122654518273,3.4911374118158657e-06,,,,1.1746745334392283e-16,,3873.521017945069,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,1.4804005590122688e-09,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,5.773631168478657e-05,,,6.198808422092597e-21,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,9.864971792612506e-14,9293483665067.826,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,8.419595035855104e-08,,1.0760227661009202e-13,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,1.8717220932281863e+27,286439.5989156623,,1.6132132692405735e+20,,11877055.793556213,10136876425220.61,,11560710825.776045,,5.564848571105039e+38,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,7.233846190664136e-06,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,6914.366911290959,8512996336714530.0,,,8.649987142402831e-11,,,138239.04651035863,,1259076183624.1104,2.1187803711295453e+28,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,7.942331155225345e-13,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,9.5967730178086e-15,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,104201693438441.62,,,,,,,,,,,,,,,,,1e-160,,
"$S_{x,z}$",,,1e+160,,2.2262693350836724e+110,,,,1.457004544608561e-94,,,5.458620245405064e-87,2.675780150195551e-97,,,,,2.988068327289403e-100,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,4.49181949479808e-111,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,1e+160,1e+160,2.6647618487476e+47,,,,1.509750407062758e-07,3.0359125820928197e-06,,,,,4.929855009688434e-25,6.863396574158663e+93,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1e+160,,3.75268056494424e-48,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,271684213.3879932,,8.103477139602629e-25,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,3.6807438589444146e-09,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,6623611.395114739,,1.2340381576605978e+24,,0.005346461654633147,,,,,4.2347580029959665e-07,1.8319647732259375e+86,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.39375779121568144,,1.00009420567153e+23,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,329390.24855275825,,,187.03959077933686,,2.5396322874338972,6.668407162133566e+36,6.600513336490827e+20,,4.451204125727907e-16,3.737227813454398e+96,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.4996084907329635e-37,9.999058032023425e-24,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,1.5150336784739404e-21,,,,203924898.91654652,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,4.903766069337302e-09,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,2.0284572224431402e+24,,,2361410.024592974,2246583108197649.0,,,,,,3.346643685712302e+99,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.1572440988886938e+28,,2.96912080886743e-129,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,8.641219263596195e-29,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,3.36800037577942e+128,,3.7791199538652734e+96,,,,6.560876391556208e-128,,1e-160,,,,1e-160,,,,,,4.076492990252144e-154,
"$S_{x,y}$",,,,,2.6461187054335306e-97,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,9.50644929233441e-155,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.2032590234380998e-124,3.9120744062121176e-122,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1.5241866182496463e+127,1.0519174607141247e+154,8.310762525118465e+123,,2.978497265890159e+20,55060017.79117145,,,,0.0001668380769862304,,,,,,4.279769164787617e+19,
"$S_{x,y,z}HF_{y}$",,,,,,,2.5561886001249506e+121,3.3573977436609742e-21,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.48826121336642675,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,1e+160,,,1.8161999216795463e-08,,,,0.019066421658549517,,1.7470974642348027e-14,,,,,,680535088.5792906,2.0480840431810567
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,52.448226411251795,,,,2.8004227116609164e-20,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,1e+160,,,5993.83556837887,,57237791277888.555,,3.5708894797775196e+19,12432543.49618201,,1.8118451415379027e+49,,,,,3406079245.881145,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,8.043406405994852e-08,3.2055234020173223e+63,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.119615346968526e-64,5.519235485827421e-50,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,2.453088972288768e+153,,,2.336574617686477e-20,,1.4694319466871807e-09,,,,2.9359269935051153e-10,,,3.2472668626636736e+17,404501.5466652462,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,,3.0795128404683016e-18,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,2.4721784335414944e-06,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.670697919241894e-17,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.744339607992283e+16,,,,,,,,,,,,,,,,,1e-160,,
"$S_{x,z}$",,,1e+160,,2.3258405410055577e+38,,,,1e-160,,1e-160,,,,,,1.9803172854360942e-141,4.922712161006899e-159,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,4.2995208930688704e-39,,
"$S_{x,y,z}$",,,,,,,,,1.0254980144600405e-142,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,9.751359689628788e+141,1e+160,5775.446211422155,,,1.7204964923062385e-27,,,,,,5.005873749259481e+23,7.155232733068882e+26,1e+160,,
"$S_{x,y,z}HF_{z}$",,,,,,,1e+160,,0.00017314679479176699,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.728332330846777e-25,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,5.812275726639527e+26,5.785924281761606e+24,,9.71521256318263e+29,,,,,1.2674227798724905e+39,7.826410842302932e+41,1e+160,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1.029313556956707e-30,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,8.378311178714776,,9382.561259724178,,7.215589645076851e-16,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.0063614305676911e-23,0.00010658070566430784,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,0.11935579601537298,9.936787814253747e+22,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,6.26954686915078e-17,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,1.9976532571320443e-24,,7.89002703660262e-40,,,1385888124447727.2,,,,1.2490597525442881e+23,5.049695861134625e+140,1.595011602705271e+16,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,1.3975785796293723e-27,,1.2777248986148913e-42,,,,,,8.006022113538101e-24,,2.0314005111268958e+158,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,15745040446.3952,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6.351206295115922e-11,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,2.784569292785023e-83,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,3.591219663992764e+82,,,,1e-160,,1e-160,,,,,,,1e-160,1e-160,,,
"$S_{x,y,z}$",,,,,,,,5.067499447678031e-100,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1e+160,1.9733598598776525e+99,1e+160,,2453437710618124.0,0.0008332143535588413,,,,,,,2.022704753574956e+43,2.0474429207092173e+17,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1e+160,4.07591354641752e-16,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,1e+160,,,1200.1713553406523,,,,4.641052606129288e+85,,,,,4.848649890113506e+43,23979566012171.98,,,1.2741079893499987e+17
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,7.84862828236531e-18,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,2.1546836135391622e-86,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.00024672129801520755,1.8524431571385877e+51,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.1175472746934066e-21,,5.3982763041683255e-52,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,4.722444745158226e+20,4053.1563673046235,,7.820712302728682e-09,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,1e+160,,,4.943875265199167e-44,,2.062429795228193e-44,,,127865590.91952474,,,4.06084079331712e+25,,0.10401646458375678,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,2.4625442141087844e-26,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1e+160,,,4.884141041908061e-18,,4.1702172570279295e-14,,,,,,,9.613862613017133,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.762433147776996e+21,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,5.67397408101026e-22,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,6.786723795925863e-99,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,1.473465003246942e+98,,,,,1e-160,,1e-160,,1e-160,,,,1e-160,,,,
"$S_{x,y,z}$",,,,,,,,,1.8843981071702147e-106,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,3.117014133153553e+154,,0.0004444301099074657,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1e+160,5.306734262759857e+105,1e+160,2250.072570934064,,,9.516890226959817e-16,,4.25170866663973e-17,,,,0.0010048588124395561,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.208198478677662e-155,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,4.2592583205266186e-07,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,1e+160,,,,1050763407112925.5,2347826.6044130404,,13702200.443856074,1520206.0539279785,,,,8.260580752683805e+27,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,7.298097879223404e-08,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.3933608751926434e-14,63116.49150996498,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,1e+160,,,,2.3519955820263996e+16,,6.578055635393333e-07,,,8499190.850426858,71768916280338.5,,1476514725.3046134,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.1765825919178842e-07,,1.5843719701088226e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,3.961545265733432e-10,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,1e+160,,,,995.1646814662847,,1.2105686391058002e-28,,6.772705905751765e-10,,,2524267509.069752,,4.185092847909486e+20,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.3894332487737146e-21,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.360191754146612e-35,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.2934771138195563e+34,,,,,,,,,,,,,,,,,1e-160,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,5.4123812482589124e-92,,
"$S_{x,z}$",,,1e+160,,1.8476155949318723e+91,,,,3.033316467350015e-58,,2.0311096677011957e-63,,,3.423898797936901e-115,,,,4.863210731695867e-43,,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1e+160,,1.0408086566717102e-07,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,1e+160,1e+160,9607913.938742517,,,1.014755644931258e-20,,,7.18429724640441e-10,,,,4.100148450922341e-05,3.296721627181968e+57,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,9.854589181100268e+19,2.481658880937867e+20,,2.4703553537455828e+27,,123562205.28264782,,,,11168803757383.951,4.9234170655678935e+62,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,4.029562675520016e-21,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,4.0480006185498285e-28,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.469351624665336e-80,6.660790714355357e-75,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,1391924590.119763,,8.093089611928711e-09,,2.8823829585058644e+79,,870490450646266.4,,131955.8220052822,4.200487568362767e+16,2.9206470722865946e+114,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.5013232555780455e+74,1.1487776795915264e-15,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,2.006631465025331e-09,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,7.578293892633019e-06,,,,,,498347612.6182325,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,24389.360823631814,,8.953510346521015e-14,,,2.380676013736596e-17,,,,,2.0562547155987348e+42,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.458152025638458e-14,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,40680966415828.945,,,,,,,,,,,,,,,,,1e-160,,
"$S_{x,z}$",,,1e+160,,1e+160,,,3.718581263509225e-110,,2.0492740157539267e-91,,,,,,,1.292278633257033e-78,9.67269715607407e-74,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,1e-160,,
"$S_{x,y,z}$",,,,,,,,4.0254879625689945e-74,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1e+160,7.842852600520842e-34,,,,,,,,,,,,,
