ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,z}$"
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,5.267659551422574e-06,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,1.0413771949919399e-08,,,9.12679859885743e-42,,,,,,,,189837.62907189818,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.0956744461581396e+41,,,6.01471486265029e-07,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,8.120806768420224e-41,1.0629226978155516e-46,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,1.181460441058515e+49,,,1662589.2047014937,138790958979608.81,,9.40802188207227e+45,,6.235366632332388e+21,,,,3.9390876310153004e+89
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,7.205080268570809e-15,1.2314047464948292e+40,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,2.9642905579917194e-18,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,1.6037549336949608e-22,,3.3734884635516e+17,,2537188888874.4775,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.9413699326249613e-13,,,,
$\hat{S}_{x}$,,3.0328163983392794e-77,1.4362274790694923e+109,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,3.297265210474276e+76,,8.212152714648634e+97,1e-160,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,6.962685330654467e-110,1.2177075058726378e-98,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1e+160,,,1.491579182721688e+67,5.806694322561032e+28,,,1.1178454333521156e-40,,,2.5554120780804303e-104,,,,,,8.226692415468603e-49,,,
"$\hat{S}_{x,y}$",,,,6.704303811583759e-68,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.72215023634816e-29,,,,,4.9114554432407e-94,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1685812559.3229866,2.430336608005253e-09,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,8.945780607621851e+39,,2.0360563412546715e+93,411465636.7789192,3.906695502128832e+27,,,0.19912553067424923,8.061933897912155e-59,,,,,,3.3115842404759453e-35,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,5.931857574970225e-10,,2.5597080690191526e-28,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,4.296440912741435e-07,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,5.021957739994208,,,5.383861466506392e-78,,,,,,,,2327507.861296128,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,3.913263182003813e+103,,,,,1.2403971710298639e+58,,1.8574029183720874e+77,,,2.6097829399822173e+21,,,,1.268599483749797e+43,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,3.8317362899414685e-22,38336421686.88854,,4.84010996931345e+23,,166895755535226.3,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.326378294618942e-28,2.0660687594704505e-24,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.60848549759669e-11,4.298527037984589e+27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,5.991764121220759e-15,,4.260403042292089e+20,,9.434596587010324e-06,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,2.3471957701494876e-21,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,1.2155553526222831e+48,,,,,3.019702738578919e+34,,,7.882708552301664e-44,,,,,105992.87322754352,,,,
$\hat{S}_{x}$,,9.468862297296456e-110,11911.847411233985,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0560930855288912e+109,,1.9124357168855974e+68,2.527069398078463e-69,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,8.395003440498294e-05,5.228933925311229e-69,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,3.7903892063200262e-53,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,3.957152901144628e+68,,,2.63825149758399e+52,0.004608172568844315,,,,,,7.820529617035738e-142,,,,,,1.6088024677587122e-113,,,
"$\hat{S}_{x,y,z}$",,,,217.00576205868745,,,,2.030830957363305e-72,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.2907996807857213e-46,2.4437441491654568e-05,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,40920.81408528392,3.1554390031820823e-16,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.924092753137529e+71,4.3652878441864024e+45,,3169131138302963.0,3.675251259711797e-21,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.0010917115780096497,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,2.720902407304847e+20,,,,1.975743025648597e-58,,,,,,,,915.9928502573424,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,1.2786857782900845e+141,,,,,,5.061386966919547e+57,,,,,28905680155.84443,,,2.1364430631530686e+41,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.591822950201454e+46,,0.0001670774208421169,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.5170310361103354e-47,2.2005896999355908e-31,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,3.4595276589532536e-11,4.544236483653764e+30,5985.2492033915805,,,,,9.525775583600268e+17,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,0.0005494046186316145,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,1.0497832866455687e-18,1820.1521539638122,,0.010222185922701075,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,6.21580349384434e+112,,,,,,,,4.680677043291528e-42,,,,,,,97.82643434211413,,
$\hat{S}_{x}$,,2.299325108442069e-23,1.3922823339051522e+90,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,4.349102248866234e+22,,8.503503594918357e+122,1.552782330721041e-89,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,7.182451257534408e-91,1.1759858614014042e-123,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,2.512713673872704e-99,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,6.440052673291599e+88,,,3.979761046385983e+98,2.2832198113137055e-05,,,,,,3.951330594804885e-160,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,43797.79796254597,,,2.4721031701127787e-102,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,5.8054434270918936e-15,,85.03653664368198,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.1237104825510011e-06,0.0117596510802195,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,4.0451386175536495e+101,,172252130704325.47,889908.9360898737,,2.780226923667461e-36,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,3.596828703035784e+35,,,3.8740614857732854,,7.396278692036108e-43,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.25812703377896806,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,2.5307930480805025e+159,,,,,,,1.3520312600940026e+42,,,,37215678032.129974,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,5.02048804405493e-20,2.9094038205761455e-39,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.9918382261345325e+19,,0.00026528927843070654,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,2.6870395835235218e-11,3.437130290844161e+38,3769.4700890869194,,,,,3.6043971866222685e+49,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,2.774389026024943e-50,57754969789622.46,,2.2234336880511956e+18,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,1.7314527280381023e-14,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,4.497548118363197e-19,,
$\hat{S}_{x}$,,3.8211888620943627e-75,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,2.6169865873939245e+74,,1.4810958829129764e-117,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.751757340876737e+116,,,,,1e-160,,,,,1e-160,,,,,,1e-160,,,1.5475766580129705e+54
"$\hat{S}_{x,z}$",,,6.461715449262216e-55,4.802761838553105e+29,,2.4510225357197462e-70,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,,2.0821353080069927e-30
"$\hat{S}_{x,y,z}$",,,,,,,3.336396633931745e-48,,,,,,,,,,,,,,4.079929847345727e+69
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.9133173576702113e-06,2618.221729842385,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,0.008687773738700716,,0.00038193862215794817,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,1e+160,,,2.9972455607640373e+47,,115.10428679160711,343251.31018328294,5.644452954863773e-05,,4.609381557928695e-64,,,,,,7.865328877772181e-17,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,6.015568242079295e-07,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,17716.508720979047,,,,1662353.3467793355,5.054198201320717e-73,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,1e+160,,,,2.169488438812098e+63,,,1.9785531951214124e+72,,,,1.3405888085141006e+16,,,,4.888035335164983e+32,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,67239109205549.04,1.8471433612644653e-20,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.7107668998578239e-32,1.4872296968465387e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,7.459408833260313e-17,5.8453317052317685e+31,,5.413764957125191e+19,4.757142793496352e+20,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,0.02294276241846157,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,2.1021021302264317e-21,,,43.58673039281968,0.0023089305966046674,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,1e+160,,,,1.271402652756264e+16,,,,,2.0458117248169353e-33,,,,433.10093489623364,,,,,
$\hat{S}_{x}$,,1.70237923090845e-55,8.089494064171877e-38,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,5.8741318141338255e+54,,8.6793887275377e-52,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.236171251338164e+37,1.1521548710305261e+51,,,,,,,,,,,,,,,,,,,1e-160
"$\hat{S}_{x,z}$",,,1e+160,2.2130195226523668e+77,,8.545522357497946e-11,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,,4.518712961020206e-78
"$\hat{S}_{x,y,z}$",,,,,,,,,2.844477641166007e-57,,,,,,,,,,,,11702034798.64034
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,3.5155839705953196e+56,4.041625274536018e+17,453059673974560.06,,,2933.905139355169,,2.813243620553254e-55,,,,,4.376977177464931e-15,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.275653154412775e-09,2.474252143810638e-18,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,439434277.6098701,,2.207214760976832e-15,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.4594330890927864e-21,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,0.0003408426491320663,,,3.36531568523252e+29,8.132241364769519e-72,,,,,7.977151017167736e-10,,6.851975657353504e+20,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.971489433779247e-30,,6.189728055770937e-93,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.2614761883706805e-33,1.9976870304632282e-21,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.938799597522167e-11,,5.005789118869725e+20,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,3.554615720779061e+54,,1.2296732907267093e+71,1.6155798622972765e+92,,34027498875.498165,7.927220578706266e+32,,,4.403485563596404e+73,4.6918870406266065e+45,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,2.131338609265514e-46,,,,259739.40569301893,47784.386325441345,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,3.850012659156852e-06,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,228468177798263.66,,1253580379.5714614,,2.2709283034035486e-74,,,,,,2.0927337921415982e-05,,
$\hat{S}_{x}$,,5.571965865596085e-84,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.794698718767224e+83,,2.961770625073159e-61,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.376358694135198e+60,,1.1594104466433703e-150,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,2.2921603823829723e-75,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,8.625073224888715e+149,,,6.278858527583094e+26,,,,,,1.561098331169894e-122,,,5.4881166480545235e-112,,,,,,4.362696466118926e+74
"$\hat{S}_{x,y,z}$",,,,1.5926461722413223e-27,,,,1.6597831665723037e-92,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,40235.10228081717,7.1468394234766e-14,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,6.024883371152312e+91,1.2443996449302341,,13992199079149.693,,,,,,,,,,,1.510365297783651e-17,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,0.8036003578706131,2.485391966995865e-05,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,6.62091483078581e+16,,48113560907.17959,,1.772096965292608e-39,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,,2.0784161079434432e-11,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,6.40574639043138e+121,,,,,,,,,,,2343.0363454004428,,,,,5.643032066447224e+38,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,713623308263.5103,6.88307205002803e-19,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,1.8221187050652228e+111,,,,,,,,0.0004267966230925421,1.4528396517306944e+18,2346827098755.6865,,7465337184904.306,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.4012995209382134e-12,,4.261072324118854e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,4.449565750542862e-13,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.3395242240660004e-13,,,14218063.265266614,2247410322856.7793,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,7.033306726401377e-08,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.182227400042316e+52,10.90768609412051,,,,,,,,1e-160,,,,,,1e-160,,,
$\hat{S}_{z}$,1e+160,4.582473852086216e-53,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,0.09167847253497904,,,7.417766864753737e+94,6.731533444970321e-26,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,1.348114625645085e-95,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.4855456162773458e+25,,,,,1.1789831076953942e-87,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,7.014159519163478e+20,,3.211718158478365e-27,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,8.481885732482973e+86,1.658261737196087e+51,3.113598238251939e+26,,,7.157813810045433e-09,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.4256875642304496e-21,6.03041110802493e-52,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,139707461.87845483,,,2.5297161708258073e-57,,,,,,,,2.1362007666679692e+23,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,4.681207944512598e-24,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,1e+160,,,,,,,,,3.953012640440044e+56,,9.818061808349378e+16,,,,,3927975764730232.0,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,1.0185309682503628e-17,,25237.1923697564,86116.86419713253,,6.653723416874884e+18,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.1612127419211085e-05,53177088623586.57,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,3.962405902165148e-05,,1.880509117523317e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,5.5517722936412e-13,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,1.5029178962621792e-19,,,,,3.24737396983879e-18,1801226612167.3687,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,1e+160,,,,,,,,,,2.545840554769e-16,,,,,3.079411269807164e+17,,,,
$\hat{S}_{x}$,,1.0050503567392573e-133,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,9.949750211963085e+132,,2.928396549794114e-85,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.4148380623870994e+84,,3.935675149914748e-23,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,2.5408601114389772e+22,,,1085120204.6417587,,,,,,,4.8159444217353706e-148,,,,,,,,422401193.82421225
"$\hat{S}_{x,z}$",,,,2.367417551419523e-09,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,9.215568890177838e-10,,,,,2.2864134836238895e-81,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,4.373662100763302e+80,97.95820437010012,6.338865420590101e+32,,,8.398142876716123e-24,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.241965733838504e-22,,1.5775693813466503e-33,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,8.051751934486404e+21,0.010208435387625694,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,3.0747868073280563e-22,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,1.190739446422736e+23,,,6.2709571524061066e-34,,,,,,,,3.252258002462893e+21,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.5946528985871153e+33,,1.1660033442313801e-29,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,9.249150764775559e-10,4.724808909606732e+18,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.6697190658618833e-26,,2.1164877122686316e-19,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,2.0764359229039054e+147,,,,,,,,8.57630473314973e+28,,5.9890314511310645e+25,1081180343.3980093,,84824256033.24353,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,7.834206241671315e-20,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,1.1789080703614887e-11,,,,,5.0434098596950496e+17,1.2764535029481996e+19,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.9827855118252577e-18,,,,
$\hat{S}_{x}$,,3.212233122905978e-48,7.038847742891764e-09,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,3.1130990863307584e+47,,7.925602424570414e+91,1.767116205565474e-89,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,142068707.34060955,1.26173374139973e-92,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,7.254848719271952e-66,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,5.658937408024062e+88,,,1.3783884939510542e+65,3.072143932564821e-27,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.2550558240451205e+26,,,,8.136325471542872e-93,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.4869556653995606e-06,2.1789595541794943e-10,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.2290560443993305e+92,309906.32957096293,,4589346314.766996,4.528872261482383e-12,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.2267814645296496e-06,672515.0071850256,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.1881050834873572e-25,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,220805521168.0185,,,,1.5160879407514683e-52,,,,,,,,8.416763920113647e+24,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,6.595923449561489e+51,,,,,9.570849752782045e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,10448393045866.393,1.7369744242940926e+20,4.7480946995541875e+31,,3.059860349847724e-16,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.07716425341481035,,2.106107951245987e-32,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,12.959368564409218,5.7571371576550445e-21,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,7.565029313818998e-32,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,3268123004534392.0,,,1.9881336462076985e+52,1.3218719432762877e+31,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,5.029842947970163e-53,,,,,
$\hat{S}_{x}$,,7.491436654457999e-141,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.3348574460746734e+140,,4.692062750359407e-49,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.1312587942763578e+48,,0.00016342211036331995,,,,,,,,,,3.136447024875369e-142,,,,1.1299937345789986e-130,,,
"$\hat{S}_{y,z}$",,,6119.123035290638,,,7.237585453017061e-50,,,,,,,,,,,,,,,1.5606698230833625e+34
"$\hat{S}_{x,z}$",,,,6.407505195585404e-35,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.3816762599785815e+49,,,1.5120194207730488e-68,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,6.613671664936228e+67,,456562971224.39825,1.6524077466161562e+21,,3.231840983553762e-14,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,2.1902783690894315e-12,,8.621669288942978e-13,,,,,,,,,,,,
