ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,z}$"
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,2.9175380352884e-11,,8.50163554343402e-17,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,34275474317.891785,0.28777204092871095,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,7.089820760500456e+85,3.4749727484739474,1.176244258991224e+16,,,,,,,,,,,,2.9634393736630694e-16,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,3374457425676682.0,,322183529.9450497,6.306823278713121e-40,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,3.1038209810742214e-09,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,1.945750534365605e+140,,,,,,,,,,,0.011557808005216236,,,,1.891784530104938e-11,1.5855843041856178e+39,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.2549394789812784,,7.099648067275191e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.9224995830223515,0.2076557970223431,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,3.216502011222911e+130,,,,,,,,86.52159644360617,4.815661370110478,14085.205217556579,,,,,18123.390078032833,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,5.276347134767861e+134,,,,,,,,52860142584.23657,,,5.51773148232399e-05,6.3196241575552056e+16,,2.0961341449262597e+34,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,1.5823725827183646e-17,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,4.770687040333381e-35,,
$\hat{S}_{x}$,,1e-160,2.090015077495905e-99,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.174914764617877e-33,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,4.784654478177846e+98,4.597881334332178e+32,,4.492011445325683e-77,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,9.621066693099397e-34,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,2.2261742031859342e+76,,,1370.688442261886,,,,,,,,1e-160,,,,,,,1.039385789433555e+33
"$\hat{S}_{x,y,z}$",,,,0.0007295603940088804,,,9.818048642726092e-74,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,7.788776593918993e-21,3.287177877202222e+17,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,9.292170127125846e-26,,3.042123174822284e-18,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,1.0185323340609756e+73,,1.0761748723054312e+25,1.2838986815730981e+20,,3.718292327144804e-66,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,6.912116514264022e-33,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,2.6894066200757224e+65,,,1.4467348719258047e+32,,2.2059650579815544e-33,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,4.5331633716582726e+32,,,3.798730734846234e-19,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.3714173548854162e-36,210988611.58233353,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.739592305482197e-09,8.12710059270789e-54,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,1e+160,,,,,,,,2.6324582335538406e+18,7.291726303722847e+35,,1.230451116720837e+53,5.748971607971787e+34,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,0.003361160019869811,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,1.739441535271029e-35,,,297.51633188792164,3185413662921768.0,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.1393096966965555e-16,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.917417483418205e-48,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.6899263957667367e+47,,2.4059650990770164e-32,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,0.06358896404107095,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,4.156336267652524e+31,,,8.305947614353138e-45,,,,,,,,,,,,,,,15.725999237133637
"$\hat{S}_{x,y,z}$",,,,1.2039565458755657e+44,,,4.626928503407528e-59,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.06824394802380014,1.73383624193076e-05,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,0.0007727550202465442,,57675.57372583371,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,2.161260973156478e+58,,1294.0711788335639,14.653314014764343,,2.1106406286145145e-40,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,4.737897993825831e+39,,,,,3.757134149433776e-54,,,,,,,,1.358129794254162e+16,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,7.363066506829455e-17,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.6616031268159707e+53,,,487.67330192699444,,8.628084963984923e-08,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,0.0020505530978394667,1077.8083826900329,,3.607147720550299e+40,2.2075079816989526e-15,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.248557557818821e-37,2.772273489945796e-41,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.0009278087052024628,3.0782893090292974e+36,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,11590057.40177766,,452999494584103.56,,,2.1938307612201955e+17,192812907.3847634,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,4.558236750421924e-18,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,5.186374779383793e-09,,,,,
$\hat{S}_{x}$,,5.374045887525585e-72,2.9709666435833365e-66,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.8607954247678336e+71,,1.045440071529589e-92,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,3.3659078675951808e+65,9.565349819974803e+91,,1.5032441974138255e-69,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,6.652279128836123e+68,,,1.3419372278128874e+24,,,4.463322621635243e-58,,,8.754967182935796e-124,,,,,,,,,4.928499682360327e+40
"$\hat{S}_{x,z}$",,,,2.0290150440287461e-41,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,7.451913392624313e-25,,,,,5.974953659326156e-67,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,563388353229782.8,,1.8331064797801286e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,2.2404833456417867e+57,,1.6736531478183517e+66,1.894511239180618e+29,54552204742.62601,,,,1.402214264878923e-62,,,,,,,,497832.94424048415,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.7749745699697514e-15,5.278406268164992e-30,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,2.008705955620603e-06,,118850.06812546213,1.3153556232813655e-70,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,8.413962362599291e-06,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,1.1422087360294031e+123,,,,,7.13157771281372e+61,,,,,,37350555304.33898,,,,,7.602506746467086e+69,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,2.6773363658232702e-11,4.4257216680735184e+58,1.4291174643706728e+46,,2703451738.4922357,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,7.437200741917852e+25,,6.997325446864935e-47,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.3445919166384196e-26,2.259518503420239e-59,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,1.067710509698264e-12,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,3.698974854116383e-10,,,8.747547072619437e+32,936583456767.3226,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.14317761504832e-33,,,,,
$\hat{S}_{x}$,,1e-160,3.926203352302886e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.5588656052264117e+34,854029970.7835655,,,,,,,,,,1e-160,,,,,,,
$\hat{S}_{z}$,2.546989827751681e+159,6.41492118786442e-35,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,3.637440590606085e-112,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.1709190944230073e-09,,,2.7491857944912195e+111,3.1877638704801343e-28,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.136995212413215e+27,,,,3.8180073135621603e-50,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.6191673243994147e+49,281081725209590.03,,64294.25085300086,6.295371750734064e-10,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.557684154864016e-15,1.313267308249779e-06,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,761459.600584075,1.5553490191313523e-05,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,1588468544.1862845,,,,1.1239373859742078e-40,,,,,,,,41919940302.42007,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,2.3854995803566766e-11,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,8.897292789430781e+39,,,,1.8389761029192132e-21,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,1e+160,,,,,,,,,,5.437808563213996e+20,1.719710680327995e+22,,1.473422983210873e+45,,7.631446757351349e+24,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,5.814931612852885e-23,1.8842160412729142e+21,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,5.30724703587829e-22,6.786917344134316e-46,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,1.310367525052446e-25,,1.1675546098074132e+27,,5.13169000359492e+28,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,8.564909868883553e-28,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.948675776010372e-29,,,,
$\hat{S}_{x}$,,1.9931347775237246e-85,1.4244157276661656e-110,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,5.017222173216015e+84,,1.0155721516706204e+83,2.096269212223575e-93,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,7.020422342839828e+109,9.846666220169546e-84,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,4.770379654334904e+92,,,2.0531870924687166e+104,8.732056438303208e-35,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,4.870476751330135e-105,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.145205607711713e+34,,,3.6279363444250303e-51,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,2.97537583008602e-14,,1584252.8280573424,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,2.756387943621662e+50,,33609199546770.848,8.66371329254647e+25,392.52658981636813,,,,,,2.521842492623364e-47,,4.268927709619677e-50,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.1542394885808558e-26,6.312123811868018e-07,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,0.002547598114226657,,,,25485.737657422538,1.758543213273006e-42,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,3.923763217851209e-05,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,5.686525030788393e+41,,,,,2.2650281848491336e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.2305384017674033e-28,,2.013971001973933e-22,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,8.126524117928506e+27,9.154666838801032e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,4414956099394.44,109233904150.5707,4.965314788643333e+21,,4.697412852182273e-10,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,2.486571773631599e-54,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,3.965354707619916e+46,,,,,,,,2128831404.5792906,,,96256.13820299334,4.021601188448768e+53,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,2.342508629852369e+49,,,,,,,,,1.0388947849654147e-05,,,,,
$\hat{S}_{x}$,,1e-160,4.0273318280568624e-53,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e+160,6.1441059598587125e-61,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,2.483033538566122e+52,1e-160,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,6.355032755574298e-64,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.6275760973741337e+60,,,1.5735560121587933e+63,8.824269625722262e-49,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.1332382649381597e+48,,,,,1.9650856602951092e-77,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,5.0888366863855884e+76,8313899106.794017,7.719700356888987e+22,,,,7.390968928287272e-61,,,,5.617150998277178e-46,,,,1.2344468413802798,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,4.8270701228148865e-18,,1.2953870665557757e-23,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.0716500373043142e+17,1.20280507034637e-10,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,,,,,,,,,,2.6933936741246875e-16,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,0.8100794351596896,,3712788106718135.0,1.7758751058261637e-48,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,1.3530025761206015e+60,,,,,2.9311703268316545e-05,,451735195.00999534,,,,5.631026622983067e+47,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,7.295677962604627e-09,4.392576188659448e+25,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.2765683668316423e-26,1.078133473612938e-38,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,34116.06588829366,137067453.51503843,,9.275289418933403e+37,2.62229535633848e-07,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,1.6237600611247637e-36,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,1.78026191623958e+45,,,2.2136862725027956e-09,,3813452.9643384777,,,6.158545366039544e+35,2.8758480084517143e+27,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,3.4772352261355266e-28,,,,,
$\hat{S}_{x}$,,1.684318854919869e-72,4756347668663422.0,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,5.93711812391707e+71,,5.083093161765809e+76,8.236118595774345e-45,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,2.1024535413766532e-16,1.967306063799569e-77,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1.2141641579967824e+44,,,1e+160,4.3220004748104876e-23,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,1e-160,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,2.3137433830195223e+22,,,1.189674453108991e-81,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.2795078270455957e-23,,8.109456347518862e-22,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,8.405660871229836e+80,,7.81550514082447e+22,2.546437117805431,,3.5771192590128086e-54,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.39270555436366694,1.2331282852345041e+21,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,3.3393189843278005e-44,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,2.7955455985439354e+53,,,2.994622570330155e+43,,2.6980258977766978e-37,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,3.706413644227981e+36,,,,6.622999295742863,,,4.951380901791043e+46,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.771443975042815e+30,,8.88029457169292e-32,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,0.15098899386004477,2.4946042436823433e+54,1.1260887709599506e+31,,6.754260092099055e+30,,3.6123637169623106e+39,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,5.64511220274878e-31,4.008651883490251e-55,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.4805470715730537e-31,,,0.14593114796289144,7.407595654683319e+48,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,1.349965692805827e-49,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,2.0196386015026113e-47,,,2.768270524101362e-40,6.8525466561414845,,,,,
$\hat{S}_{x}$,,2.6156356943573286e-08,7.45476050263578e-136,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,38231623.851795755,,2.933000608016976e-116,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.3414247173285177e+135,3.4094776430207004e+115,,1e-160,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,2.1245537248831037e-38,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,1e+160,,,2.6281971513373024e+48,2.1255401934791865e-38,,,,,3.096220230058101e-138,2.6384703415018594e-136,,,,,1.921986936999682e-58,,,4.706870851453858e+37
"$\hat{S}_{x,y,z}$",,,,3.804889597004438e-49,,,9.82128040850451e-106,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,4.704686380750824e+37,,1.0181971783781605e+105,,399762.07020031306,318291345.46254927,,0.0012613611912316784,2.7292848940717447e-70,7.964730029812398e-64,,,,,1.223593271165156e-06,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,2.501487946314965e-06,,1461852936295.7466,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.141775653833044e-09,6.840633385010287e-13,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,792.7943296111182,,,7.355587168508315,,3.691516952608152e-58,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.1359510773363313,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,3.2297444164081148e+137,,,3.663963414636893e+69,,,,2.708913470635626e+57,,0.04158961517755392,,,,,1.5183566074424451e+38,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,3.790074818240269e+135,,,1.2555353367370245e+63,,,,,24.044463881928486,,2.074452298631664e+25,6.670063994732222,,,1.3395693492371088e+28,1.8691280544177257e+35,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.14992359905238756,8333795241.16204,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4.8205495043661075e-26,,1.1999334889593027e-10,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,1.0544535065115837e-10,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,5.350088227697817e-36,,,,9483585514.436472,5.4049620642096264e-12,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,5.202948993821207e+57,,,817265.0369740581,,,,,6.586068089000667e-39,7.465085705114892e-29,,,,,,185015174597.0175,,
$\hat{S}_{x}$,,4.008980321059939e-107,3.1021673268228446e+37,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,2.4943998720742256e+106,,1e+160,1.6916256135009156e-21,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,3.223552744410382e-38,1e-160,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,4.309030623323475e-31,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,5.911473508198087e+20,,,2.3207075730381294e+30,135262714520.81038,,,,,,,,6.136824003324196e-143,,,,3.147052919779433e-128,,,
"$\hat{S}_{x,y,z}$",,,,7.393020342247741e-12,,,5.906788256761443e-66,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,1.6929674072120492e+65,,24468658162.074524,1.936755968178072,,9.401615286453251e-38,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,4.086860805264595e-11,,1.547946173689225e-14,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.5163273104255417,64601729504372.67,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,1.063647011211888e+37,,,2.2450880948009565e+17,,2.4982005334485894e-40,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,4.454168200863661e-18,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,4.002881220346113e+39,,,8.517632712197541e-20,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,14672.778894479272,4.959571515497256e-21,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.0014831689670739211,6.815341573614638e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,1.6295073794821554e+142,,,,,,,,1.174035126647297e+19,674.2320141533544,,2.016303216669592e+20,,,6.2954361505055616e+32,4.2765801790191567e+23,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,5.473675952521018e-16,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,2.338316968558163e-24,,1826925833158663.2,,11386.16504661035,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,3.1775760544569643e+127,,,,,,,,,,1.5884522947940533e-33,,,,,8.782588307005957e-05,,
$\hat{S}_{x}$,,1e-160,2.481972082278774e-99,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.6289121914957633e+122,1.8470531992424492e-32,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,4.0290541829216286e+98,6.139066336545379e-123,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,4.462321078653027e-81,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,5.414029224551519e+31,,,2.2409862095845751e+80,3.0709076092420997e-22,,,,,,,,,,,,,,,
