ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y}$"
"$S_{x,y,z}HF_{z}$",,,,,,,6.864408951801862e-11,,0.8954848035794826,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,2.822112448865042e-39,,,,,,,,3.389370160721766e+30,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,2.9504006720441835e-31,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1.2489227756443164e+156,,3.7250879728091956e+69,,,3.543444912700648e+38,,,,,1.9905052542102412e-13,,,2.42609530021094e+53,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.04732449799711894,,2.185923526943007e-22,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,5.359533414809948e+146,,1.2053464830875676e+59,,,,,5023850089743.988,1.6145485934125675e+22,4.574725454364318e+21,,,,1.2165186447935086e+59,2.365290568009441e+42,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,21.13070486370249,6.193681652444813e-23,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,4.227810373596384e-43,,2.349039078398613e+39,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,4.257059872676618e-40,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,7.537555095667281e+62,,10667321264.690636,,,,,4.121849623603218e-54,,,8.220178163974952e-60,,,,,,
$S_{x}$,,9.149613370326468e-93,1.3287115836677643e-56,,,,,,,,,,,,,,,,,,
$S_{y}$,1.0929423567154717e+92,,7.153556710142374e+72,,1.4434843817589114e-85,,,,,,,,,,,,,,,,
$S_{z}$,7.526087770226315e+55,1.3979060214650866e-73,,,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,6.9276814674051564e+84,,,,,1.5317890754195213e-137,,,,,1e-160,4.7152279985464616e-157,,,,,,1e-160,,8.06241730662806e+45
"$S_{x,y}$",,,,,1.2403227989425784e-46,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.1155146240304282e-86,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,6.528313956842416e+136,8.964472347183884e+85,,9.993811852225527e+30,3.517043993459049e+24,,,5.1910191781023405e-51,2.4083435048592032e-39,,,,,,1.2433847816722471e-53,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.8432968193169794e-25,668.7161410825171,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.0006191979462865e-31,,0.0014954028152830302,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,3.701048681717659e-65,,,,,,,,5.1774977033535284e+41,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.9314349465617102e-42,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1e+160,,1.926403979045914e+50,,,2.701936899505735e+64,,,7.6612498568821e+16,,,,,,27867409692608.23,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.842719978600724e-21,2.4081656224095995e+22,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,2.1207882212869977e+156,,4.152231598118567e+38,,,,,1.3052700521204124e-17,,1.0862336121248709e+35,3.5177576670503836e+20,,,,0.0004834385733874503,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,9.206122779093695e-36,,4.152538308388459e-23,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,1e+160,,8.042562646255689e+52,,,,,3.588421066150428e-14,2068.515122806622,,,36153321889813.555,,149227520.8982507,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,2.765997556317935e-14,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,6.701176793534217e-09,,
$S_{x}$,,1.3184276628964444e-134,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,7.584792310888768e+133,,5.8973212134680524e-55,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.695685148904968e+54,,1.2366821519965816e-25,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,8.086152115849119e+24,,2.4572303703957824e+16,,,1.1188965050289912e-65,,,,1.299459832346726e-126,,,5.805042212729123e-152,,,,7.595967102957743e-131,,
"$S_{x,z}$",,,,4.069622498760389e-17,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,2.297312369086309e-28,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,707737209358706.2,0.021648031336818873,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,0.042017686677609724,1.4129538291566137e-15,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,8.937377098823716e+64,,4.3529126184861037e+27,23.79950156877336,,46.19357688655987,,,6.706743163606807e-52,,,1.6659672704151886e-62,,,,1.1623407171142777e-77,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.0001449933793065385,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,6896.866634757474,1.6436198725199962e-74,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,7.695505279251886e+125,,,,1.4910366710124797e+51,,6.084131840452872e+73,,,,,1.4287473661219772e+16,,,,1.213221883372619e-09,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,9438.845100163575,,1.2614881112245153e-15,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,0.00010594516483618001,3.002429088866128e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,1.7226403587681582e+151,,,,6.002518883523938e+61,,,,6.999138012161532e-17,33306.36529296522,792714565521595.6,,,,,1.0295190332148984e-14,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,2.505801046982556e-76,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,1.316488060632354e+130,,,,8.603329344623511e+76,,,,824251535.275735,,,97132735552958.28,,3.99073981234138e+75,1.335932193881005e+50,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,7.485409847747651e-51,,
$S_{x}$,,1.7680884475103938e-43,2.0771330489289025e-110,,,,,,,,,,,,,,,,,,
$S_{y}$,5.655825654016788e+42,,2.6400566224125305e-127,,,,,,,,,,,,,,,,,,
$S_{z}$,4.8143280976423804e+109,3.787797547638135e+126,,564761847.4505528,,,,,1.617514743086827e-68,,,2.1466196269077276e-160,,,7.799904818525965e-144,,,1.2929936238844588e-77,,,
"$S_{x,z}$",,,,1.664708587448217e-34,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1.7706578525341233e-09,,6.007057376527809e+33,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.3327212907851841e-33,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.4770586135850647e-07,1.5814355567435407e-23,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,6770212.033582305,,5.148752913647091e-06,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,6.182323866128253e+67,,,7.503444320386308e+32,6.323368636400077e+22,194221.78861009964,,,,1.448622355235175e-84,,,1.0979553593597628e-69,,,8.28615224822116e-29,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,2644840.220361682,4.7585426608083066e-64,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,3.780946736598137e-07,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,4.6584871742765674e+159,,,,,,6.903110368179125e+83,2.1014837341610293e+63,,,,,0.1967840870671247,,,7.875660818981764e+64,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,2109786037882.65,,2.3511379505891603e-18,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,4.739817128582315e-13,1.2834923560570584e-14,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,1.2820669267974236e+143,,,,,,9.107838415061953e+68,,,5.081711712080112,77912423496781.97,4.2532595747919206e+17,,,,6.181706344805513e+47,7438101494.932444,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,1.3444290867519044e-10,,1415685.9251475255,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,7.063713654536702e-07,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,7.733990187791982e+76,,,,,,1.2068327615084267e+28,,,1.2697347219293896e-65,,,1.617676324661232e-48,,,,,,
$S_{x}$,,4.28564247601122e-53,1.328642273762489e-36,,,,,,,,,,,,,,,,,,
$S_{y}$,2.3333724303823191e+52,,1.8946925609214602e+47,1.8756022940624938e-111,,,,,,,,,,,,,,,,,
$S_{z}$,7.526480375851432e+35,5.277901125624637e-48,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,5.3316206914741635e+110,,,,,9.21080631781652e-148,,,7.702976330890809e-145,,,1e-160,,,,,,9.644524317651987e-153,,86.72734641971282
"$S_{x,y}$",,,,0.011530388525443268,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,3.556679237491619e-127,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.5660700531340408e-17,,1.2049937661800836e+16,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,5.464120937275672e-31,8.298798118848959e-17,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1.0856812807644145e+147,,2.8116114308504786e+126,,6.385410397183615e+16,1.8301205472560144e+30,2.359016634905769e-28,,,1.7474219210283143e-56,,,,,,1.6382313893907197e-18,,
"$S_{x,y,z}HF_{x,y}$",,,,1.2981994972381736e+144,,,4.239054465336337e+27,,,,,393.2664923014476,6.289743783405228e-25,,,,,,9.154069890237758e-05,1.1369212561283615e+21,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,8.795683910470377e-22,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,0.0025428049924819873,,,9.75796623508745e-38,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,6.586971234493714e-06,,5.590533388387518e+20,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.0883460091749783e-29,1.7887380872765538e-21,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1e+160,,,5.722716351249187e+55,,,1.5898898817442867e+24,,1.0248037100233294e+37,,151814.84242155822,9.188254393086358e+28,,,,4.0164944077519076e+23,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,1.0368577724146954e+152,,,6.104143813114907e+17,,,10924.102743266549,,,2.489733330812018e-24,,,30212071178.32577,,765815.9831515275,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,3.3099352708972924e-11,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.3057967214065522e-06,,
$S_{x}$,,1.721023037565545e-29,1.5584783187943446e+30,,,,,,,,,,,,,,,,,,
$S_{y}$,5.810497466754073e+28,,1.4711638964620453e+40,1e-160,,,,,,,,,,,,,,,,,
$S_{z}$,6.41651531458975e-31,6.797339184334715e-41,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,2.585408716244137e-121,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,,,,,5.757191569286682e-77,,,,2.0458933685649607e-143,,4.245982668087039e-130,,,,4.855617228265953e-74,,,3.867860403335823e+120
"$S_{x,y,z}$",,,,,,,,1.0392240412554643e-67,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.7369580080238677e+76,,9.622564146917939e+66,313999.0358124034,,2.903035464376012e+19,,,3.46455005002474e-45,,6.012599145466274e-58,,,,108.40972410735415,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,3.184723155001798e-06,4.142806455923309e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2413822636.0302644,3.4446702848493904e-20,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,3.0843768953786054e-29,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,1.717796765929519e-50,,,,,,,,3.2421459306686013e+28,
"$S_{x,y,z}HF_{x,y,z}$",,,,4.887840272445012e+142,,,,2.886377698578374e+44,,,5.821410424293637e+49,,,1.9500441658228374e-09,,,,8.21043922445619e+62,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,1.152450881496665e-10,5.536072656122803e+22,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,2.3551674092219844e+129,,,,1.663174237640701e+57,,,,512808898.14002836,8677159400.505816,,2.0946302958021653e+28,,1.0045582032048114e+28,4.607010144442218e+50,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.8063346746253713e-23,4.7741121762828186e-29,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,9.954624797346042e-29,,1564481562644346.2,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,6.391893799692736e-16,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.0594704091968178e+73,,,,0.009224264780987146,,,,1.2179616372061192e-63,,2.170605161801901e-51,,,,,,,
$S_{x}$,,3.2214185124823643e-150,1.885215708544563e+60,,,,,,,,,,,,,,,,,,
$S_{y}$,3.1042225532795453e+149,,2.8941646613322116e+117,7.140204504693956e+76,,,,,3.1324570419550997e-115,,,1e-160,1e-160,,,,,2.6924516408832658e-92,,,
$S_{z}$,5.3044327790586194e-61,3.455228423457048e-118,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.4005201102329801e-77,,,,,,,,,,,,,,,,,,,4.738605235842956e+19
"$S_{x,y}$",,,,2.1103256131909222e-20,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.0652429318631142e-37,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.4559655955555275e-24,1.3566298336237198e-27,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,3.192382167117789e+114,,,,9.387530018631488e+36,7.371207496807592e+26,11218564760.672968,,,,7.003774151744565e-84,6.595486481864051e-70,,,,,1.5740217652856024e-38,,,
"$S_{x,y,z}HF_{z}$",,,,,,,6.868294161981536e+23,,8.91379620595971e-11,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,3.79005518391568e-17,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,2.638484010058276e+16,,1.1279391291195104e-65,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,1e+160,,,,,,,1.4278016085811544e+83,,8.865726653003145e+64,,9.476378435696618e-09,,,,,8.306832518734952e+42,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.008316712165774521,4.900099903093963e-06,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.0106032365198403e-19,,204077.47184268464,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,1e+160,,,,,,,1.5161883854204712e+69,,,105525545.09991865,,9.89508012505131e+18,120.23982314973765,,,3.539064934827934e+39,1.3966677703455586e+46,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,1.6478314783975395e-16,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,7.159898876685495e-47,,,6068581727619782.0,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,3.714087134623326e+91,,,,,,,6.353152301032842e+37,,,1.2038282916438167e-43,2.825605120038915e-40,,,,,,,,
$S_{x}$,,1.893940357049958e-125,1.2859210437491917e-46,,,,,,,,,,,,,,,,,,
$S_{y}$,5.279997315003211e+124,,9.618379616088588e+73,3.1191325847557244e-107,,,,,,,,,,,,,,,,,
$S_{z}$,7.776527220399402e+45,1.0396761615930689e-74,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,3.206019535326406e+106,,,,,,,4.981569470832597e-54,,,4.3816050446698525e-104,,4.188868048470742e-99,,1.1755346407698239e-96,,,,,1e+160
"$S_{x,y}$",,,,1e-160,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,6.166124233326755e-28,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.4234434636839892,4.644911680320848e-13,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,2.0073994869590054e+53,,1.6217642755155432e+27,2152893464555.444,7.473796650168943,,,,1.3492172029541352e-38,,4.8343398579474404e-54,,1.6958655209596057e-45,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.7025217548239797,,0.13380080390297952,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,12.270399682306884,1.984362763131118e-07,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.08149693782525558,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.282268688768475e+103,,,,,7.411705082105995e+37,5039401.154767206,,,,12324202.558005486,,8195.707265849274,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,3.276425814951135e-17,3.710412170310936e+19,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,2.3872797816228098e+98,,,,,2.0685347521772684e+53,,,8.114115256491185e-08,3.052106339282137e+16,,4.027723602732624e+22,29265657.755282592,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.695118369871558e-20,2.4827920151262274e-23,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,8.506767604441914e+95,,,,,5.896693975086833e+44,,,0.0001220150949225461,,3.416974285566827e-08,,,,13687535595.483894,2.415230454408433e+19,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,4.140391647408785e-20,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,7.305917073413442e-11,,,,,
$S_{x}$,,2.6791362699248806e-111,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,3.732546235985371e+110,,1.244469380628733e-132,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,8.035553269255834e+131,,,3.161387176710613e-73,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,1.8928291170360394e-45,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,3.1631683944529962e+72,5.283097089957541e+44,,,,3.166204035464734e-42,,,,8.160492555238869e-112,8.704161104370462e-138,,,,,6.740134050044248e-88,,,
"$S_{x,y,z}$",,,,,,,,2.2039462708116744e-47,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.8495261566831866e-07,1.239345788149955e-07,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,3.1583561539274602e+41,4.537315692508773e+46,3559584.052979252,,8068773.134677445,,,5.090266923296032e-70,4.957866988738997e-94,,,,,1.127549444373404e-52,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,2.8093170019767725e-07,3509355.398105865,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,9.281947797091913e+17,2.6494087434006597e-35,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,,,,,,,,1.0773600777126819e-18,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1.2254162273060595e+111,,,1.964533520675343e+69,,,,,1.0074451247796038e-12,,,,,2.3160765811688284e+19,,3.7744270395833517e+34,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,5.254416733916113e-22,4.5523372037060585e+20,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.1956879997826916e-12,,2.196673829842613e-21,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,1.1488757940129212e+137,,,2.0169964266313324e+93,,,,992609895470.7509,,836338576770.6487,1.9031608085921664e+21,1.0101572868279564e+41,,7.783084624862954e+22,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,7.147197465500082e-07,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,9.899448462527536e-42,,,,,,1399149.813373781,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.4836500173070522e+87,,,8.868790676897676e+51,,,,4.317646523999397e-20,1.284837629550518e-23,,,,,,,,
$S_{x}$,,1.235285108893258e-107,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,8.095297132626658e+106,,5.0559140975669594e-82,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.9778817058644777e+81,,,6.4513581602054045e-96,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.5500612044273186e+95,4.8489054866661966e+33,,,3.642296893006485e-58,,,,,8.619556909423543e-135,2.8674294984843544e-107,,,,,1.1357642817989526e-81,,,
"$S_{y,z}$",,,,,2.0623210799836343e-34,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.6726217383269625e-97,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,2.7455202839726867e+57,5.978638069120449e+96,,7.071527064938063e+20,7601570058.8812,,,1.50143835642624e-69,5.738713332612607e-70,,,,,3.5127112349069065e-28,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.3155177052294118e-10,0.08569333504291513,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.4141217177237214e-21,,11.669518983001433,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,2.349094040038963,,1.1408284163877228e-75,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,,,,,,,,0.4256960270451385,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1.1601524422986585e+134,,6.660280095549339e+68,,,,,,5.600849138669904e-16,,,,,8.861627835356037e+29,,8.765560058245773e+74,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,7.409760942631973e-13,1.1070328793850907e+24,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,3.4874440697794763e+106,,1.7425508856089523e+69,,,,,1785443555506087.5,,2.080760206369332e+33,1349571204445.3577,,,3.387240142656749e+35,1.0397847132609232e+16,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,4.80593581585682e-34,,9.03315537073711e-25,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,2.934275288455286e-38,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,9.617375474427276e-17,,,3.407996529618181e+37,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,8.804643851064645e+80,,2.84680388772834e+27,,,,,1.1284608410321743e-30,2.9522559897854175e-36,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,8.760795975677201e-69,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.1414487938953525e+68,,,1.662597575510746e-27,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,1.1968054250078473e-06,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,6.0146845798978284e+26,835557.7098035322,,,,,7.82770021180208e-102,,,1e-160,,1e-160,,,,2.8461868755319065e-157,,,
"$S_{x,y,z}$",,,,,,,,,2.649117532286382e-64,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.7290153420718052e-09,0.0015098544530939273,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,1.2775144332843345e+101,3.774841953263308e+63,662.3154953451599,482.9273851248733,,,,9.666433699808978e-77,,7.064184239951812e-65,,,,0.00016090088607577285,,,
"$S_{x,y,z}HF_{z}$",,,,,,,578363867.3799983,,0.00207070468729253,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,2.80389784090236e+33,2.331619963080965e-42,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,3.5664637470464213e-34,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,1e+160,,,,1.0345076902764681e+76,4.288863604850149e+41,,,,5.552133759857322e-17,,,,1.7293556419809664e+34,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,1.5907240842802384e-40,4.614329931791447e-40,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,1e+160,,,,1.4155916182713e+64,,,1.8011093450776264e+16,6.286445335694242e+39,,86280268128.14183,,2.650353471903644e+25,2.15993866371663e+51,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.167161895187162e+39,1.1590135516440663e-11,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,1.7714586219982508e-06,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,3.773081630812586e-26,,564506.5527254451,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,3.513472739955335e+156,,,,6215.006171743959,,,5.782500578391765e-35,,4.629761098304936e-52,,,,,,,
$S_{x}$,,6.0072210650048845e-81,3.882209890602405e-139,,,,,,,,,,,,,,,,,,
$S_{y}$,1.6646632264384412e+80,,2.8338556810968914e-92,,,,,,,,,,,,,,,,,,
$S_{z}$,2.5758524865455674e+138,3.528761209226199e+91,,3.9106483127068966e+35,,,8.535636034516306e-122,,,,,1e-160,1e-160,,,,,4.086346974474431e-127,,,
"$S_{x,z}$",,,,4.072509397891035e-42,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,2.557120763712485e-36,,2.455488501801503e+41,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.5438554477528663e-60,,,,,,,,,,,,,,
